kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3301014,07/12/2015,RS Umum Daerah Cilacap,RSU,B,"dr. PRAMESTI GRIANA DEWI, M.Kes. M.Si",Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5,Pemkab,Cilacap,53223,0282-533010,0282-520755,24/10/2018
3325015,26/02/2013,RS Umum Daerah Kab. Batang,RSU,C,"dr. BEKTI MASTIADJI,SpPK",Jl. Dr Sutomo No. 42 Batang,Pemkab,Batang,51215,0285-391033,0285-391206,24/10/2018
3374010,31/10/2013,RS Umum Pusat Dr. Kariadi,RSU,A,"Dr. Agus Suryanto, SpPD(KP),MARS, MH","Jl. Dr. Soetomo No.16,Semarang",Kemkes,Kota Semarang,50244,024-8413476,024-8318617,24/10/2018
3401015,18/03/2015,RS Umum Daerah Wates,RSU,B,dr. LIES INDRIYATI Sp.A,Jl Tentara Pelajar Km.1 No.5 Wates Kulon Progo,Pemkab,Kulon Progo,55611,0274-773169,0274-773092,24/10/2018
3509123,13/11/2004,RS Daerah Kalisat Jember,RSU,C,"Drg. Kunin Nasihan, M.Kes",Jl. M.H.Thamrin No.31 Kalisat Jember,Pemkab,Jember,68193,0331-591038,0331-593997,24/10/2018
3524016,03/04/2012,RS Umum Daerah Dr. Soegiri Lamongan,RSU,B,"dr. Moh. Chaidir Annas, M.MKes",Jl. Kusuma Bangsa No. 7 Lamongan,Pemkab,Lamongan,62214,0322-321718,0322-322582,24/10/2018
3573135,26/01/2017,RS Ibu dan Anak Muhammadiyah Malang,RSIA,C,"dr. Camelia Qusnul Chotimah, Sp.PD",Jl. KH. Wahid Hasyim NO. 30 Malang,Swasta/Lainnya,Kota Malang,65119,0341-326222,0341-354480,24/10/2018
3516062,25/12/2013,RS Islam Sakinah,RSU,C,dr. Ahmad Lathifi,"Jl. RA Basuni No.12, Kec. Sooko, Kab. Mojokerto",Swasta/Lainnya,Mojokerto,61361,321922,329670,24/10/2018
3578144,23/01/2014,RS Marinir Ewa Pangalila Gunungsari,RSU,D,"Dr. Aminuddin harahap Sp A,M.Tr.Hanla",Jl. Golf  No. 1 Surabaya,TNI AL,Kota Surabaya,60224,5678094,5678094,24/10/2018
3671135,22/05/2014,RS Mulya,RSU,C,Dr Zul indra MM,"Jl.KH. Hasyim Ashari No.18 Sudimara Pinang, Pinang",Swasta/Lainnya,Kota Tangerang,15145,021-7322445,021-7310721,24/10/2018
6205011,04/12/2015,RS Umum Daerah Muara Teweh,RSU,C,drg. DWI AGUS SETIJOWATI,Jl. Yetro Sinseng Muara Teweh,Pemkab,Barito Utara,73812,(0519)21051,0519-21528,24/10/2018
6304020,16/12/2012,RS Umum Daerah  H. Abdul Aziz Marabahan,RSU,C,"dr.H.Fathurrahman,M.Sc,Sp.PD","Jl. Jend Sudirman No.10, RT. 13 RW. 001, Marabahan",Pemkab,Barito Kuala,70513,0511-4799118,0511-4799488,24/10/2018
7304011,08/12/2014,RS Umum Daerah Lanto Daeng Pasewang,RSU,C,"dr.H.M.ISWAN SANABI,Sp.Rad",Jl.lingkar Kel.Empong Selatan No.8,Pemkab,Jeneponto,923111,0419-22113,0419--21462,24/10/2018
3214031,22/05/2014,RS Umum Siloam Purwakarta,RSU,B,"dr. Irwan Gandana, MARS","Jl. Bungursari No.1, Purwakarta",Perusahaan,Purwakarta,41181,0264-8628900,0264-212674,24/10/2018
3275373,29/03/2011,RS Umum Mitra Keluarga Cibubur,RSU,C,Dr. Ivonne Rampun,"Jl. Alternatif  Transyogi, Cibubur",Perusahaan,Kota Bekasi,17433,021-84311777,021-84311661,24/10/2018
3674193,13/09/2011,RS Buah Hati Ciputat,RSU,C,"drg. Ardhy Nugrahanto Wokas, PhD",Jl Aria Putra No 399 Serua Indah,Perusahaan,Kota Tangerang Selatan,15414,08041808808,02174639225,24/10/2018
7371014,31/12/2011,RS Umum Daerah Sayang Rakyat,RSU,C,"drg.Hj. Sri Fausyia Nuralim, M.Kes",Jl. Pahlawan No. 1000 Kec.Biringkanaya,Pemprop,Kota Makassar,90243,0411-6022253,0411-5070433,24/10/2018
1571159,21/02/2012,RS Islam Arafah,RSU,C,"dr. Dian Fitri Rosetikarini, MARS",Jl. Mpu Gandring No.1 Kebun Jeruk,Perusahaan,Kota Jambi,36121,0741-667966,0741-63444,24/10/2018
3272025,31/10/2011,RS Umum Bhayangkara Setukpa Lemdikpol,RSU,C,"dr. Much. Sofwan, Sp.OT",Jl. Aminta Azmali No. 59A Kota Sukabumi,POLRI,Kota Sukabumi,43122,0266-229207,0266-226262,24/10/2018
