kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3306023,26/08/2011,RS Umum  Aisyiyah,RSU,D,"dr.H.Muhammad Maimun,MPH","Jl. Mayjend Soetoyo no 113, Purworejo",Organisasi Islam,Purworejo,54113,0275-321435,0275-321435,02/08/2017
6471080,10/04/2015,RS Bersalin Kasih Bunda,RS Bersalin,C,"dr. H. M. Subandi, M.Kes",Jl. Letjen. S. Parman No.06 RT.23 Kel. Gunung Sari Ulu,Swasta/Lainnya,Kota Balikpapan,76122,(0542)-412082-/,(0542)-415302,02/08/2017
3172762,01/08/2015,RS Umum Daerah Ciracas,RSU,D,dr. Sri Kustantini Hendrastuti,"Jalan Lapangan Tembak Cibubur 1 , Kecamatan Ciracas",Pemprop,-,13720,021--87711249,021-8718995,02/08/2017
5108077,20/07/2017,RS Pratama Tangguwisia,RSU,D Pratama,-,"Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, P",Pemkab,Buleleng,81153,0362-3361387,-,01/08/2017
1406031,00/00/0000,RS Umum  Tandun,RSU,D,dr. Tommy Kirana,Kebun Tandun Komplek PTPN V Desa Talang danto Kec. Tapung Hulu Kab. Kampar Riau,BUMN,Kampar,28464,082384615577,-,29/07/2017
3175341,00/00/0000,RS Umum Pluit,RSU,B,"dr. Soeprianto Wiradjaja, SpB",Jl. Raya Pluit Selatan 2 Jakut,Swasta/Lainnya,Kota Jakarta Utara,14450,6685070,6684878,27/07/2017
3175417,24/07/2017,RS Mata Primasana,RSK Mata,C,"dr. Indra Maryunif, MARS",Jl. Kebon Bawang Raya No. 01 RT. 13 RW. 01 Kelurahan Kebon Bawang Kecamatan Tanj,Perorangan,Kota Jakarta Utara,14320,0214367090,0214367124,26/07/2017
3311213,26/08/2011,RS Umum Nirmala Suri,RSU,D,"dr. Desatya Rossa Amygha, MM","Jl. Raya Solo Sukoharjo Km.9, Sukoharjo",Organisasi Sosial,Sukoharjo,57527,0271---592192,0271---590084,25/07/2017
7271084,00/00/0000,RS Ibu dan Anak Sitti Masyithah,RSIA,C,"dr. Husaema, MM.,M.Kes",Jl. WR Supratman No. 7 Palu,Organisasi Sosial,Kota Palu,94226,(0451)-422261,-,25/07/2017
3201246,27/02/2015,RS Ibu dan Anak Bunda Suryatni,RSIA,C,"dr.Alfathdry,SpOG","Jl. KH. Sholeh Iskandar No,21 Tanah Sareal Kota Bogor",Swasta/Lainnya,Bogor,16166,0251-7543892,0251-7543893,25/07/2017
3573226,16/04/2012,RS Islam Malang,RSU,C,dr. Tri Wahyu Sarwiyata M.Kes,Jl. MT. Haryono No. 139 Malang,Swasta/Lainnya,Kota Malang,65144,(0341)-551356,551257,24/07/2017
3603180,12/10/2012,RS Ciputra,RSU,B,dr.Cherry Tjahja Sari,"Jl. Citra Raya Boulevard Blok V.00/08, Tangerang",Perusahaan,Tangerang,15710,021-59405555,021-59405678,24/07/2017
3674056,09/02/2012,RS Islam Asshobirin,RSU,C,"dr. Hj. Tri Widowati, MARS",Jl Raya Serpong Km 11 Pondok Jagung Tangerang Selatan,Organisasi Sosial,Kota Tangerang Selatan,15310,5384314,5374392,22/07/2017
3271024,15/02/2013,RS Umum Salak,RSU,C,dr. Sarah,Jl. Jend Sudirman No. 8 Kota Bogor,TNI AD,Kota Bogor,16121,0251-8345222,0251-8345444,21/07/2017
3278016,10/03/2012,RS Ibu dan Anak Sayang Bunda,RSIA,C,"dr. H. Asep Hidayat S, Sp. A., M. Kes",Jl. Sukalaya I No.22 Cihideung Kota Tasikmalaya,Swasta/Lainnya,Kota Tasikmalaya,46122,0265-330841,0265-330842,21/07/2017
3671205,26/04/2014,RS Sari Asih Ciledug,RSU,B,"dr. H.Ni'matullah Mansur, MARS.",Jl.Hos Cokro Aminoto No.38 Ciledug Kota Tangerang,Perusahaan,Kota Tangerang,15151,(021)7333430,(021)7333441,21/07/2017
6503002,20/07/2017,RS Umum Daerah Akhmad Berahim,RSU,D Pratama,"dr. NIKEN RETNO WNH, MARS.",Jl. Perintis KM. 1 Rt. IV Tideng Pale Kec. Sesayap 77152 Kaltara,Pemkab,Tana Tidung,77152,05532025001,-,21/07/2017
3204129,21/03/2017,RS Ibu dan Anak Grha Bunda,RSIA,C,"dr. Naomi Rukiah, MM",Jl. Terusan Jakarta No. 15-17 Kec. Kiaracondong kota Bandung,Swasta/Lainnya,Kota Bandung,40281,(022)-872-56789,(022)-872-56000,20/07/2017
3204124,27/07/2015,RS Gigi dan Mulut Maranatha,RSK Gigi dan Mulut,B,"drg. Franky Oscar, Sp. BM, M.Kes","Jl. Prof. drg. Suria Sumantri, MPH. No.65 Bandung",Swasta/Lainnya,Bandung,40164,022-2005934-/-3,022019571,19/07/2017
