kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3216362,02/12/2010,RS Umum Karya Medika II,RSU,C,Pjs.Dr.Robinhood Damanik,Jl. Sultan Hasanuddin No.63 Kec. Tambun Selatan,Swasta/Lainnya,Bekasi,17511,02188327514,02188327514,09/08/2018
3201150,09/05/2014,RS Umum Family Medical Center,RSU,C,"dr. Agustina Harsamin, MARS","Jl. Raya Bogor Km.51 Ciluar, Bogor",Swasta/Lainnya,Bogor,16710,02518652391,02518661605,09/08/2018
5303013,22/01/2015,RS Umum Daerah S. K. Lerik,RSU,C,dr. Marsiana Y. Halek,Jl. Timor Raya Pasir No. 134 Kelurahan Pasir Panjang,Pemkot,Kota Kupang,85227,0380-824157,0380-824157,09/08/2018
3171072,03/01/2014,RS Umum Dr. Suyoto Pusrehab Kemhan,RSU,B,"dr. Sudarsono, SpRM",Jl. RC. Veteran No. 178 Bintaro,Kementerian Lain,Kota Jakarta Selatan,12330,(021)-7342012-/,(021)7342581,09/08/2018
3504056,03/08/2011,RS Umum Era Medika,RSU,C,"dr.Edhy Sihrahmat, MARS.",Jl. Raya Pulosari No. 15 Ngunut Tulungagung,Swasta/Lainnya,Tulungagung,66292,(0355)-396566,(0355)-398706,09/08/2018
3303097,22/08/2011,RS Bersalin Daerah Panti Nugroho,RS Bersalin,C,"dr. Sulistya Rini Candra Dewi, M.Kes","Jl. Soekarno Hatta KM 2, Karang Manyar, Kalimanah, Purbalingga",Pemkab,Purbalingga,53313,0281-891434,0281-894064,09/08/2018
3525089,26/07/2012,RS Umum Mabarrot MWC NU,RSU,D,dr. Izzuddin Syahbana,Jl. Raya Bungah Dukun No. 63 Bungah Gresik,Swasta/Lainnya,Gresik,61152,031-3940651,-,09/08/2018
3673036,29/04/2014,RS Sari Asih Serang,RSU,B,"dr.Yahmin Setiawan,MARS","Jl.Raya Jenderal Sudirman No.38, Kel.Penancangan, Kec.Cipocok, Kota Serang",Perusahaan,Kota Serang,42124,(0254)-220022,(0254)-220345,09/08/2018
3201236,29/04/2013,RS Umum Medika Dramaga,RSU,C,"dr.  R. Gioseffi Purnawarman, Sp.OG.","Jl. Raya Dramaga Km.7,3 Margajaya-Bogor Barat-Kota Bogor",Perusahaan,Kota Bogor,16680,0251-8308900,0251-8625577,09/08/2018
3201238,09/08/2018,RS Umum Hermina Mekarsari,RSU,C,"dr. W.F.P. KAUNANG,. MARS",Jl Raya Cileungsi Jonggol Km 1 Cileungsi Kab Bogor,Perusahaan,Bogor,16820,021-29232525,021-29232770,09/08/2018
3525090,14/06/2013,RSU Wates Husada,RSU,D,"dr. Titin Ekowati, M.Kes",Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik,Swasta/Lainnya,Gresik,61173,031-7922351,031-7922351,09/08/2018
3372235,04/12/2013,RS Khusus Mata Solo,RSK Mata,C,"dr. Amania Fairuzia, Sp.M","Jl. Adi Sucipto 169, Karangasem , Laweyan",Perusahaan,Kota Surakarta,57145,0271---713333,0271---7655333,09/08/2018
3173696,08/01/2014,RS Umum Bunda Jakarta,RSU,C,"drg. Yusrahma Nurina,MARS",Jl. Teuku Cik Ditiro No. 21 Menteng,Perusahaan,Kota Jakarta Pusat,10350,021-31923344,021-31905546,09/08/2018
3674012,23/05/2014,RS Bunda Dalima,RSU,C,"Dr. M. Taufik Chaldun, Sp.OG",Nusaloka Sektor XIV Blok J11/1,Perusahaan,Kota Tangerang Selatan,15318,021-53154447-9,021-5385062,09/08/2018
1471391,01/07/2014,RS Khusus  Mata Pekanbaru Eye Center,RSK Mata,C,dr. Nindya Hartini,Jl Soekarno Hatta No 236 Pekanbaru,Perusahaan,Kota Pekanbaru,28282,0761-7875191--,0761-7875195,09/08/2018
9107002,09/08/2018,RS Kasih Herlina,RSU,Belum ditetapkan,"Dr. Tumpal Simatupang, Sp. THT-KL",Jl Selat Makassar No 7 Kel. Remu Selatan,Perorangan,Sorong,98415,0951323026,0951323026,09/08/2018
3525092,09/10/2014,RS Grha Husada Gresik,RSU,D,dr. Dian Ayu Lukitasari,Jl. Padi No. 3 Komplek Perumahan PT Petrokimia Gresik,Perusahaan,Gresik,61119,031-3973400,031-3973623,09/08/2018
3525093,14/10/2014,RS Fathma Medika,RSU,C,"Asluchul Alif, dr., M.Kes","JL. PENDOPO NO. 45, SEMBAYAT, MANYAR",Perusahaan,Gresik,61151,031-3943500,031-3941445,09/08/2018
3525096,14/04/2015,RS Petrokimia Gresik Driyorejo,RSU,C,"dr. Abdul Munir, M.Kes","Jl. Legundi Km. 0,5 Krikilan Driyorejo Gresik",Swasta/Lainnya,Gresik,61177,031-8981778,031-8986700,09/08/2018
