kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
8101041,24/12/2013,RS Fatima Saumlaki,RSU,D,dr. Lucia. F.R.A. Fenditi,Jl. Komplek Misi Saumlaki Maluku Tenggara Barat,Organisasi Katholik,Maluku Tenggara Barat,97664,918-21029,918-21029,26/01/2016
8171052,08/01/2014,RS Lanu Patimura,RSU,Belum ditetapkan,Dr. Mintoro Sumego,Lanud Pattimura Ambon,TNI AU,Kota Ambon,0911,3323109,-,26/01/2016
3328042,24/03/2011,RSU Mitra Keluarga Tegal,RSU,C,dr. Sherley Tjoe,"Jl. Sipelem No.4, Kemandungan, Tegal",Swasta/Lainnya,Kota Tegal,52114,(0283)-340999,(0283)-340902,22/01/2016
1377005,14/12/2015,RS Umum Tamar Medical Centre,RSU,D,"dr. Siti Hanafiah Bahri, Sp. S",Jalan Basuki Rahmat No. 1 Kelurahan Karan Aur Kecamatan Pariaman Tengah,Swasta/Lainnya,Kota Pariaman,25514,0751-93277,0751-93377,16/01/2016
1376011,20/01/2014,RS Umum Ibnu Sina,RSU,D,DR.ANNE,Jl.Pemuda No 14 Payakumbuh,Organisasi Islam,Kota Payakumbuh,26211,0752-92222,0752796744,07/01/2016
1371453,29/08/2014,RS Bersalin Tiara Anggrek,RS Bersalin,Belum ditetapkan,dr. Citra Kardiani Zebua,Jl. Adinegoro No 27 Padang,Perorangan,Kota Padang,25000,0751-480588,-,04/01/2016
3574068,27/02/2014,RS Ibu dan Anak Amanah,RSIA,C,dr. Evariani,Jln dr Moh. Saleh No. 43 Kota Probolinggo,Perusahaan,Kota Probolinggo,67219,0335-423487,0335-423487,29/12/2015
3604035,18/12/2015,RS Budiasih,RSU,C,"Dr. H Asep Hidayat Sugiri, MARS",Jl. KH Sohari No.39 Serang,Swasta/Lainnya,Kota Serang,42118,0254-212484,0254-212484,18/12/2015
7471081,16/01/2014,RS Griya Husada Bakti,RSU,D,dr. H. Djumrin,Jl. Sao-sao No. 248 Kendari,Organisasi Sosial,Kota KENDARI,93117,0401-3192010,-,11/12/2015
3375074,18/11/2013,RS Umum  ARO,RSU,D,dr. Broto Rahardjo,Jl. dr. Soetomo Gamer Pekalongan,Swasta/Lainnya,Kota Pekalongan,51123,0285-4416443,0285-4416447,07/12/2015
3175411,14/04/2015,RS Umum Duta Indah,RSU,Belum ditetapkan,dr. Eko Budi Heryanto,Jl. Teluk Gong Raya No. 12 Kel. Pejagalan Kec. Penjaringan,Swasta/Lainnya,Jakarta Utara,14450,021-66676188,021-66676190,19/11/2015
3171795,06/11/2015,RS Umum Daerah Pasar Minggu,RSU,B,Dr. T. Carolina Kawinda  MARS,"JL. TB. SIMATUPANG NO. 1 KELURAHAN RAGUNAN, KECAMATAN PASAR MINGGU - JAKARTA SEL",Pemprop,Jakarta Selatan,12550,021-78841672,021-78841672,10/11/2015
3171791,15/06/2015,RS Umum Pesanggrahan,RSU,D,drg. Endah Kartika Dewi,Jalan Cenek I no. 1 Pesanggrahan,Pemprop,Jakarta Selatan,12320,(021)7356087,(021)7356085,09/11/2015
1371455,27/02/2012,RS Ibu dan Anak Siti Hawa,RSIA,C,"dr. E. Basyaruddin, MARS",Jl Parak Gadang Raya No 35 A Padang,Perorangan,Kota Padang,25123,(0751)-841251,(0751)-31712,04/11/2015
1275911,02/10/2015,RS Umum Siloam Dhirga Surya,RSU,B,"dr. Tuan Juniar Situmorang, MKes",Jl Imam Bonjol No. 6,Perusahaan,Kota Medan,20112,+6261-8888-1900,+6261-8888-1944,03/11/2015
1274056,02/11/2015,RS Umum Herna,RSU,C,dr. Djohan Zen,Jl Balai Kota No. 2 Tebing Tinggi,Organisasi Sosial,Kota Tebing Tinggi,0621,21476,21702,02/11/2015
3171796,27/10/2015,RS Umum Petukangan,RSU,C,-,"Jl. Ciledug Raya No. 8A, Petukangan Selatan, Pesanggrahan",Swasta/Lainnya,Jakarta Selatan,12270,021-7340906,021-73889956,27/10/2015
3201243,31/08/2014,RS Ibu dan Anak Sawojajar,RSIA,C,"dr. Lukman B Itudono, SpOG","Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",Swasta/Lainnya,Kota Bogor,16121,(0251)-832-4371,(0251)-8399549,20/10/2015
3578166,30/12/2013,RS Soemitro Lanud Surabaya,RSU,D,"dr.Erna EmlijahH.,SP.M.,M.KES.",Jl.Serayu No. 17 Surabaya,TNI AU,Kota Surabaya,60241,5676662,5663026,15/10/2015
