kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3603115,07/05/2009,RS Omni,RSU,B,"dr. Agus Wahyudi, MBA","Jl. Alam Sutera Boulevard Kav.25,Tangerang",Swasta/Lainnya,Kota Tangerang Selatan,15325,29779999,29779909,27/02/2018
7103026,27/03/2012,RS Bergerak Kab.Kep.Sitaro,RSU,D,"EVITA N.W. JANIS, S.KEP","Kampung Sawang Kec, Siau timur selatan",Pemkab,Kepulauan Siau Tagulandang Biaro,95862,081356742120,0432310114,27/02/2018
8204010,19/02/2016,RS Umum Daerah  Labuha,RSU,D,"Dr. Banani Sidiq, M.Sc., Sp. A.",Jl.  Raya Labuha-Babang,Pemkab,Halmahera Selatan,97791,(0927)-21118,-,27/02/2018
6406012,27/01/2016,RS Umum Daerah Kabupaten Malinau,RSU,C,"dr. Agustine Asie, Sp.B","Jl. Respen Tubu, Malinau Utara 77554 Kab. Malinau",Pemkab,Malinau,77554,2022220,2022215,27/02/2018
8205032,00/00/0000,RS Umum Daerah Kab. Pulau Morotai,RSU,D,dr. Julys Giscard Kroons,Jl. Nakamura Desa Dehegila Kecamatan Morotai Selatan,Pemkab,Pulau Morotai,97771,(0923)-2221012,-,27/02/2018
3404182,07/02/2012,RS Umum Gramedika 10,RSU,D,dr. Ahmad Watsiq Maula,"Jl Raya Besi Jangkang No. 10, Sardonoharjo, Ngaglik",Perusahaan,Sleman,55581,0274-898501,0274-898501,27/02/2018
3402077,06/05/2013,RS Umum Griya Mahardika Yogyakarta,RSU,C,dr. R. A. Yohanes Indahyanto,jl. Parangtritis KM 4.5 gang Wijayakusuma No 212 Yogyakarta,Perusahaan,Bantul,55187,0274-445020,0274-445023,27/02/2018
5206029,02/07/2014,RS Umum Daerah Sondosia Kab. Bima,RSU,D,dr. H. Adiwinarko,Jl. Lintas Sumbawa Sondosia Kec. Bolo,Pemkab,Bima,84161,085205626456,-,27/02/2018
1812003,16/08/2016,RS Umum Daerah Tulang Bawang Barat,RSU,D,dr. PRAMONO SATRIO WIBOWO,JL. DIPONEGORO PANARAGAN JAYA KEC. TULANG BAWANG TENGAH,Pemkab,Tulang Bawang Barat,0,07257575438,0,27/02/2018
1311002,31/01/2018,RS Umum Daerah Sungai Rumbai,RSU,D,Dr. Sujito,Jl. Lintas Sumatera Jorong Ujung Koto Nagari Sungai Rumbai Timur Kecamatan Sunga,Pemkab,Dharmasraya,27684,07542371985,-,27/02/2018
1173045,16/05/2013,RS Cut Nyak Dhien Langsa,RSU,D,"Dr. Yusuf,MM",Jl. T.M. Bachrun No.1. Langsa,Organisasi Sosial,Kota Langsa,24416,0641-21039,0641-22228,26/02/2018
1110086,07/05/2015,RS Umum Bunda,RSU,C,"dr. Hanafiah Hasan, Sp.OG",Jl. Darussalam 16.Lhokseumawe,Organisasi Sosial,Kota Lhokseumawe,24351,0645-46925,-,26/02/2018
1172031,00/00/0000,RS AL Sabang,RSU,D,dr. Al Afif Lubis,Jl. T. Chik Ditiro Kota Atas Sabang,TNI AL,Kota Sabang,23511,0652-21302,0652-21302,26/02/2018
3204041,01/08/2013,RS Umum Kebonjati,RSU,C,"dr Junandi Surjautama,SH,MM.",Jl. Kebonjati No. 152  Kel. Kebon Jeruk Kec. Andir kota Bandung,Swasta/Lainnya,Kota Bandung,40181,(022)-6014058,(022)-6031969,26/02/2018
3404015,31/01/2013,RSUP Dr. Sardjito,RSU,A,"Dr. dr. Darwito,S.H.,Sp.B (K) Onk",Jl Kesehatan No.1 Sekip Yogyakarta,Kemkes,Sleman,55284,0274-587333,0274-565639,26/02/2018
3471074,22/10/2012,RSPAU Dr.  Suhardi Harjolukito,RSU,B,"dr. Mochamad Daradjat, Sp.An",Jl. Raya Janti Blok O Yogyakarta,TNI AU,Bantul,55198,0274-444715,0274-444706,26/02/2018
5202011,22/01/2013,RS Umum Praya,RSU,C,dr. MUZAKIR LANGKIR,"Jl. H. Lalu Hasyim, Kelurahan Tiwu Galih, Praya",Pemkab,Lombok Tengah,83511,0370-6635050,0370-654865,26/02/2018
5371011,12/02/2018,RS Umum Prof Dr WZ Johanes,RSU,B,"drg. Dominikus Minggu, M.Kes",Jl. Dr Moch Hatta No. 19 Kupang,Pemprop,Kota Kupang,85112,0380833614,0380832892,26/02/2018
1107017,12/06/2015,RS Tingkat IV IM 07.02,RSU,Belum ditetapkan,dr. Abu Bakar Siddiq,Jalan Pocut Baren Ujung Karang Desa Suak Indrapuri Kec. Johan Pahlawan Meulaboh,TNI AD,Aceh Barat,23600,06557552449,06557552450,26/02/2018
