kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7471125,00/00/0000,RS Mitra Sakinah Idaman,RSU,Belum ditetapkan,"Dr. H. Martaya, SH,MPH",Jl. Poros Kendari-Kolaka Unaaha  Kendari,Organisasi Sosial,Kendari,-,-,-,16/02/2011
7471009,19/02/2019,Rumah Sakit Umum Tiara Sentosa,RSU,D,-,Jl. R. Suprapto No.23 Mandonga Kota Kendari,Swasta/Lainnya,Kota Kendari,-,081342118051,-,00/00/0000
3212057,16/05/2019,Rumah Sakit Syahid Al Irsyad,RSU,D,-,Jl. Jendral Sudirman No 240,Swasta/Lainnya,Indramayu,-,0234-741065,-,00/00/0000
1403037,20/05/2019,RUMAH SAKIT 3M Plus,RSU,D,-,Jalan Lingkar II no 11-13 Tembilahan,Perusahaan,Indragiri Hilir,-,085271374484,-,00/00/0000
5306055,12/07/2019,SUMBER KASIH SEJATI,RSU,D,-,"jln meo baru, kelurahan tenukiik, atambua kota",Swasta/Lainnya,Belu,-,081326420150,-,00/00/0000
1275933,16/07/2019,UPT RUMAH SAKIT KHUSUS PARU SUMATERA UTARA,RSTP,B,-,"Jl. Asrama No. 18 Helvetia, Kelurahan Helvetia, Kecamatan Medan Helvetia, Provin",Pemprop,Kota Medan,-,(061)-8445394,-,00/00/0000
1509031,03/07/2019,Jabal Rahmah Medika,RSU,D,-,Jl RM Thaher RT 015 RW 005 Kel Cadika Kec Rimbo Tengah,Perorangan,Bungo,-,082180320001,-,00/00/0000
1209032,00/00/0000,RS Umum Bridgestone Sumatera Rubber Estate,RSU,Belum ditetapkan,"dr. Suangma. A. Siregar, MHA., MSc.","Dolok Marangir,Kab.Simalungun",Swasta/Lainnya,Simalungun,0622,64098,64094,00/00/0000
1211033,00/00/0000,RS Umum Kusta Lau Simomo,RS Kusta,Belum ditetapkan,"Dr. Emmi Suriani Simbolon,MARS","Desa Lau Simomo,Kec.Kabanjahe,Kab.Karo",Pemprop,Karo,0628,20055,-,00/00/0000
1212071,00/00/0000,RS Umum Anirma,RSU,Belum ditetapkan,Dr. Nabung Tarigan,Jl Teratai Baru Gg. Amal No. 95 Deli Tua,Organisasi Sosial,Deli Serdang,061,7030036,-,00/00/0000
3301114,04/07/2019,RSU AGHISNA MEDIKA SIDAREJA,RSU,D,-,Jalan Jenderal Sudirman Nomor 1 Sidamulya Kecamatan Sidareja,Perusahaan,Cilacap,-,082265250744-08,-,00/00/0000
3216448,03/07/2019,RS Mitra Keluarga Pratama,RSU,C,-,"Jalan Raya Jatimekar, Kel. Jatimekar, Kec. Jatiasih, Kota Bekasi, Jawa Barat, 17",Swasta/Lainnya,Bekasi,-,(021)-8551-1000,-,00/00/0000
8107024,08/07/2019,RUMAH SAKIT PRATAMA PULAU GOROM,RSU,D Pratama,-,Jalan Lingkar Pulau Gorom Kecamatan Pulau Gorom,Pemkab,Seram Bagian Timur,-,081344650055,-,00/00/0000
3573263,11/06/2019,RS Khusus Kanker Onkologi Sentani,RS,C,-,Jl Danau Sentani Raya H3 A40 Madyopuro Kedungkandang Kota Malang,Perusahaan,Kota Malang,-,0341-3022902,-,00/00/0000
3216444,13/08/2018,Rumah Sakit Cenka,RSU,C,-,Jl.Pilar-Sukatani Desa Sukaraya Warung Pojok RT.05 RW.06 Kec.Karangbahagia,Perorangan,Bekasi,-,021-89121188,-,00/00/0000
6271028,01/11/2018,RSIA YASMIN PALANGKA RAYA,RSIA,C,-,"JL. CILIK RIWUT NO. 04 KM. 1,5",Swasta/Lainnya,Kota Palangka Raya,-,053632206193,-,00/00/0000
3101002,22/04/2013,RS Umum Daerah Kepulauan Seribu,RSU,D,"dr.MUHAMMAD HELMI,MM","Pulau Pramuka, Kel. Pulau Panggang",Pemprop,Kepulauan Seribu,-,021-36571981,-,00/00/0000
334035,23/05/2019,Rumah Sakit Umum PKU Muhammadiyah Banjarnegara,RSU,D,-,"Jalan Raya Banjarnegara Banyumas Km 18 Danaraja, Purwanegara, Banjarnegara",Organisasi,Banjarnegara,-,0286411598,-,00/00/0000
3212058,21/05/2019,RSIA IRHAMNA INDRAMAYU,RSIA,C,-,JALAN RAYA TERUSAN NOMOR 01 KECAMATAN SINDANG,Swasta/Lainnya,Indramayu,-,0234273458,-,00/00/0000
