kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3309085,21/12/2013,RS Umum  Karanggede Sisma Medika,RSU,D,"dr. Djoko Pramono,MM, CHt","Jl. Raya Karanggede - Solo KM.1, Boyolali",Swasta/Lainnya,Boyolali,57381,0298-610600,0298-610601,15/03/2018
7371030,02/01/2011,RS Tk.II Pelamonia,RSU,B,"Kol Ckm dr. I Made Mardika, SpPD,MARS","Jl. Jend Sudirman No.27,Makassar",TNI AD,Kota Makassar,90124,(0411)-7402332,(0411)-3623434,15/03/2018
6471073,05/04/2016,RS Bhayangkara Balikpapan,RSU,C,"dr. H. YUDI PRASETYO, Sp P, M Kes",Jl. Jend Sudirman No. 14 Kel Prapatan,POLRI,Kota Balikpapan,76111,0542421261,0542416697,15/03/2018
3573252,19/04/2012,RS Ibu dan Anak Mutiara Bunda,RSIA,C,"dr. Himawan Loekito, MM",Jalan Ciujung No. 19 Malang,Swasta/Lainnya,Kota Malang,65122,0341---400403,0341-474522,15/03/2018
1602014,00/00/0000,RS Umum Daerah Kayuagung,RSU,C,dr. H. Fikram,"Jln.Letjen Yusuf Singedekane No,1 Kel Jua Jua, Kayuagung",Pemkab,Ogan Komering Ilir,30615,0712-323889,0712-323889,14/03/2018
6172044,10/12/2014,RS Tk. IV Singkawang,RSU,D,"dr.Bowo Hery Prasetyo, Sp.S",Jl. Perwira No. H15 Singkawang,TNI AD,Kota Singkawang,79111,0562-631427,0562-635171,14/03/2018
6112135,17/03/2016,RS Angkatan Udara dr. Mohammad Sutomo,RSU,C,"dr. M.T.Rahman, Sp.Rad",Jl. Raya Kuala Dua No. 2 Kab. Kubu Raya,TNI AU,Kubu Raya,78391,0561-6727744,0561-722747,14/03/2018
1509024,07/06/2014,RS Umum Bersaudara Mandiri,RSU,D,dr. Nurhayati,Jl. Lintas Sumatera Km. 04 Muara Bungo,Swasta/Lainnya,Bungo,37214,0747-323535,0747-22130,14/03/2018
6171140,12/04/2015,RS Umum Kharitas Bhakti,RSU,D,drg. Krisna Karhianto,JL. Siam No.153 Pontianak,Swasta/Lainnya,Kota Pontianak,78122,0561-734373,0561-768969,14/03/2018
1275724,21/05/2013,RS Umum Sarah,RSU,D,"dr. BENI SATRIA,M.Kes",Jl Baja Raya No.10 - Medan,Perusahaan,Kota Medan,20112,061-4568383,061-4529454,13/03/2018
1671061,22/01/2013,RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan,RS Jiwa/ RSKO,A,"Dr. Hj. Yumidiansi F, M.Kes","Jl. Tembus Terminal No. 02, KM. 12 Kecamatan Alang Alang Lebar Kota Palembang",Pemprop,Kota Palembang,30154,07115645123,07115645124,13/03/2018
1871234,29/04/2009,RS Umum Bumi Waras,RSU,C,"Dr. Hi. Kuswandi, Spjp","Jl. W. Monginsidi No.235,Bandar Lampung",Organisasi Sosial,Kota Bandar Lampung,35151,0721254589,0721-257926,13/03/2018
3273464,13/03/2018,RS Khusus Gigi dan Mulut UNPAD,RSK Gigi dan Mulut,A,"Dr. Dudi Aripin, drg.,Sp.KG (K)",Jl. Sekeloa Selatan I Bandung,BUMN,Kota Bandung,40132,2533044,2533043,13/03/2018
6172070,11/11/2011,RS Kusta Alverno Singkawang,RS Kusta,C,"dr. Barita P. Ompusunggu, MKM",Jl. Gunung Sari No. 70 Singkawang,Organisasi Sosial,Kota Singkawang,79123,0562-632634,0562-636070,13/03/2018
7104027,05/03/2018,RS Bergerak Kab.Kep.Talaud,RSU,D,"dr. Donal Janri Doda,M.Kes.Sp.An",Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,Pemkab,Kepulauan Talaud,95885,0,0,13/03/2018
1211124,08/03/2018,RS Umum Efarina Etaham,RSU,C,dr. Herman Ramli,"Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo",Swasta/Lainnya,Karo,0628,"323716,-323717",323718,13/03/2018
6372015,21/07/2017,RS Ibu dan Anak Lembayung Husada,RSIA,C,"dr.Hj. Nurlenny Saleh,MM","Jl. A. Yani KM 36 RT.003 RW.001 Kel. Sungai Ulin Kec Banjarbaru Utara, Kota Banj",Perusahaan,Kota Banjar baru,70714,0511-4777115,0511-4773280,13/03/2018
9229002,05/10/2016,RS Pratama Elvrida Sara,RSU,D,dr. BLASIUS SUHERMAN,"Alies Yembisa, Kenyam Nduga",Pemkab,Nduga,-,081240403389,-,13/03/2018
1275996,30/06/2015,RS Umum Sufina Azis,RSU,C,dr. Safriani Yovita,"Jl Karya Baru No.1,Medan",Organisasi Sosial,Kota Medan,20124,8441111-8441754,061-8461861,12/03/2018
