kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3212056,01/04/2019,RS Umum Daerah Mursid Ibnu Syafiuddin,RSU,Belum Ditetapkan,RDDDDDDDDD,-,Pemkab,Bone,73112,0536-3244801,0536-3239444,17/09/2019
5308023,27/08/2019,RS  Bukit Lewoleba,RSU,D,dr. Goerillya A.Huar Noning,Jln Trans Atadei Kel.Lewoleba Barat,Organisasi Katholik,Lembata,86212,0383-2343062,0383-2343062,27/08/2019
1109027,03/09/2013,RS Umum Daerah TGK. Abdullah Syafii Beureuneun,RSU,D,dr. Aci Erfiyan,"Jl. Banda Aceh - Medan Km.125,5 Kota Mini - Beureunuen",Pemkab,Pidie,24173,0653-821576,(0653)-821576,22/08/2019
3276153,05/06/2017,RS Ibu dan Anak Citra Arafiq,RSIA,C,Dr. Rickiko,Jl. Perindustrian Raya No.53,Perusahaan,Kota Depok,16426,02122821911,02122822172,22/08/2019
1671312,19/01/2012,RS Khusus Paru Palembang,RSTP,B,"drg. Defiardi, MARS","Jl. Merdeka No.10,Palembang",Pemprop,Kota Palembang,30115,0711-352010,0711-352010,21/08/2019
1410043,01/06/2016,RS Umum Daerah  Kabupaten Kepulauan Meranti,RSU,D,dr. R.H. Riasari,Jl Dorak,Pemkab,Kepulauan Meranti,28753,0763-32004,0763-32004,20/08/2019
5312014,27/02/2013,RS Umum Bajawa,RSU,C,"drg. Maria Wea Betu,MPH","Jl. Diponegoro No. 5, Bajawa",Pemkab,Ngada,86453,(0384)21030,(0384)2223858,16/08/2019
3374342,16/05/2012,RS Umum Daerah K.M.R.T Wongso Negoro,RSU,B,"Dr. Susi Herawati, M.Kes",Jl. Fatmawati Raya No.1,Pemkot,Kota Semarang,50272,024-6711500,024-6717755,13/08/2019
1271033,07/05/2019,RS METTA MEDIKA II,RSU,D,drg.Henry Gunawan,Jl Diponegoro No 6 - 8  Kota Sibolga,Swasta/Lainnya,Kota Sibolga,22521,"(0631)-24001,24",(0631)-3270144,10/08/2019
3516073,01/12/2008,RS Umum Daerah Raden Achmad Basoeni,RSU,C,"dr. Endang Sulistyowati, M.MKes","Jl. Raya Gedeg No.17, Kec. Gedeg, Kab.Mojokerto",Pemkab,Mojokerto,61351,(0321)-364752,(0321)-361341,10/08/2019
3529029,23/01/2017,RS Umum Sumekar,RSU,D,dr Soelihanto Soetoyo Sp.B.FINAC'S,Jl.Arya Wiraraja no 99 Lingkar Timur Desa Kolor kec kota Sumenep,Swasta/Lainnya,Sumenep,69417,0328-673474,0328673522,10/08/2019
3201094,07/11/2012,RS Umum Annisa,RSU,C,"dr. Avicena Indraswara S, SKM, MARS","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",Swasta/Lainnya,Bogor,16810,021-8756780,021--8752628,09/08/2019
1174022,21/06/2017,RS Umum Metro Medical Center,RSU,C,"dr. H. Rahmat Suryadi, MPH",Jalan Merdeka Barat Nomor 70A Kota Lhokseumawe Provinsi Aceh,Swasta/Lainnya,Kota Lhokseumawe,24352,0645-44722,0645-44722,09/08/2019
1771025,01/02/2018,RS Jiwa Soeprapto Provinsi Bengkulu,RS Jiwa/ RSKO,B,dr.H.SYAFRIADI.MM,Jl. Bhakti Husada Lingkar Barat Bengkulu,Pemprop,Kota Bengkulu,38225,0736-343339,0736-22988,07/08/2019
9271079,16/10/2018,RS Provita Jayapura,RSU,C,"DR BOY EDUARD RICAHRD WAJONG, MKes",Jl. Sam Ratulangi No. 39 APO Jayapura Utara,Perorangan,Kota Jayapura,99112,09675162888,09675162999,05/08/2019
3404045,06/04/2017,RS Umum Queen Latifa,RSU,D,"dr. Dani Sahirul Alim, MMR",Jl Ring Road Barat - Mlangi - Nogotirto - Sleman,Swasta/Lainnya,Sleman,55592,581402,626309,02/08/2019
1703045,25/03/2011,RS Hana Charitas Arga Makmur,RSU,D,"drg. Soesilo Pradoto, M.Kes","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",Organisasi Katholik,Bengkulu Utara,38614,0737-522300,0737-522999,31/07/2019
1102016,00/00/0000,RS Umum Daerah Aceh Singkil,RSU,C,dr. ELVI INAYAH IMANGUNSONG,Jl. Rimo - Singkil Km.8 Desa Gunung Lagan,Pemkab,Aceh Singkil,23784,-,-,30/07/2019
1371465,31/05/2017,RS Ibu dan Anak Restu Ibu,RSIA,C,dr. Evi Dwivieni. MARS,Jalan Terandam nomor 5-7 Padang,Swasta/Lainnya,Kota Padang,25121,0751810756,075131743,30/07/2019
