kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3172750,07/03/2013,RS Ibu dan Anak Resti Mulya,RSAB,C,dr. Fauzan Rahman,Jl. Pahlawan Komarudin no. 05 penggilingan - Cakung,Perusahaan,Kota Jakarta Timur,13940,021-4803936,-,25/12/2017
3403025,20/12/2017,RS Bethesda Wonosari,RSU,D,"dr. Wiwik Probowati, SpPD",Jl. Wonosari Karangmojo Selang III Selang Wonosari Gunung Kidul,Organisasi Protestan,Gunung Kidul,-,0274--394549,-,22/12/2017
3217008,18/12/2017,RS Ibu dan Anak Kartini,RSIA,C,"dr. Marsel Risandi, MMRS",Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat,Swasta/Lainnya,Bandung Barat,40553,022-6804440,-,19/12/2017
3313042,01/01/2014,RS Ibu dan Anak Dian Pertiwi,RSIA,C,Dr. Ninik Sri Haryati,"Jl. Lawu Papahan, Tasikmadu Karanganyar",Swasta/Lainnya,Karanganyar,57761,0271-494829,494829,15/12/2017
3201126,24/04/2010,RS Umum Hermina Depok,RSU,B,"dr. Gloria Illona, MM",Jl. Raya Siliwangi No. 50 Pancoran Mas Depok,Organisasi Sosial,Kota Depok,16436,021-77202525,021-7763309,12/12/2017
1212177,03/07/2014,RS Umum Yoshua,RSU,C,dr. Surya Muchtar SpPD,Jl. Medan Lubuk Pakam N0. 70,Perusahaan,Deli Serdang,20511,061---7956061,-,12/12/2017
3173062,25/03/2013,RS PGI Cikini,RSU,B,"dr. Hophoptua N.  Manurung, SpS., MARS",Jl. Raden Saleh No. 40 Jakpus,Organisasi Protestan,Kota Jakarta Pusat,10330,021-38997777,021-38997778,11/12/2017
3201233,08/01/2013,RS Umum Rumah Sehat Terpadu Dompet Dhuafa,RSU,C,DR MUHAMAD ZAKARIA,Jl. Raya Parung KM 42 Bogor,Organisasi Sosial,Bogor,-,0251-861-8651-/,-,11/12/2017
3310052,31/10/2013,RS Ibu dan Anak Aisyiah,RSIA,C,"Dr. H. Purwono, M. Kes","Jl. KH. Hasyim Ashari, Mojayan, Klaten",Organisasi Islam,Klaten,57412,320566,328440,07/12/2017
3671223,28/09/2017,RS Karang Tengah Medika,RSU,C,"dr.Hendrik Sulo, M.Kes, Sp.Rad",Jl. Karyawan IV Kec Karang Tengah Ciledug,Swasta/Lainnya,Kota Tangerang,15157,0217336699,0217333598,07/12/2017
3323046,00/00/0000,RS Umum Gunung Sawo Kab. Temanggung,RSU,D,dr. Luciana Dewi,"Jl. Gatot Subroto Km. 2, Manding Temanggung",Organisasi Sosial,Temanggung,56224,0293-4903003,0293-4903003,05/12/2017
6408014,27/01/2016,RS Bergerak Langap Kab. Malinau,RSU,D,"Pasmawati.,SKM.,M.Kes",Langap Malinau Selatan Kabupaten Malinau,Pemkab,Malinau,77554,08115411047,-,05/12/2017
3213044,02/03/2016,RS Umum Mutiara Hati,RSU,D,"dr. H. Riyanto, MARS",Jl. Raya Pagaden Rt 15/04 Desa Sukamulya Kec.Pagaden Subang,Swasta/Lainnya,Subang,41252,(0260)-451828,(0260)-451828,02/12/2017
1213024,30/01/2013,RS Umum PTP II Tg Selamat,RSU,C,Dr. M.FAISAL LUBIS,Jl. Besar Batang Serangan No. 48 Kec. Padang Tualang,BUMN,Langkat,20853,061-77209963,-,29/11/2017
3175407,01/03/2015,RS Umum Gading Pluit,RSU,B,"Dr. Barlian Sutedja,Sp.B","Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading",Swasta/Lainnya,Kota Jakarta Utara,14250,021-4521001,021-4520578,29/11/2017
3175410,20/01/2015,RS Umum Pekerja,RSU,Belum ditetapkan,dr. Empat Patonah Hamid. M.Kes,Jl. Raya Cakung Cilincing,Swasta/Lainnya,Kota Jakarta Utara,14140,021-29484848,021-29482875,27/11/2017
7271128,31/08/2017,RS Umum  Sis Al Jufri Palu,RSU,C,"dr. Syahrir Abdurrasyid, Sp.OG","Jl.SIS ALJUFRI No 72, PALU",Organisasi Sosial,Kota Palu,94226,0451-456925,0451-426575,25/11/2017
3507100,17/02/2012,RS Siti Miriam,RSU,D,"dr. Antonius Ardijanto Maatita,MMRS","Jl. dr. Wahidin No.101, RT 002 RW. 001, Kel. Kalirejo, Kec. Lawang, Kab.Malang",Swasta/Lainnya,Malang,65216,0341---426057/F,-,24/11/2017
3578795,28/04/2017,RS Ibu dan Anak Ferina,RSIA,C,"dr. Sutjiati, M.Kes",Jl. Irian Barat No. 7-11 Surabaya,Perusahaan,Kota Surabaya,60281,(031)-5057557,(031)-5057798,24/11/2017
