kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3522059,17/02/2012,RS Bhayangkara Wahyu Tutuko Bojonegoro,RSU,D,"dr. ROMMY SEBASTIAN,M.Kes",Jl. Panglima Sudirman No 168-169,POLRI,Bojonegoro,62113,0353---888780,0353--893966,10/04/2018
1404026,05/07/2017,RS Umum  Medicare Sorek,RSU,D,DR. BAYU CHANDRA,Jl Dt. Laksamana Sorek I kec Pkl.Kuras,Swasta/Lainnya,Pelalawan,28382,0761-492242,0761-492242,10/04/2018
1805046,29/09/2014,RS Umum Kartini,RSU,D,"dr. Hernowo Anggoro Wasono, M.Kes",Jl. KARTINI NO. 104 KALIREJO,Swasta/Lainnya,Lampung Tengah,34174,0729-370028,0729-370883,10/04/2018
1871446,27/01/2016,RS Ibu dan Anak Bunda Asy Syifa,RSIA,C,Dr. SAGA MALELA ARIA SABARA,JL. Dr.SUSILO NO.54 PAHOMAN BANDAR LAMPUNG,Perusahaan,Kota Bandar Lampung,-,0721-259259,0721-266800,10/04/2018
1508002,02/06/2017,RS Umum Setia Budi,RSU,D,dr. Puji Rahayu,Jl. Pahlawan RT. 001 RW. 005 Kelurahan Wirotho Agung Kecamatan Rimbo Bujang,Perusahaan,Tebo,37553,0747-31215,0747-31215,10/04/2018
1173023,00/00/0000,RS Umum Cut Meutia,RSU,C,dr. Cut Diah Ak,"Jl. Garuda No. 1  Kebun Baru, Langsa",BUMN,Kota Langsa,24416,0641-4811339,0641-426285,09/04/2018
1407011,31/05/2013,RS Umum Daerah  Rokan Hulu,RSU,C,dr. PAISAL HARAHAP,"Jl Syekh Ismail, Pasir Pengaraian",Pemkab,Rokan Hulu,28457,0762-91777,0762-91778,09/04/2018
1506011,21/05/2007,RS Umum Daerah Nurdin Hamzah,RSU,C,dr.H.Muhammad Nasrul Felani,Jl. WR. Supratman Kel. Parit Culum I Kec. Muara Sabak Barat,Pemkab,Tanjung Jabung Timur,36561,0,0,09/04/2018
5171203,02/07/2008,RS Umum Balimed,RSU,C,"Dr. I Putu Oka Dharmawan, MARS","Jl.Mahendradatta No.57,Denpasar Bali",Swasta/Lainnya,Kota Denpasar,80117,0361-484748,0361-484748,09/04/2018
6471036,10/03/2015,RS Tk.II Dr R Hardjanto,RSU,B,dr. Azhari Ramdani,Jl. Tanjungpura VI Balikpapan,TNI AD,Kota Balikpapan,76111,414333,415677,09/04/2018
1471079,27/09/2012,RS Umum  Syafira,RSU,C,Dr. Rina Elfiani,"Jl Jenderal Sudirman No.134, Pekanbaru",Swasta/Lainnya,Kota Pekanbaru,28282,0761-35360,0761-41887,09/04/2018
3571148,17/02/2012,RS Ibu dan Anak Melinda,RSIA,C,dr. Dibya Arfianda,Jl. Balowerti II No. 59 Kota Kediri,Swasta/Lainnya,Kota Kediri,64121,0354---691016/F,-,09/04/2018
3510103,05/03/2012,RS Al Huda,RSU,C,"dr. Hj. Indiati, MMRS","Jl. Raya Gambiran No. 225, Desa Gambiran, Kec. Gambiran, Kab. Banyuwangi",Swasta/Lainnya,Banyuwangi,68486,(0333)-842034,(0333)-842038,09/04/2018
6472124,01/11/2013,RS Pupuk Kaltim Siaga Ramania,RSU,C,drg. Artha Surya Rismawan,Jl.  Ramania No. 3,Perusahaan,Kota Samarinda,75123,0541-739772,0541-7272700,09/04/2018
3519026,06/01/2015,RS Paru Manguharjo Madiun,RSTP,C,"dr. Ilham Trikorantono, M. Kes","Jl. Yos Sudarso 108-112 Manguharjo, Kel. Madiun Lor, Kec. Manguharjo, Kota Madiu",Pemprop,Kota Madiun,63122,0351-464916,0351-464916,09/04/2018
1402014,10/03/2016,RS Ibu dan Anak  Safira,RSIA,C,"dr. Bagus Pandji Udara, SpOG",Jl Sudirman No.79 Air Molek,Perusahaan,Indragiri Hulu,29352,0769---442549,0769-41202,09/04/2018
7371425,29/12/2016,RS Ibu dan Anak Cahaya Medika Makassar,RSIA,C,dr. Misnawaty A. Muin,Jl. Perintis Kemerdekaan KM 8 NO 27,Swasta/Lainnya,Kota Makassar,90245,085100909800,-,09/04/2018
2071015,22/01/2013,RS Umum Santa Elisabeth Batam,RSU,C,dr. Sahat H.Siahaan MARS,Jl. Anggrek Blok II Lubuk Baja,Organisasi Katholik,Kota Batam,29441,0778-457357,0778-457710,07/04/2018
6409036,25/11/2011,RS Umum Daerah Ratu Aji Putri Botung,RSU,C,dr.Jansje Grace Makisurat,Jl Propinsi KM 9 Kab. Penajam Paser Utara,Pemkab,Penajam Paser Utara,0542,7211361,7211419,07/04/2018
