kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
6309025,00/00/0000,RS Umum Pertamina Tanjung,RSU,C,dr. Farah Alkatiri,"Jl. Gas No. 1, Komperta Murung Pudak, Tanjung",BUMN,Tabalong,71571,0526-2022550,0526-2027678,16/04/2018
9201012,05/03/2016,RS Umum Merauke,RSU,C,dr. Nevile R. Muskita,Jl. Sukarjowirjopranoto No. 1 Merauke,Pemkab,Merauke,99614,0971-321125,0971-321124,16/04/2018
3273528,13/04/2018,RS Ibu dan Anak Melinda,RSIA,C,"Dr. Rosalina Pratiwi Sutedja,MM","Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",Swasta/Lainnya,Kota Bandung,40171,022-4222788,022-4215700,13/04/2018
3273539,30/11/2012,RS Umum Hermina Pasteur,RSU,C,"drg. Mira Dyah Wahyuni, MARS",Jl. Dr. Djundjunan No.107 Kota Bandung,Swasta/Lainnya,Kota Bandung,40173,(022)-6072525,(022)-6037815,13/04/2018
5205014,02/05/2013,RS Umum Dompu,RSU,C,Dr. H. Syafruddin,"Jl. Kesehatan No. 1 Dompu, NTB",Pemkab,Dompu,84214,0373-21411,0373-21411,13/04/2018
3319021,17/01/2013,RS Umum  Aisyiyah Kudus,RSU,D,"dr. H. Hilal Ariadi, M.Kes",Jl. HOS. Cokroaminoto No. 248 Kudus,Swasta/Lainnya,Kudus,59319,0291-437780,0291-434901,13/04/2018
1872065,13/12/2017,RS Bersalin Asih,RS Bersalin,C,"dr. H. L. Tobing, Sp. OG",Jl Ahmad Yani No 52,ORGANISASI SOSIAL,Kota Metro,34182,(0725)-49200,(0725)-41928,13/04/2018
6471077,26/01/2015,RS Umum Balikpapan Baru,RSU,D,dr. Poldo Reinaldo,Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9,Swasta/Lainnya,Kota Balikpapan,76114,0542-877330,0542-877331,13/04/2018
1871002,08/06/2012,RS Umum Wisma Rini Pringsewu,RSU,D,"dr. Priyo Widodo, M.Kes",Jl. Wisma Rini No.1 Pringsewu,Perorangan,Pringsewu,35373,0729-21096,0729-22769,13/04/2018
1509025,13/04/2018,RS Ibu dan Anak Barkah,RSIA,D,dr. ARINI SETIAWATY,Jl.Lebai Hasan Gg. Kenanga RT 11 RW 04 Kel. Sungai Pinang Kec. Bungo Dani. Muara,Swasta/Lainnya,Bungo,37213,0747-323758,-,13/04/2018
1509027,09/02/2018,RS Ibu dan Anak Haji Abdul Malik,RSIA,C,dr.BELLA ANRIANTI,"Jln. H. Syamsir No.5 B, Sungai Pinang, Bungo Dani, Muara Bungo.",Perusahaan,Bungo,37213,0747-7331231,-,13/04/2018
3174517,26/06/2015,RS Umum Daerah Kecamatan Kembangan,RSU,D,"dr. Irma Riani, MAP","Jl. Topaz Raya F 2 No. 3, Meruya Ilir, Kembangan",Pemprop,Kota Jakarta Barat,11620,021-5870834,021-5870834,13/04/2018
3175416,09/06/2016,RS Umum Daerah  Tanjung Priok,RSU,D,"drg. Tony Wibowo Harianto, M.Kes",Jl. Bugis No. 03 Kel. Kebon Bawang Kec. Tanjung Priok,Pemprop,Kota Jakarta Utara,14320,02143908923,021-43930348,13/04/2018
7308059,31/12/2016,RS Umum Daerah Datu Pancaitana,RSU,D,"dr. Hj, A. Khasma, M.Kes",Jl. Gatot Subroto Kel. Biru Kec. Tanete Riattang,Pemkab,Bone,92714,048125252,-,13/04/2018
3402082,12/04/2018,RS Khusus Ibu dan Anak Adinda,RSIA,C,"dr Alam Nirbita, MMR",Jl. Soragan No. 14 Ngestiharjo Kasihan Bantul,Swasta/Lainnya,Bantul,55182,082138292954,0274-5305605,13/04/2018
1212136,03/11/2017,RS Umum Sinar Husni,RSU,C,"dr. H. Abdul Rachman Tanjung, AIFM",Jl Veteran Gg.Utama Psr. V Helvetia,Organisasi Sosial,Deli Serdang,20373,061-8463432,061-8457705,12/04/2018
3401050,03/12/2015,RS Umum PKU Muhammadiyah Nanggulan,RSU,D,"dr. Wahyuni Hafid, MMR","Ngemplak, Kembang, Nanggulan",Organisasi Sosial,Kulon Progo,55671,0274-2820136,-,12/04/2018
7371406,19/03/2015,RS Ibu dan Anak Budi Mulia,RSIA,C,Drg. Ema Astuti B. Jalal,Jl. Timah IV Blok A28/18,Perorangan,Kota Makassar,90222,"0411-449874,-44",0411---449874,12/04/2018
3471378,06/04/2017,RS Khusus Ibu dan Anak Fajar,RSIA,C,"dr. Taufik Rahman, Sp.OG",Jl Bugisan No. 6-8 RT 007 RW 001 Patangpuluhan Wirobrajan,Swasta/Lainnya,Kota Yogyakarta,55251,0274-376262,-,12/04/2018
