kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
6171067,19/10/2016,RS Anton Soedjarwo Pontianak,RSU,C,drg. Sugiyato,Jl. K. S. Tubun 14 Pontianak,POLRI,Kota Pontianak,78121,0561-736610,0561-735511,12/03/2018
1212172,09/01/2014,RS Umum Patar Asih,RSU,C,"dr Raden Roro Jenny Satyoputri, MARS",Jl Bakaran Batu Desa Tumpatan Dusun Manggis no. 45,Perusahaan,Deli Serdang,20511,061-7950449,061-7950313,12/03/2018
1275889,28/01/2015,RS Umum Murni Teguh Memorial Hospital,RSU,B,"dr. Togar Siallagan, MM,AAK",JlJawa No. 2 Medan,Perusahaan,Kota Medan,20231,061-80501888,061-80501800,12/03/2018
1211127,26/10/2017,RS Ibu dan Anak Mina Husada,RSIA,D,"dr.AY. Karim Bangun, SpB",Jl. Kapten Pala Bangun No. 8 Padang Mas - Sentrum Kabanjahe 22115,Swasta/Lainnya,Karo,22115,(0628)9832858,-,12/03/2018
3304010,29/09/2011,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,RSU,C,"dr. AGUNG BUDIANTO, M.Kes",Jl. Jendral Sudirman  No.42 Banjarnegara,Pemkab,Banjarnegara,53415,0286-591464,0286-592462,10/03/2018
6171113,16/04/2013,RS Islam Yarsi Pontianak,RSU,C,"Dr. H. Pendi Tjahya Perdjaman, M. Kes",Jl. Tanjung Raya II Pontianak,Organisasi Islam,Kota Pontianak,78234,(0561)739685,(0561)767078,10/03/2018
6107022,25/02/2013,RS Tk. IV 12.07.02 Sintang,RSU,D,"dr. Inikke Kusumawati, Sp.A,MSi.Med",Jl. MT Haryono KM.3 RT 16 RW 5 Kelurahan Kapuas Kanan Hulu Kec. Sintang Kab. Sin,TNI AD,Sintang,78611,0565-21307,0565-521307,10/03/2018
1213058,24/05/2016,RS Umum Wampu Norita,RSU,D,dr. JOHN RIDER PURBA,Dusun II Kedondong Barat Desa Jentera Stabat Kecamatan Wampu No.86 Km.46,Perusahaan,Langkat,20851,061-89139999,-,10/03/2018
1671024,03/01/2018,RS Umum Pertamina Palembang,RSU,C,"dr. Nanang Sugiarto, MARS","Komplek Pertamina Plaju, Palembang",BUMN,Kota Palembang,30628,0711-597401,0711-542388,09/03/2018
3273063,21/11/2014,RS Umum Santo Yusup,RSU,C,"dr. Odilia Bajang, Sp.PK.,M.MRS",Jl. Cikutra No. 7 Kota Bandung,Organisasi Katholik,Kota Bandung,40124,7202420,7202419,09/03/2018
3509010,23/03/2012,RS Umum Daerah Dr. Soebandi,RSU,B,"dr. HENDRO SOELISTIJONO, MM. M.Kes","Jl. Dr. Soebandi No.124, Jember",Pemkab,Jember,68111,0331-487441,0331-487564,09/03/2018
6172124,11/11/2011,RS Umum Harapan Bersama Singkawang,RSU,C,"dr. Veridiana, Sp. OG, ACp",Jl. P. Belitung No. 61 Singkawang,Perusahaan,Kota Singkawang,79123,0562-631791,0562-633359,09/03/2018
6105026,30/06/2015,RS Parindu,RSU,C,Drg. Armiyadi,Jl Raya Desa Binjai Kec.Tayan Hulu Kab. Sanggau,Perusahaan,Sanggau,78562,0564-22050,0564-766026,09/03/2018
6472123,12/07/2013,RS Samarinda Medika Citra,RSU,C,"dr. Kukun Masykur Nikmat, MARS",Jl. Kadrie Oening No 85  RT 35 Samarinda 751234,Perusahaan,Kota Samarinda,75124,05417273000,(0541)7272888,09/03/2018
6106021,22/09/2016,RSIA Permata Bunda,RSIA,C,dr. Yenira Fitriani,"Jln. Brigjen Katamso No 7, Sukaharja, Kec. Delta Pawan Ketapang",Perusahaan,Ketapang,78861,0534-3036076,0534-3036076,09/03/2018
1275907,28/01/2015,RS Umum Royal Prima,RSU,B,"dr. Suhartina Darmadi, MKM",Jl Ayahanda No 68A Medan,Perusahaan,Kota Medan,20118,061-88813182,061-80013181,09/03/2018
1275035,26/04/2013,RS Tk. II Putri Hijau Medan,RSU,B,"DR. FARHAAN ABDULLAH, Sp.THT","Jl Putri Hijau No. 17, Medan",TNI AD,Kota Medan,20111,061-4529684,061-4523392,08/03/2018
1275046,08/03/2018,RS Bhayangkara Medan,RSU,B,"dr. A. NYOMAN EDDY P, DFM, SpF.","Jl KH Wahid Hasyim No.1, Medan",POLRI,Kota Medan,20154,061-815990,061-8220812,08/03/2018
1275050,16/09/2013,RS Umum Deli,RSU,C,"dr. Lie King Fuan, M.Kes",Jl Merbabu No.18-20 A Medan,Organisasi Sosial,Kota Medan,20212,061-4565229,061-4552361,08/03/2018
