kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3315013,23/12/2009,RS Umum Daerah Dr. R.Soedjati Soemodiardjo,RSU,B,"Dr. Bambang Pujiyanto, MKes","Jl. D.I Panjaitan 36,Purwodadi - Grobogan 58111",Pemkab,Grobogan,58111,0292-421004,0292-421410,09/10/2018
3320021,09/10/2018,RS Umum Daerah Kelet Provinsi Jawa Tengah,RSU,C,"dr. Widyo Kunto, M.Kes, MRS",Jl. Raya Kelet KM 33 Jepara,Pemprop,Jepara,59454,0291-579002,0291-578161,09/10/2018
3518011,30/01/2018,RS Umum Daerah Nganjuk,RSU,B,"dr. FX Teguh Prartono HU, SpPD","Jl. Dr. Sutomo 62, Nganjuk",Pemkab,Nganjuk,64415,0358-321818,325003,09/10/2018
7471011,15/12/2015,RS Bahteramas Provinsi Sultra,RSU,B,"dr.M.Yusuf Hamra,M.Sc, Sp.PD",Jl. Kapten Piere Tendean No 50 Kec Baruga,Pemprop,Kota Kendari,-,0401-3195611,0401-321432,09/10/2018
7504032,05/08/2017,RS Umum Daerah Toto Kabila,RSU,C,dr. Serly Daud M.Kes,"Jl.Kesehatan no 25,  kec.Tilongkabila, kab.Bone Bolango",Pemkab,Bone Bolango,96183,(0435)-831273,-,09/10/2018
1571067,01/07/2010,RS Umum Mayang Medical Centre,RSU,C,dr. Ezrika Selvy,"Jl. Ir.H. Juanda No.56 Simp III Sipin, Jambi",Swasta/Lainnya,Kota Jambi,36126,0741-671222,0741-61468,09/10/2018
2071048,10/05/2017,RS Ibu dan Anak Mutiara Aini,RSIA,C,dr. Hj. ELVI SUKMA,"Jl. Batu Aji II Blok A No.01, Kel.Buliang, Kec.Batu Aji - Batam",Perusahaan,Kota Batam,29424,778-332002,-,09/10/2018
3216389,31/05/2012,RS Umum Hermina Galaxy,RSU,C,"dr. Irma Suryani, MM",jl. Gardenia Raya Blok BA I No.11 Grand Galaxy City Bekasi,Perusahaan,Kota Bekasi,17147,021-8222525,021-82414130,09/10/2018
1504018,16/04/2014,RS Mitra Medika Batang Hari,RSU,C,dr. Nurul Qosimah Batubara,Jl. Gajah Mada Kel. Teratai Kec. Muara Bulian,Swasta/Lainnya,Batang Hari,36613,0743-21777,0743-23359,09/10/2018
1502015,20/11/2014,RS Raudhah,RSU,C,dr. Bismel Kasri Hanza,Jl Lintas Sumatera Km 1 Bukit Aur Bangko Jambi,Swasta/Lainnya,Merangin,37314,0746-322834,-,09/10/2018
1571165,25/06/2015,RS Umum Erni Medika,RSU,D,dr. Dita Febriana Sari,Jl. Berlin RT 12 No.21 Kel. Talang Bakung,Swasta/Lainnya,Kota Jambi,36136,082380758262,07413081014,09/10/2018
1571168,11/09/2017,RS Mitra,RSU,C,"dr. Nurul Mufti, MARS",Jl. Jenderal Basuki Rahmat No 77,Swasta/Lainnya,Kota Jambi,36128,074-13041377,-,09/10/2018
3601034,09/03/2018,RSIA Permata Ibunda,RSIA,C,"Dr. H. Suradal, Sp. OG",Jl. Stadion Badak No 20 saruni majasari pandeglang,Swasta/Lainnya,Pandeglang,42216,0253-201342,0253-203969,09/10/2018
7371433,31/07/2018,RS Khusus Daerah Gigi dan Mulut Provinsi Sulawesi Selatan,RSK Gigi dan Mulut,C,"drg. Hj. LULIK SRI HANDAYANI, MARS",Jl. Lanto Daeng Pasewang Makassar,Pemprop,Kota Makassar,90131,04118111042,04118111043,09/10/2018
1801017,18/02/2015,RS Umum Daerah Dr H Abdul Moeloek,RSU,B,"dr. Hery Djoko Subandriyo , MKM","Jl. Dr. Rivai 6,Penengahan B.Lampung",Pemprop,Kota Bandar Lampung,35112,0721---703312,703952,08/10/2018
3171757,16/10/2009,RSIA Duren Tiga,RSIA,C,"Prof. dr. Nugroho Kampono, SpOG",Jl. Duren Tiga Raya No.5 Pancoran Jaksel,Swasta/Lainnya,Kota Jakarta Selatan,12780,"021-50806438,-7",021---7901050,08/10/2018
3172724,26/12/2013,RS Umum Haji Jakarta,RSU,B,"Dr. dr. Syarief Hasan Lutfie, Sp. KFR",Jl. Raya Pondok Gede,Perusahaan,Kota Jakarta Timur,13560,021-8000693-95,021-8000702,08/10/2018
3173051,31/12/2013,RS Umum Sint Carolus,RSU,B,"Dr. JB Endrotomo Sumargono, Sp.OT",Jl. Salemba Raya No.41 Jakarta Pusat,Organisasi Katholik,Kota Jakarta Pusat,10440,021-3904441,021-3103226,08/10/2018
3173671,15/08/2018,RS Gigi dan Mulut FKG Univ.Indonesia,RSK Gigi dan Mulut,A,"Dr. Maria Purbiati,drg, Sp.Ort(K)",Jl. Salemba Raya No. 4 Jakpus,BUMN,Kota Jakarta Pusat,021,3923145,-,08/10/2018
