kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1275126,02/03/2012,RS Umum Methodist,RSU,C,"Dr. Hendra Wiria Djuang, MARS","Jl M. H. Thamrin No. 105, Medan",Organisasi Protestan,Kota Medan,20214,(061)-7369000,(061)-7363779,08/03/2018
1275152,08/03/2018,RS Umum Lanu Dr. Abd. Malik,RSU,D,"dr. Alima Sari S, M.Ked(Paru), Sp.P","Jl. Imam Bonjol No.50,Medan",TNI AU,Kota Medan,20157,061-4563166,061-4151130,08/03/2018
1275163,31/01/2014,RS Umum Islam Malahayati,RSU,C,"Dr. MOHAMMAD FAHDHY, Sp.OG, M.Sc",Jl Pangeran Diponegoro No.2-4 Medan,Organisasi Sosial,Kota Medan,20112,(061)-4518766,(061)-4519474,08/03/2018
1275196,06/01/2014,RS Umum Sari Mutiara,RSU,B,"dr. Syaiful Ramadhan, M.Kes","Jl Kapten Muslim 79, Medan",Organisasi Sosial,Kota Medan,20123,061-8451812,0618452134,08/03/2018
1275600,02/01/2015,RS Umum Prima Husada Cipta Medan,RSU,C,"Dr. Ausvin Genuisman Komaini, M.H.Kes","Jl Stasiun No.92, Belawan Medan",Perusahaan,Kota Medan,20411,061-6941906,061-6941927,08/03/2018
1275622,08/03/2018,RS Umum Imelda Pekerja Indonesia,RSU,B,"dr. Hedy Tan, MARS, MOG, SpOG","Jl Bilal No.24 Pulo Brayan Darat I,Medan",Organisasi Sosial,Kota Medan,061- 20239,061--6610072,061--6618457,08/03/2018
1275772,10/05/2017,RS Umum Bandung,RSU,C,dr. Meriahta Sitepu,Jl Mistar No. 39-43,Organisasi Sosial,Kota Medan,20118,0614567993,-,08/03/2018
1275830,18/04/2017,RS Umum Wulan Windy,RSU,D,"dr. Windy Juliandra, Sp.B,FinaCS",Jl. Marelan Raya No. 17 Rengas Pulau - Medan,Perusahaan,Kota Medan,20255,061-6850200,061-6852440,08/03/2018
1275885,00/00/0000,RS Umum Muhammadiyah,RSU,D,"Dr.Ery Suhaymi, SH, MH, M.Ked(Surg), Sp.",Jl Mandala By Pass No.27 Medan,Organisasi Sosial,Kota Medan,20226,7348882,7348822,08/03/2018
5313015,08/02/2017,RS Umum Daerah dr. Ben Mboi Ruteng,RSU,C,"dr.Elisabeth F. Adur,Sp.Pk.M.Kes","Jl. DR.Soetomo No.1 Ruteng, Kab. Manggarai",Pemkab,Manggarai,86511,21389,(0385)21389,08/03/2018
6172011,01/01/2013,RS Umum Daerah Dr. Abdul Aziz Singkawang,RSU,B,"dr. CARLOS DJAAFARA, M.Kes","Jl. Dr Soetomo No. 28, Singkawang",Pemkot,Kota Singkawang,79123,0562-631798,0562-636319,08/03/2018
6171011,22/03/2017,RS Umum Daerah Dr. Soedarso Pontianak,RSU,B,"dr. Yustar Mulyadi, Sp.PD(K)GEH",Jl. dr. Soedarso No.1 Pontianak,Pemprop,Kota Pontianak,78124,0561-737701,0561-736528,08/03/2018
1275898,14/02/2017,RS Khusus Mata Sumatera Eye Hospital,RSK Mata,C,"dr. Dharmayanti, MKes",Jl Iskandar Muda No.278,Perusahaan,Kota Medan,20112,061-4518222,061-4142217,08/03/2018
1275899,22/04/2014,RS Umum Tere Margareth,RSU,C,"dr. Hasahatan Simangunsong, Sp.B",Jl Ring Road Setia Budi Kel. Tj. Sari,ORGANISASI SOSIAL,Kota Medan,20131,061-8226089,061-8226089,08/03/2018
1275909,08/06/2015,RS Umum Madani,RSU,C,"dr. H. Depi Masri, MARS",Jl A. R. Hakim No. 168 Medan,Perusahaan,Kota Medan,20216,061-7345911,061-7347043,08/03/2018
1275913,19/10/2015,RS Umum Universitas Sumatera Utara,RSU,C,"Dr. dr. Syah Mirsya Warli, Sp.U (K)",Jl Dr. T. Mansur No. 66,Kementerian Lain,Kota Medan,20154,061-8218928,061-8218928,08/03/2018
1205046,06/12/2015,RS Umum Daerah Porsea,RSU,C,dr. Juliwan Hutapea,"Jl Raja Sipakko Napitulu, Ds. Parparean, Kec. Porsea, Kab. Toba Samosir",Pemkab,Toba Samosir,22384,0632-41084,0632-41084,07/03/2018
1218125,00/00/0000,RS Umum Daerah Sultan Sulaiman Syariful Alamsyah,RSU,C,dr. Nanda Satria,Kabupaten Serdang Bedagai,Pemkab,Serdang Bedagai,-,061--42100,-,07/03/2018
1213013,31/01/2015,RS Umum Daerah Tanjung Pura,RSU,C,Dr. H. SYOFYAN ARMAYA,Jl Khairil Anwar No.9 Tanjung Pura,Pemkab,Langkat,20853,061-8960093,061-8960093,07/03/2018
