kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3311229,03/06/2017,RS Umum Indriati,RSU,C,"dr. Imelda Tandiyo, FASE, MM",jl Palem Raya langenharjo Sukoharjo,Swasta/Lainnya,Sukoharjo,57552,0271-5722000,0271-5722888,30/08/2018
3172206,00/00/0000,RS Umum Premier Jatinegara,RSU,B,"Dr. Sri Wuryati Handayani, MHA","Jl. Jatinegara Timur No.85-87,Jaktim",Swasta/Lainnya,Kota Jakarta Timur,13310,021-2800888,021-2800755,29/08/2018
3273106,14/01/2012,RS Umum Muhammadiyah,RSU,C,"Dr. Hj.Tety Rahim,Sp.THT-KL,Mkes,MHkes",Jl. K.H. Ahmad Dahlan No.53 Bandung,Organisasi Islam,Kota Bandung,40262,022-7301062,022-7323545,29/08/2018
3374112,04/03/2013,RS Umum Panti Wilasa Citarum,RSU,C,"dr. Yohanes Mada Suprayogi, Sp.PD",Jl. Citarum No 98 Semarang,Organisasi Protestan,Kota Semarang,50121,(024)-3542224,(024)-3542063,29/08/2018
6471062,16/10/2008,RS Bersalin Sayang Ibu Balikpapan,RS Bersalin,B,Dr. Indah Puspitasari.MARS,"Jl. Wain No.33,Kebun Sayur,Balikpapan",Pemkot,Kota Balikpapan,76131,(0542)-422088,(0542)-422088,29/08/2018
8103042,02/02/2018,RS Umum Masohi,RSU,C,"Dr. Hj Ursula Surjastuti, MM.Kes",Jl. Dr. G. A. Siwabessy Masohi,Pemkab,Maluku Tengah,97511,(0914)22568,-,29/08/2018
5171217,21/07/2008,RS Umum Surya Husada Ubung,RSU,C,DR. I GUSTI TADE AJENG TRISNA,Jl. Cokroaminoto No. 356 Denpasar,Organisasi Sosial,Kota Denpasar,80118,0361-425744,0361-430557,29/08/2018
3579003,27/12/2011,RS Bhayangkara Hasta Brata Batu,RSU,D,"drg. Wahyu Ari Prananto, MARS","Jl Kartini No 1 Kel. Ngaglik Kec. Batu, Kota Batu",POLRI,Kota Batu,65311,0341591067,0341597023,29/08/2018
3506062,16/02/2012,RS Umum  Aura Syifa,RSU,C,dr. Beni Cahyo Kuncoro,Jl. Joyoboyo 42 Dsn. Dlopo Desa Karangrejo Kecamatan Ngasem,Perusahaan,Kediri,64182,0354---671939,-,29/08/2018
3208059,22/05/2012,RS Umum Daerah Linggajati Kuningan,RSU,C,"dr. H. ZAENAL ARIFIN, M.HKes",Jl. Bandorasa - Cilimus No.36 Kec.Cilimus  Kab. Kuningan,Pemkab,Kuningan,45556,0232-614884,0232-614885,29/08/2018
1205024,12/01/2017,RS Umum Daerah Dr. Hadrianus Sinaga,RSU,C,"dr. Priska Situmorang, MM",Jl Dr Hadrianus Sinaga No. 86 Pangururan,Pemkab,Samosir,22392,0626-20923,0626-20923,28/08/2018
3273096,13/02/2013,RS Umum Pindad,RSU,C,"Bagus Anindito, dr., Sp.PD.",Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong,Swasta/Lainnya,Kota Bandung,40285,022-7322877,022-7322468,28/08/2018
3273165,26/11/2016,RS Ibu dan Anak Limijati,RSIA,B,"Dr. Suganda T,Sp.A (K)",Jl. LLRE. Martadinata No. 39 Kota Bandung,Perusahaan,Kota Bandung,022,4207770,4260956,28/08/2018
3319010,04/03/2013,RS Umum Daerah dr. Loekmono Hadi,RSU,B,"dr. ABDUL AZIZ ACHYAR, M. Kes","Jl. Dr. Lukmonohadi No.19,Kudus",Pemkab,Kudus,59348,0291-444001,0291-438195,28/08/2018
3604013,31/12/2013,RS Umum Daerah dr. Drajat Prawiranegara,RSU,B,"dr.H.Agus Gusmara A.,DHSM.,M.Kes",Jl. Rumah Sakit No. 1 Serang,Pemkab,Kota Serang,42112,200528,200787,28/08/2018
6471014,15/01/2017,RS Umum Daerah Dr. Kanujoso Djatiwibowo,RSU,B,"dr. Edy Iskandar, Sp.PD, FINASIM., MARS",Jl. M.T. Haryono Ring Road Balikpapan No.656,Pemprop,Kota Balikpapan,76126,0542-873837,0542-873836,28/08/2018
9201011,16/03/2016,RS Mitra Masyarakat Timika,RSU,C,dr. Julcharnaeni Jahyani Malonda,Jl. Charitas No. 1 PO BOX 235 Timika,Organisasi Sosial,Mimika,99914,0901-3266294,0901-3264479,28/08/2018
1804012,13/03/2012,RS Umum Aka Medika Sribhawono,RSU,C,drg. Wahyu Prabowo,"Jl. Ir. Sutami Km.1 Sribhawono, Lampung Timur",Perorangan,Lampung Timur,34389,0725---6620077,0725---6620650,28/08/2018
3671203,28/02/2012,RS Awal Bros,RSU,B,"dr. Elizabeth, MHKes",Jl.MH.Thamrin No.3 Cikokol Kota Tangerang,Perusahaan,Kota Tangerang,15117,(021)55758888,(021)55781520,28/08/2018
