kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
5272005,19/07/2018,RSUD Kota Bima,RSU,D,-,Jl. Datuk Dibanta Kel. Jatiwangi Kec. Asakota,Pemkot,Kota Bima,-,081339818111,-,00/00/0000
6411001,19/07/2018,RS Gerbang Sehat Mahulu,RSU,D Pratama,-,Ujoh Bilang Kec. Long Bagun Kab. Mahakam Ulu,Pemkab,Mahakam Hulu,-,081254117892,-,00/00/0000
6411002,19/07/2018,RS Nawacita Datah Dave,RSU,D Pratama,-,Long Lunuk Datah Dawai Kec. Long Pahangai Kab. Mahakam Ulu,Pemkab,Mahakam Hulu,-,081254117892,-,00/00/0000
3526031,26/07/2018,RS Ibu Dan Anak Hikmah Sawi,RSIA,Belum ditetapkan,-,Jl. KH. Moh. Toha No. 1A Bangkalan,Perorangan,Bangkalan,-,081939111788,-,00/00/0000
6308014,25/07/2018,RS Mulia Amuntai,RSU,D,-,Jl. Norman Umar RT. 07 Kelurahan Kebun Sari,Swasta/Lainnya,Hulu Sungai Utara,-,08115018403,-,00/00/0000
1212184,30/07/2018,RS Jiwa Bina Karsa Tuntungan,RS Jiwa,C,-,Jl. Besar Tuntungan No. 142G Desa Tuntungan I Kec. Pancur Batu,Swasta/Lainnya,Deli Serdang,-,08-1375982811,-,00/00/0000
3507116,03/10/2018,RSU Salsabila Husada,RSU,D,-,Jl. Raya Jatikerto No. 305,Perusahaan,Malang,-,0341397333,-,00/00/0000
3512039,16/08/2018,RS Ibu dan Anak Jatimed,RSIA,C,-,Jl. Panglima Sudirman No. 5 Besuki Situbondo,Swasta/Lainnya,Situbondo,-,081333791095,-,00/00/0000
3528029,27/08/2018,RSU Kusuma Hospital,RSU,D,-,Jl. Bonorogo No. 3 Pamekasan,Swasta/Lainnya,Pamekasan,-,0324-3510248,-,00/00/0000
3172771,27/08/2018,RSUD CIPAYUNG,RSU,D,-,JALAN MINI III RT 04 RW 03 BAMBU APUS CIPAYUNG,Pemprop,Kota Jakarta Timur,-,02185506588,-,00/00/0000
3174530,23/10/2018,RS Khusus Ibu dan Anak Aries,RSIA,C,-,Jl. Tanah Sereal VII No. 9 Kelurahan Tanah Sereal Kecamatan Tambora Jakarta Bara,Swasta/Lainnya,Kota Jakarta Barat,-,0216496524,-,00/00/0000
1207071,16/11/2018,Rumah Sakit Harapan Bunda,RSU,D,-,Jl Gatot Subroto No 20 Rantau Parapat Kec Rantau Utara,Perusahaan,Labuhan Batu,-,0624-24455,-,00/00/0000
3216446,19/11/2018,RSIA AISYAH QURRATAAIN,RSIA,C,-,JL KAMPUNG RAWA KALONG RT001 RW021 SETIA MEKAR TAMBUN SELATAN,Perusahaan,Bekasi,-,082311286061,-,00/00/0000
3173712,22/11/2018,RSU YARSI,RSU,B,-,Jalan Letjen Suprapto Kelurahan Cempaka Putih Timur Kecamatan Cempaka Putih Jaka,Perusahaan,Kota Jakarta Pusat,-,80618618,-,00/00/0000
1603087,29/10/2018,RUMAH SAKIT UMUM DAERAH SEMENDE DARAT LAUT,RSU,D,-,JL. LINGKAR DESA MUARA DUA KECAMATAN SEMENDE DARAT LAUT,Pemkab,Muara Enim,-,082278257767,-,00/00/0000
1603088,29/10/2018,RUMAH SAKIT UMUM DAERAH LUBAI ULU,RSU,D,-,JALAN RAYA PRABUMULIH-BATU RAJA DESA KARANG AGUNG KECAMATAN LUBAI ULU,Pemkab,Muara Enim,-,082282388575,-,00/00/0000
1603089,29/10/2018,RUMAH SAKIT UMUM DAERAH GELUMBANG,RSU,D,-,JL. LINGKAR GELUMBANG KELURAHAN GELUMBANG KECAMATAN GELUMBANG,Pemkab,Muara Enim,-,085366788788,-,00/00/0000
7203018,07/11/2018,RUMAH SAKIT UMUM PRATAMA PAKU,RSU,D Pratama,-,DESA LAKOMBULO KEC. BUNGKU SELATAN KAB. MOROWALI,Pemkab,Morowali,-,085242336831,-,00/00/0000
6271029,03/12/2018,RUMAH SAKIT PERMATA HATI PALANGKA RAYA,RSU,C,-,Jl. Beliang  NO 21 RT 001 RW 022 Kecamatan Jekan Raya Kota Palangka Raya,Swasta/Lainnya,Kota Palangka Raya,-,05364268222,-,00/00/0000
