kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3404187,19/04/2012,RS Khusus Ibu Anak Sadewa,RSIA,Belum ditetapkan,drg. Wiwik Lestari,Babarsari TB 16/13-B Caturnunggal Depok Sleman,Perusahaan,Sleman,55281,0274-489118,0274-485903,23/11/2017
3277019,23/06/2015,RS Umum Avisena,RSU,D,dr. Antiono Hajji Ishak,Jl. Melong 170 Kelurahan. Melong Kecamatan. Cimahi Selatan,Perusahaan,Kota Cimahi,40534,(022)-6062582,(022)-6000830,23/11/2017
3513027,09/01/2015,RS Rizani Husada,RSU,C,"Dr. H. Haryadi Santosa, MM",Jl. Raya Surabaya - Situbondo KM 135 desa Sumberejo Kec. Paiton Kab. Probolinggo,Perusahaan,Probolinggo,67282,(0335)-773444,(0335)-773444,23/11/2017
3172758,09/10/2014,RS Umum Columbia Asia-Pulomas,RSU,C,"dr. Himawan Prasetyo, MKes",Jl. Kayu Putih Raya No. 1,Perusahaan,Kota Jakarta Timur,13210,021-29459999,-,22/11/2017
3175414,23/07/2015,RS Umum Daerah Cilincing,RSU,D,"dr. Netty Siahaan, M.K.M","Jl. Madya Kebantenan Nomor 4, Semper Timur, Cilincing",Pemprop,-,14130,0214412889,0214412889,22/11/2017
1218013,13/07/2010,RS Umum Trianda,RSU,D,dr.MARISKA ANGGA DEWI SITEPU,"Jl Medan - Tebing Tinggi Km.42,5 No.752B Desa Pasar Bengkel, Kecamatan Perbaunga",Organisasi Sosial,Serdang Bedagai,20986,(061)-7990597,(061)-7990597,21/11/2017
1218026,23/01/2015,RS Umum Pabatu PTPN IV,RSU,C,"dr.Sulhani Nurul Aini, M.Kes",Desa Kedai Damar Kec.Tebing tinggi Kab.serdang bedagai,BUMN,Serdang Bedagai,20651,0621-23781,-,21/11/2017
3215045,15/02/2013,RS Umum Dewi Sri,RSU,C,"dr. Inas Susanti,MARS,SpPA",Jl. Arif Rahman Hakim No. 1 A Karawang,Organisasi Sosial,Karawang,41312,(0267)-402855,(0267)-404010,20/11/2017
1218158,26/04/2010,RS Grandmed,RSU,B,"dr. Arif Sujatmiko, MKes",Jl Medan km. 25 no. 66 Lubuk Pakam,Organisasi Sosial,Deli Serdang,20514,(061)-7955114,(061)-7950114,17/11/2017
1212067,27/01/2012,RS Umum Hidayah,RSU,D,dr. Mohamad Riza M.Kes,"Jl Medan Deli Tua Km. 8,5 No. 55",Organisasi Sosial,Deli Serdang,20355,061-7032253,061-7033149,17/11/2017
1212178,05/08/2014,RS Umum Theotokos,RSU,D,"dr. Rahmat Suhita Wahyu, Sp.PD",Jl Besar Namorambe No.10-15,Organisasi Katholik,Deli Serdang,20355,061-7032854,061-7032806,17/11/2017
1212180,31/03/2016,RSU Grand Medica,RSU,C,"dr. Margan RP Sibarani, M.Kes",Jl Snakma No. 9 Tanjung Anom Kec. Pancur Batu,Swasta/Lainnya,Deli Serdang,20353,081263189458,-,17/11/2017
1213035,05/07/2017,RS Umum Pertamina Pangkalan Brandan,RSU,C,"dr. Neny Herawati, MKKK",Jl Wahidin No 1 Pangkalan Brandan,BUMN,Langkat,20857,0620-322612,0620-323392,16/11/2017
3517043,00/00/0000,RS Ibu dan Anak Muslimat Jombang,RSIA,C,"dr. H. Suparmin, Sp.OG., Msi.",Jl. Urip Sumohardjo No 34 Jombang,Swasta/Lainnya,Jombang,61417,0321-872200,0321-854991,16/11/2017
3506047,00/00/0000,RS Umum Muhammadiyah Surya Melati,RSU,D,drg. MILLATUL AISYAH ARDHANI,"Jl. Raya Ngadiluwih - Wates km. 10, Ds. Ngletih, Kec. Kandat, Kab, Kediri",Swasta/Lainnya,Kediri,64173,(0354)-441748,(0354)-443155,16/11/2017
1213060,20/09/2017,RS Umum Bersama,RSU,D,Dr. Chandra wijaya,Jalan Secanggang Pasar XII,Swasta/Lainnya,Langkat,-,0852968469,-,16/11/2017
3213049,08/11/2017,Rumah Sakit Bersalin Grha Mutiara,RS Bersalin,C,dr.Hj.Siti Meliani,"Jl. Brigjen Katamso no. 4 Subang  41212 ,Kp. Sukawening RT. 62,  RW. 20, Kelurah",Perusahaan,Subang,41212,081222779104,0260-414969,16/11/2017
1277026,28/03/2013,RS Umum Inanta,RSU,D,dr. Nuriana Aswita,"Jl. Sisingamangaraja No.85-87, Padang Sidempuan Sumatera Utara",Organisasi Sosial,Kota Padang Sidempuan,22723,0634-21451,0634-22541,15/11/2017
3674009,10/04/2012,RS Aria Sentra Medika,RSU,C,dr. Yenny Very Handayani,Jl. Aria Putra No. 9,Swasta/Lainnya,Kota Tangerang Selatan,15415,021-7499199,021-7495864,15/11/2017
