kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3277018,08/07/2010,RS Umum Mitra Anugrah Lestari,RSU,C,dr. Zakaria Ansyori,"Jl. Cibaligo No.76, Kel. Cigugur Tengah Kec. Cimahi Tengah",Organisasi Sosial,Kota Cimahi,40522,(022)-6027204,(022)-6027259,06/11/2013
3275263,00/00/0000,RS Umum Citra Harapan,RSU,C,dr.SUHANTO KASMALI,"Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan",Swasta/Lainnya,Kota Bekasi,17131,88870606,88975555,01/10/2013
3275403,05/07/2013,RS Ibu dan Anak Rinova Intan,RSIA,Belum ditetapkan,Dr. Marintan Sere Yoshepine Siahaan,Jl. Raya Seroja No. 101 Harapan Jaya,Perusahaan,Kota Bekasi,17124,021-8849401,021-8848739,01/10/2013
3523041,00/00/0000,RS Medika Mulia Tuban,RSU,C,dr. HERRY WIDIJANTO,Jl. Mojopahit 699 Tuban,Organisasi Sosial,Tuban,62315,(0356)-324618,(0356)-322666,25/09/2013
3573044,00/00/0000,RS Umum Panti Nirmala,RSU,B,"Dr. Lilik Marliana, MM","Jl. Kebalen Wetan N0.2-8 Kedung Kandang, Kota Malang",Swasta/Lainnya,Kota Malang,65134,362459,327930,30/07/2013
3603034,00/00/0000,RS Ibu dan Anak Lestari,RSIA,Belum ditetapkan,"Dr. Maya H.Effendi,MARS",Jl. Cirendeu Indah III/37 Ciputat Tangerang,Swasta/Lainnya,Kota Tangerang Selatan,021,7401505,7409969,12/07/2013
3306108,25/06/2013,RS Ibu dan Anak Kasih Ibu Purworejo,RSIA,D,"dr.A.Yatiman,SpOG",Jln.Mayjend Sutoyo No.19,Organisasi Sosial,Purworejo,54114,0275321253,-,09/07/2013
1275894,03/06/2013,RS Umum Mitra Persada Medan,RSU,Belum ditetapkan,"Lea Rosa Sembiring, S.ST, M.Kes",Jl Letjend Jamin Ginting Km. 9.8 No. 166 Medan,Organisasi Sosial,Kota Medan,20141,(061)-8368504,-,05/06/2013
1275891,22/05/2013,RS Umum Mandiri,RSU,Belum ditetapkan,"dr. Nandang Rusmana Mas,Ud",Jl. Cendana No. 2,BUMN,Kota Medan,20234,061-77239274,-,31/05/2013
1275804,00/00/0000,RS Ibu dan Anak Badrul Aini,RSIA,C,"Dr. H. M Ihsan, SpAn (K) KMN",Jl Bromo Gg.Sukri No.18 Medan,Perusahaan,Kota Medan,20216,061-7364315,061-7352381,22/05/2013
3471256,00/00/0000,RS Khusus Ibu dan Anak Bhakti Ibu,RS Bersalin,Belum ditetapkan,dr. Sarwoko,Jl. Golo No.20 Yogyakarta,Organisasi Sosial,Kota Yogyakarta,-,-,-,02/05/2013
3471314,00/00/0000,RSK THT Prof R Oepomo,RSK THT,Belum ditetapkan,Dr. Wahyu Danawa,Jl. Suryomentaraman 298 A Yogya,Organisasi Sosial,Kota Yogyakarta,-,-,-,02/05/2013
3173543,00/00/0000,RS Umum Abdi Waluyo,RSU,Belum ditetapkan,"Dr. Sutrisno, Sp PD.JP",Jl. Hos Cokroaminoto 31-33 Jakarta Pusat,Organisasi Sosial,Kota Jakarta Pusat,-,021-3144989,021-31930866,22/04/2013
3507102,00/00/0000,RS dr. M. Munir,RSU,D,"Dr. Budi Saptono, Sp.PD","Jl. Dr. M. Munir No.18 Lanud Abd. Saleh, Desa Saptorenggo Kec. Pakis Kab, Malang",TNI AU,Malang,65154,0341--792273,0341-792273,22/04/2013
3517091,21/03/2013,RS Umum Moedjito Dwidjosiswojo,RSU,D,-,Jl. Hayam Wuruk No. 9,Perusahaan,Jombang,61411,0321-864308,0321877276,20/04/2013
3172702,00/00/0000,RS Umum Dharma Nugraha,RSU,Belum ditetapkan,"Dr. H. Bambang Noegroho,SpPK",Jl. Balai Pustaka Baru 19 Rawamangun,Swasta/Lainnya,Jakarta Timur,13220,021-4707433,021-4707428,19/04/2013
1171132,00/00/0000,RS Umum Permata Hati,RSU,C,"Dr. H. Marzuki,SH,MM,M.Kes","Jl. Sultan Iskandar Muda No.217,Banda Aceh",Organisasi Sosial,Kota Banda Aceh,-,0651-7428872,-,13/04/2013
3214036,03/01/2013,RS Ibu dan Anak Dian,RSIA,C,"TOMMY ALAMSYAH, dr, Sp.OG, M.Kes",Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta,Perusahaan,Purwakarta,41162,0264-270219,-,13/04/2013
3216400,25/02/2013,RS Umum Kasih Insani Setu,RSU,C,dr. Mohamad Natsir,Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu,Perusahaan,Bekasi,17530,021-82611565,-,13/04/2013
