kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1805049,27/07/2015,RS Ibu Anak Puti Bungsu,RSIA,C,dr. Puteri Rahimi Halim,Jalan S. Parman No 02 Bandar Jaya Timur,Swasta/Lainnya,Lampung Tengah,34162,0725-25065,0725-25432,12/10/2018
3172761,23/07/2015,RS Umum Daerah Kramat Jati,RSU,D,"dr. Purbo Antarsih,M.Kes,MARS",Jln. Raya Inpres No. 48,Pemprop,Kota Jakarta Timur,13540,87791352,87793604,12/10/2018
3671218,14/08/2018,RS Ibu dan Anak PKU Muhammadiyah Cipondoh,RSIA,C,"dr. Andi Rahmat Saleh, MM",Jln Maulana Hasanudin no 63 kel Cipondoh.Kec Cipondoh Kota tangerang,Organisasi Islam,Kota Tangerang,15148,021-55775013,-,12/10/2018
6303033,31/12/2016,RS Umum Ciputra Mitra Hospital,RSU,B,"dr. Irwan S. Hermawan, MM","Jl A. Yani Km 7,8 Komplek Perumahan Citra Land Banjarmasin Kalimantan Selatan",Perusahaan,Banjar,70654,0511-6743999,0511-6743900,12/10/2018
5304015,29/12/2017,RS Umum Muder Ignacia,RSU,Belum ditetapkan,"dr. ERWIN LEO, M. Kes",Jalan Muder Ignacia No. 38 Kelurahan Nunumeu Kecamatan Kota Soe,Organisasi Sosial,Timor Tengah Selatan,85516,08113838107,-,12/10/2018
3603191,23/02/2018,RS Umum Daerah Pakuhaji,RSU,D,dr. Hj. Corah Usman,Jl. KH. Sa'adullah No. 88 Kelurahan Pakuhaji Kabupaten Tangerang,Pemkab,Tangerang,15570,02159378771,-,12/10/2018
6111002,27/04/2018,RS Umum Daerah Sultan Muhammad Jamaludin I,RSU,D,"dr. Maria Fransisca A. Sch, MARS","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mu",Pemkab,Kayong Utara,78852,08125650630,-,12/10/2018
1101015,08/06/2015,RS Umum Daerah Simeulue,RSU,C,drg. FARHAN,Jl. Teuku Raja Mahmud Desa Amiria Bahagia Kecamatan Simeulue Timur,Pemkab,Simeulue,23891,(0650)-8001070,(0650)-8001070,11/10/2018
1275841,07/01/2015,RS Umum Estomihi,RSU,C,dr. Surya Dharma H,"Jl. Sisinga Mangaraja 235,Medan",Perusahaan,Kota Medan,20217,061-7861771,061-7866660,11/10/2018
1708010,23/08/2011,RS Umum Daerah Kepahiang,RSU,C,Plt. dr. Febi Nur Sanda,Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang,Pemkab,Kepahiang,39172,0732-391425,0732-391144,11/10/2018
3173634,06/10/2015,RS Khusus Bedah Bina Estetika,RSK Bedah,Belum ditetapkan,"drg. Desak Gede Christina Diah Asita KD,","Jl. Teuku Cik Ditiro, No. 41, Menteng, Jakarta Pusat, 10310",Organisasi Sosial,Kota Jakarta Pusat,10310,021-3909393,021-3155258,11/10/2018
3275207,00/00/0000,RS Umum Graha Juanda,RSU,C,"Dr. YULI RESTIYANTI, MARS","Jl. IR. H. Juanda No. 326, Bekasi Timur",Swasta/Lainnya,Kota Bekasi,17111,021-8811832,021-88346880,11/10/2018
3273201,11/12/2015,RS Paru Dr. H. A. Rotinsulu,RSTP,A,"dr. Edi Sampurno, Sp.P, MM",Jl. Bukit Jarian No. 40 Bandung,Kemkes,Kota Bandung,40141,022-2034446,022-2031427,11/10/2018
6109012,14/03/2017,RS Umum Daerah Kabupaten Sekadau,RSU,C,"dr. I Ketut Widhiartha. M.Kes,Sp.OG",Jl. Merdeka Timur KM. 06 Ds. Mungguk Kec. Sekadau Hilir Kab. Sekadau,Pemkab,Sekadau,79582,0564-41186,0564-41157,11/10/2018
9271056,31/03/2015,RS Dian Harapan,RSU,C,dr. Ance M. Situmorang,Jl. Teruna Bakti Waena Jayapura,Organisasi Sosial,Jayapura,99358,0967---572325,0967---573362,11/10/2018
1704028,06/03/2010,RS Umum Daerah Kaur,RSU,C,dr. Ahmad Mufti Herdiawansyah,Desa Cahaya Batin Kec. Semidang Gumay Kab. Kaur,Pemkab,Kaur,38561,-,-,11/10/2018
7316026,13/03/2014,RS Umum Hj. Puang Sabbe,RSU,D Pratama,dr. Johan,Jl.H.Andi Liu No.1 Cakke Kec. Anggeraja,Pemkab,Enrekang,91752,085398456071,-,11/10/2018
7315016,28/12/2012,RS Umum Aisyiyah St. Khadijah,RSU,D,"dr. SYAMSIR USMAN, MARS",JL.A.ABDULLAH N0.1 - 3 PINRANG,Organisasi Sosial,Pinrang,91211,0421-921406,-,11/10/2018
1611042,30/06/2011,RS Umum Daerah Kabupaten Empat Lawang,RSU,D,dr. Devy Andrianty,Jl. Noerdin Pandji Km 5 Kel. Tanjung Kupang Kec. Tebing Tinggi Kab.empat Lawang,Pemkab,Empat Lawang,31453,-,-,11/10/2018
