kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3674020,14/06/2019,Mitra Keluarga Bintaro,RSU,C,-,Jl. Raya Bintaro Utama Sektor III A,Swasta/Lainnya,Kota Tangerang Selatan,-,021-27659777,-,00/00/0000
1905026,17/05/2019,RS Pratama Payung Bangka Selatan,RSU,D Pratama,-,Jl. Angkep Seruk Desa Payung Kec. Payung,Pemkab,Bangka Selatan,-,"081929581678,-0",-,00/00/0000
1371182,00/00/0000,RS Bersalin Sari,RS Bersalin,Belum ditetapkan,Dr. Moch Ichsan,"Jl. Belakang Olo No.49,Padang",Organisasi Sosial,Kota Padang,-,-,-,00/00/0000
5108080,29/04/2019,RS BALIMED BULELENG,RSU,C,-,Jalan Gunung Lempuyang No 9 X Banjar Tegal,Perusahaan,Buleleng,-,0362-3307788,-,00/00/0000
5317002,18/04/2019,RUMAH SAKIT UMUM DAERAH PRATAMA REDA BOLO,RSU,D Pratama,-,"JL. WELONDA, Desa Watu Kawula, Kecamatan Kota Tambolaka, Kab. Sumba Barat Daya,",Pemkab,Sumba Barat Daya,-,081218493850,-,00/00/0000
3208064,16/04/2019,RSU Aria Kamuning,RSU,D,-,jl raya cihideunggirang dusun manis rt 001 rw 002 desa cihideunggigarng kecamata,Swasta/Lainnya,Kuningan,-,(0232)8911881,-,00/00/0000
9235002,10/04/2019,Rumah Sakit Umum Daerah Kabupaten Intan Jaya,RSU,D,-,"Jln. Kali Wabu Wandoga, Yokatapa, Distrik Sugapa, Kabupaten Intan Jaya",Pemkab,Intan Jaya,-,082225522241,-,00/00/0000
6372019,19/06/2019,RUMAH SAKIT UMUM ALMANSYUR MEDIKA BANJARBARU,RSU,C,-,JALAN AHMAD YANI KM 36 KELURAHAN SUNGAI ULIN KECAMATAN BANJARBARU UTARA,Swasta/Lainnya,Kota Banjar baru,-,05114774982,-,00/00/0000
3171216,00/00/0000,RS Bersalin Panti Nugeraha,RS Bersalin,Belum ditetapkan,Dr. Linda Lukitari,"Jl. Senayan 26 Kby.Baru,Jaksel",Organisasi Sosial,Jakarta Selatan,021,7221171,7223939,00/00/0000
3171610,00/00/0000,RS Umum Harapan Kartini,RSU,Belum ditetapkan,Dr. Oetomo Atmosoedirdjo,"Jl. Ampera Raya No.1,Jaksel",Organisasi Sosial,Jakarta Selatan,021,7804381,-,00/00/0000
3171676,00/00/0000,RS Umum Indah Medika,RSU,Belum ditetapkan,"Dr. H A Harly Soeradi ,SKM","Jl. Tebet Raya No. 4-6,Jaksel",Organisasi Sosial,Jakarta Selatan,021,8309243,-,00/00/0000
3173244,00/00/0000,RS Khusus Bedah Kramat Lima,RSK Bedah,Belum ditetapkan,Dr. Sri Hartati Sutowo,Jl. Kramat V No. 6 Jakpus,Organisasi Sosial,Kota Jakarta Pusat,021,3909891,-,00/00/0000
3173372,00/00/0000,RS Bersalin Angkasa,RS Bersalin,Belum ditetapkan,Dr. Ny.D.Noegroho,Jl. Budikemuliaan 12 Jakpus,TNI AU,Kota Jakarta Pusat,021,348302,-,00/00/0000
3173510,00/00/0000,RS Khusus THT Bedah P.Raharja,RSK THT,Belum ditetapkan,Dr. Benita Deselina,Jl. Sawo No. 58-60 Jakpus,Organisasi Sosial,Kota Jakarta Pusat,021,3226152,3192650,00/00/0000
3174395,00/00/0000,RS Umum Al-Kamal,RSU,Belum ditetapkan,"Dr. Retty Soeryo S,MARS.",Jl. Raya Al Kamal Kebon Jeruk Jakbar,Organisasi Sosial,Jakarta Barat,021,5802883,5819082,00/00/0000
1302015,03/12/2018,RUMAH SAKIT KHUSUS IBU DAN ANAK PERMATA HATI,RSIA,C,-,"JL. RAWANG PAINAN UTARA, NAGARI PAINAN KEC. IV JURAI",Swasta/Lainnya,Pesisir Selatan,-,0756-22158-/-08,-,00/00/0000
2171064,04/12/2018,RS Santa Elisabeth Sei Lekop,RSU,D,-,"Jl. Sei Binti, Kav. Sungai Lekop, Kel. Sungai Lekop RT01/RW13, Kec. Sagulung",Perusahaan,Kota Batam,-,0778-3850332,-,00/00/0000
9226002,25/05/2018,RS Umum Daerah Rumah Rodo Fabo,RSU,D Pratama,-,"Jl. HKBP Roberth Suweni No.1, Batu Zaman, Ware",Pemkab,Waropen,-,-,-,00/00/0000
1208068,06/12/2018,Seger Waras,RSU,D,-,Jalinsum Aek Ledong Dusun III Desa Ledong Barat Kec. Aek Ledong,Perorangan,Asahan,-,082364007540,-,00/00/0000
