kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
6110015,02/09/2014,RS Umum Kasih Bunda Jaya Nanga Pinoh,RSU,D,"Dr. HENDERA TANUJAYA TAN, Sp.OG",Jl. Juang KM 2 Desa Tanjung Niaga Kecamatan Nanga Pinoh,Perusahaan,Melawi,78672,"0568-22885,-Fax",-,14/08/2018
3604047,04/11/2014,RS Kurnia Serang,RSU,C,"dr. Wahyu Hapsari, MARS",Jl. Raya Cilegon KM 8 Kramatwatu,Swasta/Lainnya,Serang,42161,0254-232648,0254-8235050,14/08/2018
3573257,22/12/2014,RSU Persada Hospital,RSU,B,"dr. KUSHANDAYANI, MMRS",Jl. Panji Suroso Araya Bussiness Center Kav. II-IV Kota Malang,Swasta/Lainnya,Kota Malang,65126,0341-2996333,0341-2993773,14/08/2018
1807017,29/04/2015,RS Umum Bunda,RSU,C,dr. MELIZA AGUSTI ARTHA,JL TANJUNG SARI NO 481 KEL TIUH BALAK PASAR,Swasta/Lainnya,Way Kanan,34761,07234760022,07234760022,14/08/2018
7308058,16/03/2016,RS Hapsah,RSU,C,"dr. Andi Melda Sakkirang, Sp.KK.,M.Kes","JL. Urip Sumoharjo No 10, Kelurahan Mattirowalie, Kecamatan Tanete Riattang Bara",Swasta/Lainnya,Bone,92371,0481-2-911-811,048122854,14/08/2018
3322073,19/02/2016,RS Umum Kusuma Ungaran,RSU,D,dr.Sulthoni.M.Kes,JL. LETJEN SUPRAPTO NO 62 UNGARAN,Perusahaan,Semarang,53112,024-76917919,024-76917919,14/08/2018
7326002,21/12/2016,RS Umum Daerah Pongtiku,RSU,D,"dr. Remen Taula'bi, M.Kes",Mapaken Tallunglipu Kecamatan Tallunglipu Kab. Toraja Utara,Pemkab,Toraja Utara,91832,0423-2810572,0423-2810475,14/08/2018
1804013,28/12/2016,RS Ibu dan Anak Mawar,RSIA,C,"dr. Sri Roslyana,Sp.OG","Jalan Lintas Timur Plangkawati 1, Desa Labuhan Ratu VII kec. Labuhan Ratu kab. L",Swasta/Lainnya,Lampung Timur,34375,082380651111,-,14/08/2018
1502019,14/08/2018,RS Merangin Medical Centre,RSU,D,dr. Witri Dianavita,Jl. Lintas Sumatera KM. 03 Lingkungan Mensawang Kel. Dusun Bangko,Swasta/Lainnya,Merangin,37313,0823-5452-8191,-,14/08/2018
1111018,26/01/2018,RS Umum PMI Cabang Aceh Utara,RSU,C,dr. Irawati usman,Jl. Samudera Kp. Jawa Lama,Organisasi Sosial,Kota Lhokseumawe,24351,0645-43012,0645-43012,13/08/2018
1871176,23/09/1991,RS Jiwa Bandar Lampung,RS Jiwa,B,dr. Ansyori,Jl. Raya Gd.Tataan KM 13 Bandar Lampung,Pemprop,Kota Bandar Lampung,35001,0721-271170,0721-271171,13/08/2018
3302213,07/08/2018,RS Umum Wiradadi Husada,RSU,C,"dr. Dedi Adnan Fauzi, MM","Jl. Menteri Supeno No. 25, Sokaraja-Banyumas",Organisasi Sosial,Banyumas,53181,(0281)6846225,(0281)6846371,13/08/2018
3306012,31/01/2000,RS Umum Daerah Dr. Tjitrowardojo Purworejo,RSU,B,"drg. Nancy Megawati Hadisusilo, MM",Jl. Jen Sudirman No.60 Purworejo,Pemkab,Purworejo,54114,0275-322448,0275-325652,13/08/2018
3374021,23/12/2009,RS Umum St. Elisabeth Semarang,RSU,B,"dr. E. Nindyawan W. A, Sp. B. FINACS, M.","Jl. Kawi No.1,Semarang",Organisasi Katholik,Kota Semarang,50231,024-8310076,024-8413373,13/08/2018
3374284,13/08/2018,RS Ibu dan Anak Bunda Semarang,RSIA,C,"Dr. Hartanto, M.Med,Sc",Jl. Brigjen Katamso No. 8,Organisasi Sosial,Kota Semarang,50125,024-8413060,024-8416037,13/08/2018
3471041,23/08/2013,RS PKU Muhammadiyah Yogyakarta,RSU,B,dr. H. Mohammad Komarudin.Sp.A,Jl K.H. Ahmad Dahlan No. 20 Ngupasan Gondomanan Yogyakarta,Organisasi Islam,Kota Yogyakarta,55122,0274-512653,0274-566129,13/08/2018
3519023,27/07/1996,RS Umum Daerah Caruban,RSU,C,"dr. Djoko Santoso, MM",Jl. A. Yani KM 2 Caruban Madiun,Pemkab,Madiun,63153,0351-383956,0351-387184,13/08/2018
3578571,03/02/2013,RS Umum Daerah dr. Mohamad Soewandhie,RSU,B,"drg. Febria Rachmanita,MA",Jl. Tambakrejo No. 45-47 Surabaya,Pemkot,Kota Surabaya,60142,(031)-3717141,(031)-3713651,13/08/2018
6105015,31/08/2011,RS Umum Daerah M. Th. Djaman Sanggau,RSU,C,"dr. Edy Suprabowo, MKM.",Jl. Jend Sudirman Sanggau,Pemkab,Sanggau,78512,0564-21070,0564-22959,13/08/2018
