kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
9105004,08/10/2018,RS Pratama Warmare,RSU,D,-,Jl. Raya Poros Prafi,Pemkab,Manokwari,-,085254743356,-,00/00/0000
5171221,19/02/2019,RUMAH SAKIT KHUSUS MATA RAMATA,RSK,C,-,Jalan Gatot Subroto Barat No 429,Perusahaan,Kota Denpasar,-,0361-9069009,-,00/00/0000
8271058,11/03/2019,RS BHAYANGKARA TK IV TERNATE,RSU,D,-,Jalan hasan esa no 1  takoma kec ternate tengah,POLRI,Kota Ternate,-,09213121792,-,00/00/0000
3471293,00/00/0000,RSK THT Sari Asih,RSK THT,Belum ditetapkan,Dr. Soewito,Jl. Tirtodipuran No. 38 Yogya,Organisasi Sosial,Yogyakarta,0274,387664,387663,00/00/0000
1674005,16/10/2018,RS Ibu dan Anak Dwi Sari,RSIA,C,-,Jl. Yos Sudarso No. 2 RT. 3 Kel. Watervang Kec. Lubuklinggau Timur I  Kota Lubuk,Perorangan,Kota Lubuk Linggau,-,7329688,-,00/00/0000
3204133,09/10/2018,RS Unggul Karsa Medika,RSU,C,-,"Jl. Taman Kopo Indah Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupa",Perusahaan,Bandung,-,02286011220,-,00/00/0000
3208063,05/04/2019,RSU MITRA HUSADA,RSU,D,-,Jl Raya Siliwangi No 151 Ciawigebang Kab Kuningan Provinsi Jawa Barat,Perorangan,Kuningan,-,0232878560,-,00/00/0000
1671349,04/04/2019,Rumah Sakit Umum Daerah Gandus Palembang,RSU,D,-,Jl.Sofyan Kenawas Gandus Palembang,Pemkot,Kota Palembang,-,08127823404,-,00/00/0000
7103039,18/02/2019,Rumah Sakit Umum Liung Paduli,RSU,D Pratama,-,Kampung Naha Kecamatan Tabukan Utara,Pemkab,Kepulauan Sangihe,-,085394992686,-,00/00/0000
1224002,21/02/2019,Rumah Sakit Pratama Kabupaten Nias Utara,RSU,D Pratama,"dr.WARISMAN LAHAGU,M.Kes","Jalan Lotu - Sawo Km.3, Desa Lolofaoso, Kecamatan Lotu",Pemkab,Nias Utara,-,081273384393,-,00/00/0000
3402084,16/02/2019,RUMAH SAKIT UNIVERSITAS ISLAM INDONESIA,RSU,C,-,"Jl. Srandakan KM 5,5, Wijirejo, Pandak, Bantul, Daerah Istimewa Yogyakarta, 5576",Swasta/Lainnya,Bantul,-,0274-2812999,-,00/00/0000
9211014,00/00/0000,RS Immanuel,RSU,Belum ditetapkan,Dr. Oen Tahalele,Kec Mulia Kab Puncak Jaya,Organisasi Protestan,Puncak Jaya,-,-,-,00/00/0000
9201034,00/00/0000,RS Umum Bunda pengharapan,RSU,Belum ditetapkan,dr. David Limanto Wijaya,"Jl. Angkasa I, Kelama Lima",Organisasi Sosial,MERAUKE,-,0971-325906,-,00/00/0000
8107022,13/08/2018,RSUD BULA,RSU,C,-,JALAN WAILOLA BESAR NO. 11,Pemkab,Seram Bagian Timur,-,091521311,-,00/00/0000
3515123,14/02/2012,RS Umum Usada,RSU,D,Dr. Djauhari,"Jl. Jeruk 117 Wage,Taman Sidoarjo",Perusahaan,Sidoarjo,61257,031---8539671/F,-,00/00/0000
3576074,14/02/2012,RS Kamar Medika,RSU,D,Dr. Suryo Gading,"Jl. Empunala No.351, Kel. Kedundung, Kec. Magersari, Kota Mojokerto",Perusahaan,Kota Mojokerto,-,0321---330066/F,-,00/00/0000
1601086,30/01/2019,RSIA AMANNA,RSIA,C,-,Jln. DR. M. Hatta No. 877 Kel. Kemalaraja Kec. Baturaja Timur,Swasta/Lainnya,Ogan Komering Ulu,-,0735-323488,-,00/00/0000
1872066,28/01/2019,Rumah Sakit Azizah,RSU,D,-,Jl Hanafiah no 6475 Kel Imopura Metro Pusat,Perusahaan,Kota Metro,-,6287711166499,-,00/00/0000
5108079,21/01/2019,Rumah Sakit Giri Emas,RSU,D,-,"Jalan Raya Sangsit, Desa Giri Emas, Kecamatan Sawan, Kabupaten Buleleng, Provins",Pemkab,Buleleng,-,03623303884,-,00/00/0000
