kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1871282,15/08/2018,RS Umum Advent Bandar Lampung,RSU,C,"Dr. Charles Suoth, MARS","Jl. Teuku Umar 48,Bandar Lampung",Organisasi Sosial,Kota Bandar Lampung,35148,0721703459,0721786349,17/10/2018
3171034,25/06/2014,RS Umum AL Cilandak,RSU,B,"dr. Jati Berandini Prastiwi, MARS","Jl. Raya Cilandak, KKO Jaksel",TNI AL,-,12620,021-7805296,021-7812764,17/10/2018
3171735,01/01/2017,RS Umum Jakarta Medical Center (JMC),RSU,C,"drg. Ahmad Husni Basuni, MARS","Jl. Buncit Raya No.15, Kalibata, Pancoran",Swasta/Lainnya,Kota Jakarta Selatan,12740,021-7980888,021-7940838,17/10/2018
3174453,14/12/2016,RS Umum Cinta Kasih Tzu Chi,RSU,C,"dr. Tonny Christianto, Sp.B., MM",Jl. Kamal Raya Outer Ring Road Cengkareng,Organisasi Sosial,Kota Jakarta Barat,11730,(021)-55963680,(021)-55963681,17/10/2018
3175304,04/12/2017,RS Umum Hermina Podomoro,RSU,B,dr Roni Albert Wijaya,Jl. Danau Agung 2 Sunter Jakarta Utara,Swasta/Lainnya,Kota Jakarta Utara,14350,021-6404910,021-6404911,17/10/2018
3319102,05/12/2014,RS Umum Bantuan Kudus,RSU,D,dr. Anggoro DP,"Jl. Jend. Sudirman No.64, Kudus",TNI AD,Kudus,59300,0291-432532,0291-432532,17/10/2018
3322023,04/03/2013,RS Umum Daerah Ungaran,RSU,C,"dr.Setya Pinardi, M.Kes","Jl. Diponegoro 125,Ungaran",Pemkab,Semarang,50512,024-6921006,024-6922910,17/10/2018
3375071,01/01/2007,RS Umum Karomah Holistic,RSU,D,drg. Nur Alaydrus,"Jl. Gajah Mada Barat No.124,Pekalongan",Swasta/Lainnya,Kota Pekalongan,51119,0285-420218,-,17/10/2018
3509032,15/11/2011,RS Tk.III Baladhika Husada Jember,RSU,C,"dr. Maksum Pandelima, Sp.OT",Jl. PB Sudirman No. 45 Jember,TNI AD,Jember,68118,0331-484674,0331-425673,17/10/2018
6208014,17/09/2012,RS Umum Daerah Kuala Pembuang,RSU,C,dr. Reson Rusdianto,"Jl. A.Yani No.30,Kuala Pembuang",Pemkab,Seruyan,74211,(0538)22051,(0538)21566,17/10/2018
6473042,15/01/2013,RS AL Ilyas Tarakan,RSU,D,"dr. Imam Syuhada, Sp.THT-KL, M.Kes, M.Tr",Jl RE. Martadinata No. 29 Kel. Pamusian kec. Tarakan Tengah.Tarakan,TNI AL,Kota Tarakan,77131,0551-24320,0551-24320,17/10/2018
6474032,31/07/2003,RS Umum Daerah Taman Husada,RSU,B,"dr. I Gusti Made Suardika, Sp.A.MPH",Jl. S. Parman No. 01,Pemkot,Kota Bontang,75311,0548-22111,0548-29111,17/10/2018
3311027,06/03/2013,RS Khusus Bedah Karima Utama,RSK Bedah,C,dr. Nining Tri Maryani,"Jl. Amarta 8-10 Ngabeyan Kartasura, Sukoharjo",Swasta/Lainnya,Sukoharjo,57165,783399,783595,17/10/2018
3404081,14/12/2012,RS Umum Condong Catur,RSU,D,"dr. Kusno WR,MPH","Jl Manggis No.6, Gempol, Condong Catur Sleman",Swasta/Lainnya,Sleman,55283,(0274)-887494,(0274)-4463084,17/10/2018
3578766,14/02/2012,RS Wiyung Sejahtera,RSU,C,"dr. Eko Wahyu Agustin, MM",Jl. Karangan PDAM 1-3 Wiyung Surabaya,Swasta/Lainnya,Kota Surabaya,60229,(031)-7532653,(031)-7533726,17/10/2018
3514058,01/10/2018,RS Umum Daerah Grati,RSU,D,"dr. ARMA ROOSALINA, M.Kes",Jl. Raya Grati No. 199 Ranu Klindungan Grati Pasuruan,Pemkab,Pasuruan,67184,03434508999,-,17/10/2018
3512035,07/03/2012,RS Ibu dan Anak Fatimah Lamongan,RSIA,C,"dr. Ririn Mardiyah Hayati,MM.Kes",Jl. Pahlawan Selatan No. 18,Swasta/Lainnya,Lamongan,62216,(0322)322155,-,17/10/2018
1671325,22/05/2012,RS Hermina Palembang,RSU,C,"Dr. HJ. EVA MINERVA, MKes",JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG,Perusahaan,Kota Palembang,30127,0711352525,0711361880,17/10/2018
3502146,31/12/2013,RS Umum Muslimat Ponorogo,RSU,D,dr. H. Achmad Soenarno,"Jl. Jend. A. Yani 155, Ponorogo",Swasta/Lainnya,Ponorogo,63419,0352---481986,0352---481986,17/10/2018
