kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1207066,29/05/2017,RS Umum Elpi Al Azis,RSU,C,dr. H ERIK ADTRADA RITONGA,Jl Wr. Supratman,Perusahaan,Labuhan Batu,21411,06242600380,-,29/05/2017
7472003,25/05/2017,RS Umum Murhum,RSU,D,"dr. H. La Ode Sudil Baenu, MM. M.Kes",JL MURHUM NO 69 KELURAHAN WAJO KECAMATAN MURHUM,Swasta/Lainnya,Kota Bau-Bau,93725,04022822650,-,27/05/2017
1212093,16/01/2010,RS Umum Sari Mutiara Lubuk Pakam,RSU,C,dr. hanry anta SpA,"Jl Medan No.17,Lubuk Pakam",Organisasi Sosial,Deli Serdang,20551,061-7951339,061-7951344,22/05/2017
3579074,22/05/2017,RS Baptis Batu,RSU,C,"dr. Dolly Irbantoro,MMRS.",Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu,Organisasi Katholik,Kota Batu,65314,(0341)594161,(0341)598911,22/05/2017
2071037,17/05/2017,RS Umum Charis Medika,RSU,D,Dr. Johana Aquarista Siburian,Jl. R.Suprapto Blok D 1-9,Swasta/Lainnya,Kota Batam,29432,"3582600,3582502",3582501,16/05/2017
3171060,00/00/0000,RS Jiwa Dharmawangsa,RS Jiwa/ RSKO,Belum ditetapkan,"Dr. Richard Budiman, SpKJ(K)","Jl. Darmawangsa Raya Blok P/ II No.13, Jakarta Selatan",Organisasi Sosial,Kota Jakarta Selatan,12160,7394484,7394162,16/05/2017
3173623,24/01/2017,RS Khusus Mata Jakarta Eye Center,RSK Mata,B,"dr. Setiyo Budi Riyanto, SpM.",Jl. Teuku Cik Ditiro 46 Jakpus,Swasta/Lainnya,Kota Jakarta Pusat,10310,021-29221000,021-3904601,16/05/2017
3326016,00/00/0000,RS Umum Islam PKU Muhammadiyah Pekajangan,RSU,C,"dr. H. Maskuri,MKes","Jl. Raya Ambokembang No.42-44,Pekalongan",Organisasi Islam,Pekalongan,51173,0285-785133,0285-785681,13/05/2017
1275892,22/05/2013,RS Umum Ridos,RSU,D,dr. Rimma Riahta Simanjuntak,Jl Menteng VII no.62 Medan,Organisasi Sosial,Kota Medan,20228,061-7881406,-,11/05/2017
1275783,10/05/2017,RS Ibu dan Anak Rosiva,RSIA,Belum ditetapkan,Dr. Syarifuddin Dalimunthe Sp.A,Jl Bangka No 15 Medan,Perusahaan,Kota Medan,20231,0614510522,0614553737,10/05/2017
3171643,01/03/2013,RS Umum Siaga Raya,RSU,C,"Dr. Isa An Nagib, Sp.OT FICS","Jl. Siaga Raya Kav.4-8, Pejaten Barat pAsar minggu Jaksel",Organisasi Sosial,Kota Jakarta Selatan,12510,021-7972750,021-7970627,10/05/2017
1275914,16/03/2016,RS Khusus Mata Mencirim Tujuh-Tujuh,RSK Mata,C,"dr. Iqbal,M.Ked(oph), SpM",Jl Sei Mencirim No. 77 Medan,Swasta/Lainnya,Kota Medan,-,082366644177--,061-4522773,10/05/2017
1275874,00/00/0000,RS Khusus Gigi dan Mulut Univ. Sumatera Utara,RSK Gigi dan Mulut,C,"Cek Dara Manja, drg.,Sp.RKG","Jl Alumni No.2,Medan",BUMN,Kota Medan,20155,0618216131,-,09/05/2017
3277031,31/12/2014,RS Umum Tk II Dustira,RSU,B,Kolonel Ckm dr. Asep Usmanto. Sp.B,Jl. dr. Dustira No.1 Kel. Baros Kec. Cimahi Tengah,TNI AD,Kota Cimahi,40521,022-6652207,022-6652170,09/05/2017
3216218,20/07/2013,RS Umum Ananda,RSU,B,dr. Ihsan AS,"Jl. Sultan Agung No. 173, Kec. Medan Satria - Kota Bekasi.",Swasta/Lainnya,Kota Bekasi,17133,021-8854338,021-88950141,09/05/2017
3404135,15/07/2016,RS Umum Dharma,RSU,D,"dr. Marshal Soekarno, M. P. H.","Jl Yogya-Wonosari KM. 8,5 Sleman Yogya",Organisasi Sosial,Sleman,55511,0274-444333,-,09/05/2017
3202073,08/02/2013,RS Umum Betha Medika,RSU,D,"dr. Raditya Asri Wisuda., MARS","Jl. Raya Cisaat No.595, Sukabumi",Swasta/Lainnya,Sukabumi,43152,0266-224128,0266-224128,09/05/2017
3304032,09/05/2017,RS Umum Islam Banjarnegara,RSU,C,"Dr.Agus Ujianto.,M.Si.Med.Sp.B",Jl Raya Bawang KM 9 Banjarnegara,Organisasi Sosial,Banjarnegara,53471,0286597015,0286597015,09/05/2017
1208062,19/04/2017,RS Umum Methodist Bintang Kasih,RSU,D,Dr. Patar MT. Panjaitan,Jl Cokroaminoto No. 46 Kelurahan Kisaran Baru Kecamatan Kota Kisaran Barat,Swasta/Lainnya,Asahan,21211,0623-41589,-,08/05/2017
