kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3204086,19/03/2014,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,RSU,B,"H.Dodo Suhendar, dr., MM",Jl. Ki Astramanggala Bale Endah Kab. Bandung,Pemprop,Bandung,40375,022-5940872,022-5941709,10/09/2018
3603082,09/02/2018,RS Ichsan Medical Center,RSU,C,"dr. Vebry Haryati Lubis, MARS.","Jl.Raya Jombang No.56,Bintaro Jaya, Jombang - Ciputat - Tangerang Selatan",Swasta/Lainnya,Kota Tangerang Selatan,15414,0217456379,0217450819,10/09/2018
7371325,08/01/2013,RSUP Dr. Wahidin Sudirohusodo,RSU,A,"Dr. dr. Khalid Saleh, Sp.PD, KKV, FINASI",Jl. Perintis Kemerdekaan Km.11 Makasar,Kemkes,Kota Makassar,90245,(0411)-584677,(0411)-587676,10/09/2018
7173002,31/01/2018,RS Umum Daerah Anugerah,RSU,D,dr. Jerry P. Bororing,"Jl. Pinaras, Kelurahan Tumatangtang Satu Kecamatan Tomohon Selatan",Pemkot,Kota Tomohon,95439,-,-,10/09/2018
1275702,00/00/0000,RS Ibu dan Anak Sri Ratu,RSIA,C,Dr. M.Lumbanraja,"Jl Nibung Raya No.204,Medan",Organisasi Sosial,Kota Medan,061,521074,-,08/09/2018
1375036,13/01/2002,RS Stroke Nasional,RS Stroke,B,"dr. Hj. Ermawati, M.Kes","Jl. Jend Sudirman,Bukittinggi PO. BOX I Bukittinggi",Kemkes,Kota Bukittinggi,26137,0752-21013,0752-23431,08/09/2018
1671301,23/02/2012,RS Muhammadiyah Palembang,RSU,C,"dr. H. PANGESTU WIDODO,.MARS","Jl. A. Yani 13 Ulu, Palembang",Organisasi Islam,Kota Palembang,30263,0711-511446,0711-519988,08/09/2018
3173014,19/11/2013,RSUPN Dr. Cipto Mangunkusumo,RSU,A,"dr. Lies Dina Liastuti, SpJP(K), MARS",Jl. Diponegoro 71 Jakarta Pusat,Kemkes,Kota Jakarta Pusat,10430,021-1500135,021-3148991,08/09/2018
3322034,10/01/2012,RS Umum Ken Saras,RSU,C,"Dr. C. Tjahjono Kuntjoro, MPH.DR.PH","Jl. Soekarno Hatta Km 29 Bergas, Ungaran-Kab. Semarang",Perusahaan,Semarang,50552,(024)-6922269,(0298)-522706,08/09/2018
2071054,16/05/2016,RS Ibu dan  Anak Griya Medika Batam,RSIA,C,dr. Yulia,Komp. Mega Indah A,Perusahaan,Kota Batam,29432,0778-473266/473,0778-473265,08/09/2018
1403013,13/02/1993,RS Umum Daerah  Puri Husada Tembilahan,RSU,C,dr.Saut Pakpahan,Jl Veteran No. 52 Tembilahan,Pemkab,Indragiri Hilir,29212,0768-22118,0768-22121,07/09/2018
1404014,26/01/2017,RS Umum Daerah  Selasih Riau,RSU,C,dr. ZUL ANWAR,Jl Rumah Sakit No.01 Pkl Kerinci,Pemkab,Pelalawan,28300,(0761)493984,(0761)493986,07/09/2018
1471022,19/10/1999,RS Tk IV Pekanbaru,RSU,D,Mayor CKM dr.Alexander Indra Humala Siba,Jl Kesehatan No 2 Pekanbaru,TNI AD,Kota Pekanbaru,28153,0761-22426,0761-22426,07/09/2018
1471055,25/05/2012,RS Santa Maria Pekanbaru,RSU,B,Dr. Arifin,Jl Ahmad Yani No. 68 Rt/Rw 001/001 Kel.Pulau Karam Kec. Sukajadi,Organisasi Sosial,Kota Pekanbaru,28127,0761-22213,0761-26071,07/09/2018
1473024,01/06/2016,RS Pertamina Dumai,RSU,C,"dr. Rudy Harmanda, MPH","Jl Raya Bukit Datuk,Dumai",BUMN,Kota Dumai,28825,0765-443601,0765-38730,07/09/2018
1408080,26/03/2012,RS Umum  Permata Hati,RSU,C,"dr. EFRIANTI,M.KES",Jl Jend. Sudirman No. 37,Perusahaan,Bengkalis,28884,(0765)-595799,(0765)-595799,07/09/2018
1671013,00/00/0000,RS Umum Pusat Dr. Mohammad Hoesin Palembang,RSU,A,"Dr. Mohammad Syahril, Sp.P, MPH","JL Jendral Sudirman KM 3,5 Palembang",Kemkes,Kota Palembang,30126,0711-354088,0711-351318,07/09/2018
3171435,11/10/2013,RS Ketergantungan Obat,RS Jiwa/ RSKO,B,"dr. Azhar Jaya, SKM, MARS",Jalan Lapangan Tembak No 75,Kemkes,-,13720,021-87711968,021-87711970,07/09/2018
3273191,00/00/0000,RS Khusus Mata Cicendo,RSK Mata,A,"dr. Irayanti, SpM(K), MARS",Jl. Cicendo No.4 Bandung,Kemkes,Kota Bandung,40117,022-4231280,022-4201960,07/09/2018
