kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3322071,14/01/2013,RS Umum Bina Kasih,RSU,D,"Dr. Ahmad Sulaiman Lubis, Sp.U",Jl. Naryo Atmajan 27 Ambarawa,Organisasi Sosial,Semarang,50614,(0298)-591280,(0298)-591211,25/06/2016
7371201,20/01/2013,RS Bersalin Restu Makassar,RS Bersalin,Belum ditetapkan,Dr. Ny. H Sri Tadjuddin Chalid,Jl. H A Mappanyuki 27 Makassar,Organisasi Sosial,Kota Makassar,90125,0411-873065,-,24/06/2016
3402053,23/06/2016,RS Umum Nur Hidayah,RSU,D,"dr. Arrus Ferry, MPH","Jl Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul",Organisasi Sosial,Bantul,55781,085-100-472-941,(0274)4396906,23/06/2016
3404124,31/05/2004,RS Umum Panti Nugroho,RSU,D,"Dr. Tandean Arif Wibowo, MPH","Jl. Kaliurang  Km.17 Pakem,Sleman",Organisasi Sosial,Sleman,55582,0274897231,0274897232,22/06/2016
3471374,21/02/2012,RS Khusus Gigi dan Mulut Universitas Muhammadiyah,RSK Gigi dan Mulut,B,"drg Iwan Dewanto, MM",Jl HOS Cokroaminoto no. 17,Swasta/Lainnya,Kota Yogyakarta,55252,0274618122,-,22/06/2016
3403022,09/02/2016,RS Umum Pelita Husada,RSU,D,"dr.Santoso Aji,M.Kes",Jl Raya Semanu Km.3 Sambirejo Semanu Gunungkidul DIY 55893,Perorangan,Gunung Kidul,55893,(0274)-393444--,(0274)-391577,22/06/2016
1403036,22/04/2014,RS Umum  Indragiri,RSU,D,dr. Ronaldo Bafit,JL Trimas No 77,Swasta/Lainnya,Indragiri Hilir,29212,(0768)-23555,(0768)-21539,13/06/2016
1408067,06/02/2013,RS Umum PT Chevron Pasific Indonesia,RSU,D,drg. Herry Budi Pratala,Jl Komplek Merapi Duri Camp.PT Chevron Pacific Indonesia,Perusahaan,Bengkalis,28884,0765-824709,0765-824574,09/06/2016
3603185,26/04/2016,RS Umum Hermina Bitung,RSU,C,"dr. Sri Diana Ginting Suka, MARS",JL. RAYA SERANG KM 10 POS BITUNG KEC. CURUG KAB. TANGERANG - BANTEN,Swasta/Lainnya,Tangerang,15810,021---59497525,021---59497690,08/06/2016
3578556,01/11/2011,RS Premier Surabaya,RSU,B,"Dr. Hartono Tanto,MARS",Jl. Nginden Intan Barat Sby,Swasta/Lainnya,Kota Surabaya,60118,031-5993211,031-5993214,07/06/2016
3374369,03/06/2016,RS Ibu dan Anak Ananda Pasar Ace,RSIA,C,dr. Siska Wulandari,JL.PENDOWO NO 77 BANDUNGSARI TAMBANGAN MIJEN SEMARANG,Perusahaan,Kota Semarang,50212,(024)-76672123,-,03/06/2016
1473078,02/06/2016,RS Bhayangkara Dumai,RSU,D,"Drg. Anton Kusumo Widagdo, M.M., MDSc.,",Jl Hang Tuah No.1 Dumai,POLRI,Kota Dumai,28812,0765-36942,0765-36942,02/06/2016
1408088,27/11/2015,RS Umum  AAD,RSU,D,dr. Rahmatul khayran,Jl Baiturrahman No.88 Duri,Swasta/Lainnya,Bengkalis,28884,0765-560243,0765-560243,02/06/2016
3372132,24/05/2012,RS Umum Islam Kustati,RSU,C,dr.Aji Joko Subeno,Jl. Kapt. Mulyadi No.249,Organisasi Islam,Kota Surakarta,57118,0271-643013,0271-634823,27/05/2016
3315059,04/06/2013,RS Umum Islam Purwodadi,RSU,D,"dr. SIDIK SANTOSA, MM",JL. Dr. SOETOMO NO.9 PURWODADI GROBOGAN,Organisasi Islam,Grobogan,58111,0292-422199,-,27/05/2016
3578791,18/04/2016,RS Ibu dan Anak Graha Medika,RSIA,C,-,Graha Sampurna Indah E-3-6-8-10-12-14-16-18-20-22 Surabaya,Perusahaan,Kota Surabaya,-,"031-7523434,031",-,27/05/2016
3374203,04/03/2012,RS Umum Bhayangkara Akpol Semarang,RSU,D,"dr. ARIS SETIYAWAN, M.Kes, M.Si.Med, SpB",Jl. Sultan Agung Candi Baru Komplek AKPOL,POLRI,Kota Semarang,50232,(024)-8502766,(024)-8502766,26/05/2016
5206028,31/07/2011,RS PKU Muhammadiyah Bima,RSU,D,"dr. H. Muhamad Ali, Sp. PD",Jalan Gajah Mada No 6 Kelurahan Monggonao,BUMN,Kota Bima,84100,0374-42100,0374-42621,24/05/2016
3201130,22/03/2016,RS Ibu dan Anak Citra Insani,RSIA,C,Dr. H. Mula Dharma V.A.,Jl. Raya Parung Bogor No.242 Bogor,Swasta/Lainnya,Bogor,16330,0251-8611507,0251-8617493,23/05/2016
