kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
6171078,20/01/2011,RS Pro Medika Pontianak,RSU,D,"dr. Indah Widyasmara, MMR",Jl. Gusti Sulung Lelanang Blok EA No. 2-5 Kota Pontianak,Swasta/Lainnya,Kota Pontianak,78117,0561-739042,0561-738692,31/03/2018
6171141,12/06/2014,RS  Mitra Medika Pontianak,RSU,C,"dr.Surivana, M.Sc. Sp.A",Jln. Sultan Abdurrahman No. 25 Kelurahan Sungai Bangkong Kecamatan Pontianak Kot,Perusahaan,Kota Pontianak,78116,"0561-584888,-Fa",0561-576100,31/03/2018
3520015,06/04/2015,RS Ibu dan Anak Samudra Husada,RSIA,C,dr. Rofiana Komalasari,"Jl. Samudra No. 30, Kel. Bulukerto, Kec. Magetan Kab. Magetan",Swasta/Lainnya,Magetan,63315,0351-894321,0351-897451,30/03/2018
6101022,27/08/2011,RS Umum Daerah Sambas,RSU,C,dr. Ganjar Eko Prabowo,Jl. Pendidikan no 300 Kecamatan Sambas,Pemkab,Sambas,79462,0562-391020,0562-392518,29/03/2018
7501043,04/05/2012,RS Umum Daerah Tani dan Nelayan,RSU,C,dr. Rahmawaty Dai,"Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",Pemkab,Boalemo,96263,-,-,29/03/2018
3302229,18/02/2014,RS Umum Dadi Keluarga,RSU,C,dr. Eggy Jita Pradana,Jl. Perumnas Teluk No. 42 Kel. Teluk Kec. Purwokerto Selatan,Swasta/Lainnya,Banyumas,53145,(0281)-6847366,-,28/03/2018
1212175,24/06/2014,RS Umum Mitra Sehat,RSU,D,dr. Jhon Ryder Purba,Jl Sei Merah No. 300 Tanjung Morawa,Organisasi Sosial,Deli Serdang,20362,06177607489,-,28/03/2018
1571169,02/03/2018,RS Umum Daerah H. Abdurrahman Sayoeti,RSU,D,dr. DENTUMAN WASKITO. M.Kes,Jl. KH. Hasan Anang No. 33 Kel. Olak Kemang Kec. Danau Teluk Kota Jambi,Pemkot,Kota Jambi,36262,-,-,28/03/2018
3374316,18/02/2018,RS Ibu dan Anak Gunung Sawo,RSIA,C,dr. Ristyani Krisnawati,"Jl. Gunung Sawo No.21,Semarang",Organisasi Sosial,Kota Semarang,50231,8315171,8311011,27/03/2018
1806013,27/03/2018,RS Umum Daerah May Jen HM Ryacudu,RSU,C,"dr. Syah Indra Husada Lubis,M.Kes.,Sp.OG",Jl. Jend.Sudirman No.2 Kotabumi,Pemkab,Lampung Utara,34511,0724-22095,0724-22095,27/03/2018
3502134,02/01/2015,RS Umum Muhammadiyah Ponorogo,RSU,C,"dr. Iwan Hartono, M.Kes",Jl. Diponegoro No. 50 Ponorogo,Swasta/Lainnya,Ponorogo,63413,0352-481273,0352-486111,20/03/2018
6472128,28/12/2016,RS Umum Daerah Korpri Abdul Wahab Syahranie,RSU,D,"dr. Rachim Dinata Marsidi, SpB., M.Kes",Jl Kesuma Bangsa No 1 B,Pemprop,Kota Samarinda,75117,732910,-,20/03/2018
1208053,00/00/0000,RS Umum PTPN III Sei Dadap,RSU,Belum ditetapkan,dr.Marlinawati,Jl. Protokol Sei Dadap-Sumut,BUMN,Asahan,-,-,-,19/03/2018
1110053,24/12/2013,RS Arun Lhokseumawe,RSU,C,dr. Syahruddin Ibrahim,JL. Plaju Komplek Perumahan PT Arun Batuphat,Swasta/Lainnya,Kota Lhokseumawe,24353,0645-653165,0645-653189,16/03/2018
1211092,31/12/2013,RS Umum Ester,RSU,C,Dr. H Sudibyo S Sp.A,"Jl Veteran No.21,Kabanjahe",Organisasi Sosial,Karo,22113,062820714,062821546,16/03/2018
3573247,17/02/2012,RS Bersalin Permata Hati,RS Bersalin,C,Dr. Fina Purwaningtyas. MM,Jl. Danau Toba E VI No.16 - 17 Sawojajar,Swasta/Lainnya,Kota Malang,65138,0341---718068/F,-,16/03/2018
3573262,15/03/2017,RS Universitas Brawijaya,RSU,C,"Dr. dr. Aswoco Andyk Asmoro, Sp.An",Jl. Soekarno Hatta Malang,Kementerian Lain,Kota Malang,65142,0341403000,-,16/03/2018
1471259,24/08/2009,RS Ibu dan Anak Andini,RSIA,C,"dr. Retno Putri, M.Kes",Jl Tuanku Tambusai No.55 - Pekanbaru,Swasta/Lainnya,Kota Pekanbaru,28282,0761-33612,0761-39921,15/03/2018
3173120,08/11/2011,RS Ibu dan Anak Bunda,RSIA,Belum ditetapkan,"Dr. Taufik Santoso, MARS",Jl. Teuku Cik Ditiro No. 28 Menteng,Organisasi Sosial,Kota Jakarta Pusat,10350,021-31922005,021-3101077,15/03/2018
