kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3216409,20/08/2014,RS Umum Cikarang Medika,RSU,C,dr. RACHMAT SETIYADI,Jl. KH. Fudholi No. 78 Cikarang Utara,Swasta/Lainnya,Bekasi,17530,021-8902210,021-89113903,01/08/2018
3275054,25/11/2015,RS Umum As-Shofwan,RSU,D,Dr. Agus Haryanto,"Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",Swasta/Lainnya,Bekasi,17540,021-89141890,021-89141794,01/08/2018
3216436,16/06/2016,RS Umum Omni Cikarang,RSU,C,dr ridwan t lembong,"Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamata",Perusahaan,Bekasi,17550,(021)-29779999,-,01/08/2018
6171085,01/08/2011,RS Bersalin Jeumpa Pontianak,RS Bersalin,C,"dr. Mohamad Taufik, Sp.OG",Jl. St. Abdurrahman No. 54 Pontianak,Perusahaan,Kota Pontianak,78121,0561-765092,0561-740043,31/07/2018
1902011,07/03/2012,RS Umum Almah,RSU,D,dr.Bayu Adiputra,"Jl. Jend. Sudirman KM. 11 kecamatan Buluh Tumbang, Tanjung Pandan",Swasta/Lainnya,Belitung,33144,07199225666,-,30/07/2018
1112011,21/03/2012,RS Umum Daerah Teungku Peukan,RSU,C,"dr. SUHERDY, Sp. PD",Jl. Nasional padang Meurante Kecamatan Susoh,Pemkab,Aceh Barat Daya,23765,0659-92522,0659-92622,27/07/2018
3315035,17/12/2012,RS Umum Permata Bunda,RSU,C,"Dr. H.Utomo DS,Sp.OG","Jl. Hayam Wuruk No. 24, Purwodadi, Grobogan",Organisasi Sosial,Grobogan,58111,0292-422838,0292-23892,27/07/2018
5202022,22/01/2013,RS Islam Yatofa,RSU,D,dr. Haeril Arsyam,Jl. Raya Bodak - Mantang KM. 7 Praya Lombok Tengah Nusa Tenggara Barat,Organisasi Islam,Lombok Tengah,83511,-,-,27/07/2018
3212053,08/10/2010,RS Umum Permata Medical Center,RSU,D,dr. H. Mas'ud Hanafiah,Jl. Raya Panyindangan Wetan Kab. Indramayu,Swasta/Lainnya,Indramayu,45253,0234-275112,0234-275013,27/07/2018
3213048,31/05/2017,RS Umum Kharisma,RSU,D,"dr.FENDY KUSUMO HADI,SP.OG",Jl. Warung Cendol RT 10 RW 04 Rancasari Pamanukan Subang,Swasta/Lainnya,Subang,41254,0260550911,-,27/07/2018
8201010,28/03/2008,RS Umum Daerah Tobelo,RSU,C,"Drg. IRWANTO TANDAAN, MPH",Jl. Lanbouw Gamsungi Tobelo Halmahera Utara,Pemkab,Halmahera Utara,97762,0924-2621665,0924-2621665,26/07/2018
9202013,13/02/2013,RS Umum Wamena,RSU,C,"dr. FELLY.G.SAHUREKA, M.Kes, Sp.PK","Jl. Trikora Wamena, No.9",Pemkab,Jayawijaya,99511,(0969)-31152,(0969)-31152,26/07/2018
6311016,31/01/2011,RS Umum Daerah Balangan,RSU,C,"dr. Ferry, MM.Rs","Jl. Lingkar Timur Km.1,7 Paringin Kab.Balangan",Pemkab,Balangan,71612,0526-2094343,0526-2094040,26/07/2018
1306056,26/03/2012,RS Umum Daerah Padang Pariaman,RSU,C,dr.Hj.Lismawati.R.Sp.PA.M.Biomed,Jl.raya Padang bukittingi Km.42 Parit malintang,Pemkab,Padang Pariaman,25584,0751-676951,0751-676951,26/07/2018
1118012,31/08/2015,RS Umum Daerah Pidie Jaya,RSU,C,dr. Ernida,"Jl. Banda - Aceh KM. 158, Meureudu",Pemkab,Pidie Jaya,24186,0653-8003067,0653-8003064,26/07/2018
1971002,10/01/2014,RS  Katolik Bhakti Wara,RSU,D,DR. AGUS MARVIANTO,JL. Solihin GP No.180 Kel. Gajah Mada Kec.Rangkui,Organisasi Katholik,Kota Pangkal Pinang,33135,0717---422605,0717---424314,26/07/2018
1272033,22/12/2016,RS Umum Hadi Husada,RSU,D,dr. Isma Wahyuni,Jl Jend. Sudirman No. 26 Tanjungbalai,Perusahaan,Kota Tanjung Balai,21314,0623-92707,-,26/07/2018
5202023,15/10/2017,RS Ibu dan Anak Bhumi Bunda,RSIA,C,"dr. Puspa Ambara, Sp.OG","Jl. Basuki Rahmat No. 90 Ketejer, Gerunung, Praya",ORGANISASI SOSIAL,Lombok Tengah,83511,081907415033,-,26/07/2018
3527013,06/02/2018,RS Nindhita,RSU,Belum ditetapkan,dr. Andi Tri Sutrisno,Jl. Syamsul Arifin 87 Sampang,Perorangan,Sampang,69215,087705722288,-,26/07/2018
