kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1671072,14/10/2011,RS Kusta Dr. Rivai Abdullah,RS Kusta,A,"dr. Zubaidah Elvia, MPH",Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I,Kemkes,Banyuasin,30763,0711-7537201,0711-7537204,07/09/2018
1471384,20/03/2012,RS Awal Bros A. Yani,RSU,D,dr. Fani Farhansyah,Jl A. Yani No. 73,Perusahaan,Kota Pekanbaru,28115,0761-21000,856370,07/09/2018
3274134,02/05/2012,RS Umum Medimas,RSU,C,drg. Mia Amalia Sp. Ort,Jl. Evakuasi No. 116 Cirebon,Swasta/Lainnya,Kota Cirebon,45153,0231-481165,-,07/09/2018
3172749,22/10/2013,RSK Pusat Otak Nasional,RSK Otak,A,"dr. Mursyid Bustami, Sp. S(K), KIC MARS","Jl MT Haryono Kav 11, Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur",Kemkes,Kota Jakarta Timur,13630,02129373377,02129373445,07/09/2018
1275655,31/01/2013,RSUP H. Adam Malik,RSU,A,"dr. Bambang Prabowo, M.Kes","Jl Bunga Lau No. 17, Medan",Kemkes,Kota Medan,20136,061-8360051,061-8360255,06/09/2018
1871180,01/01/2012,RS Umum Immanuel Way Halim,RSU,B,dr. Daniel Novian Dharma Setia Budi,"Jl. Sukarno Hatta Way Halim,Bandar Lampung",Organisasi Katholik,Kota Bandar Lampung,35131,0721-704900,0721-704807,06/09/2018
3576076,11/08/2018,RS Emma,RSU,D,"dr. Magdalena Sitorus., MARS","Jl. Raya Ijen No.67 Kel. Wates, Kec. Magersari, Kota Mojokerto",Organisasi Sosial,Kota Mojokerto,61317,(0321)328737,(0321)-334021,06/09/2018
3571020,01/08/2006,RS TK. IV 05.07.02 Kediri,RSU,C,dr. Eko Lulus Budianto,"Jl. Mayjen Sungkono No. 44, Kota Kediri",TNI AD,Kota Kediri,64100,0354-687801,0354-689663,06/09/2018
3576014,28/01/2016,RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto,RSU,B,"dr. Sugeng Mulyadi,Sp.U","Jl. Raya Surodinawan Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto",Pemkot,Kota Mojokerto,61328,0321-322194,0321-399778,06/09/2018
5171016,27/04/2007,RSUP Sanglah,RSU,A,"dr. I Wayan Sudana, M.Kes",Jl. Diponegoro Denpasar Bali,Kemkes,Kota Denpasar,80114,0361-227911,0361-224206,06/09/2018
5306042,28/12/2012,RS Penyangga Perbatasan Betun,RSU,D,dr. Oktelin Kurniawati Kaswadie,Jl. Sukabihanawa No. 02 Desa Kamanasa Kec.Malaka Tengah,Pemkab,Malaka,85762,081321596129,-,06/09/2018
7311010,31/01/2018,RS Umum Daerah Barru,RSU,C,dr. AMIS,Jl. Lasawedi Kel.Coppo Kec.Barru Kab.Barru,Pemkab,Barru,90711,0427-21221,042721221,06/09/2018
3572065,05/01/2015,RS Umum Aminah,RSU,C,"dr.H.Morrison David Ilahude,MS",Jl.Veteran No.39 Kelurahan Kepanjen Kidul Kota Blitar,Organisasi Islam,Kota Blitar,66111,(0342)-816304--,(0342)-816527,06/09/2018
3573097,14/02/2012,RS Ibu dan Anak Husada Bunda,RSIA,C,Dr. Kuntjoro Lukito,Jl. Pahlawan Trip No.2 Malang,Swasta/Lainnya,Kota Malang,65112,(0341)-566972-/,-,06/09/2018
1471383,20/03/2012,RS Umum  Sansani,RSU,C,dr. Thomson Ginting,Jl Soekarno Hatta Atas Pekan Baru,Swasta/Lainnya,Kota Pekanbaru,28125,0761-562061,0761-562061,06/09/2018
3573256,04/01/2015,RS Bantuan 05.08.04 Lawang,RSU,D,dr. Andina Wirathmawati,Jl. Sumber Waras No. 32 RT. 005 RW. 015,TNI AD,Malang,65216,0341-426579,0341--426579,06/09/2018
3575016,31/01/2017,RS Asih Abyakta,RSU,D,dr Bayu Nizar Fathoni,"Jl Raya Surabaya Malang Km.42 No,88 Kepulungan Gempol Kabupaten Pasuruan",Swasta/Lainnya,Pasuruan,67155,03436741933,03436741933,06/09/2018
6372018,03/05/2017,RS Umum Mawar,RSU,D,dr Sugondo,Jalan Panglima Batur,Perusahaan,Kota Banjar baru,70711,05114774152,05114772629,06/09/2018
1208065,20/09/2017,RS Umum Radiva,RSU,D,"dr. Poaradda Nababan, SpB",Jalinsum Desa Ledong Timur Kecamatan Aek Ledong,Swasta/Lainnya,Asahan,21273,0624-92671,-,06/09/2018
