kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3507052,27/01/2014,RS Umum Daerah Kanjuruhan Kepanjen,RSU,B,"dr. marhendrajaya, MM, Sp.KG","Jl. Panji No. 100 Kepanjen, Kab. Malang",Pemkab,Malang,65163,0341-395041,0341-395024,23/10/2018
5171122,21/05/2016,RS Umum Dharma Yadnya,RSU,C,"dr. I.G.N. Agung Anom, MARS","Jl. WR.Supratman 256,Denpasar",Organisasi Hindu,Kota Denpasar,80237,0361-462629,0361-464526,23/10/2018
5304014,23/10/2018,RS Umum Soe,RSU,C,Dr.R.A KAROLINA TAHUN,Jl. Boegenville No.7 Soe - Timor Tengah Selatan,Pemkab,Timor Tengah Selatan,855111,0388-21005,0388-21239,23/10/2018
6405011,31/01/2016,RS Umum Daerah Dr. Abdul Rivai,RSU,C,"dr. Hj. Nurmin B. Madandan, Sp.Rad., M.K",Jl. Pulau Panjang No.276 Tanjung Redeb,Pemkab,Berau,77311,0554-21359,0554-21359,23/10/2018
7171050,03/03/2016,RS Pancaran Kasih,RSU,C,"Dr. Franky Kambey,M.Kes",Jl. Dr. Sam Ratulangi XIII,Organisasi Protestan,Kota Manado,95113,865800,857628,23/10/2018
7404012,14/12/2013,RS Benyamin Guluh Kolaka,RSU,C,dr. MUHAMMAD RAFI,Jl. DR.Sutomo  No. 01 Kolaka,Pemkab,Kolaka,93516,0405-2321042,0504-2321042,23/10/2018
8203020,10/02/2010,RS Umum Daerah Sanana,RSU,D,"dr. Ivan Sangadji, SpPD",Jl. Dr. Sibarani - Desa Falahu Kecamatan Sanana Kabupaten Kep. Sula,Pemkab,Kepulauan Sula,97795,0929---2221833,2221833,23/10/2018
1404025,06/04/2018,RS Umum  Efarina Etaham,RSU,C,dr. Dini Mayrisdayani,"Jl Lintas Timur No.1, Pangkalan Kerinci - Riau",Swasta/Lainnya,Pelalawan,28300,0761-494500,0761-493981,23/10/2018
1871048,21/01/2011,RS Umum Daerah Dr. A. Dadi Tjokrodipo,RSU,C,"dr. Hj. Indrasari Aulia, MH.Kes","Jl. Basuki Rachmad No.73 Teluk Betung Utara, Bandar Lampung",Pemkot,Kota Bandar Lampung,35124,0721-471723,0721-470177,23/10/2018
1872042,10/03/2011,RS Umum Muhammadiyah Metro,RSU,D,dr. Emi Sulistiyani,"Jl. Soekarno Hatta No.42 Mulyojati 16B, Metro Barat",Organisasi Sosial,Kota Metro,34111,0725-49490,0725-47760,23/10/2018
3206023,01/01/2015,RS Umum Daerah Singaparna Medika Citrautama,RSU,C,"dr. H.Heru Suharto, MM.Kes","Jl. Rancamaya Singaparna, Tasikmalaya",Pemkab,Tasikmalaya,46412,0265-543456,0265-543237,23/10/2018
3314089,11/02/2014,RS Umum Daerah dr. Soeratno Gemolong,RSU,C,"dr. Agus Trijono, M.Kes","Jl. Dr. Soetomo No 792 Gemolong,",Pemkab,Sragen,57274,0271-6811839,0271-6811439,23/10/2018
3276028,30/06/2011,RS Umum Mitra Keluarga Depok,RSU,B,drg. Elisabeth Setyadewi. MM,"Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat",Perusahaan,Kota Depok,16431,021-77210700,021-77212155,23/10/2018
3320089,26/01/2015,RS Umum PKU Muhammadiyah Mayong,RSU,D,"dr. Hj. Titik Sumarni, M.K.M",Jl. Pegadaian No. 12 Mayong Jepara,Organisasi Islam,Jepara,59465,0291-4256500,0291-4256556,23/10/2018
3201231,09/01/2018,RS Sentosa,RSU,C,"drg. Margaretha Kurnia, MKM",Jl. Raya Kemang No. 18 Desa Pondok Udik Kec. Kemang Kab. Bogor,Perusahaan,Bogor,16310,0251---7541900,0251---7534704,23/10/2018
3322072,17/12/2012,RS Ibu dan Anak Plamongan Indah,RSIA,C,dr.Yuzzi Afraniza,jl. kelapa gading raya no. 52 semarang,Perusahaan,Semarang,50193,024--6711771,024-6709944,23/10/2018
1571162,08/10/2015,RS Umum Kambang,RSU,C,"dr. Yulhasmida, M. Kes",Jl. Kol. Amir Hamzah No. 35 Sei Kambang Jambi,Perusahaan,Kota Jambi,36129,0741-(61714),-,23/10/2018
3301106,10/04/2013,RS Umum Duta Mulya,RSU,D,dr. H. Hendi,jl. Dr. Wahidin No. 66A Majenang,Perusahaan,Cilacap,53257,0280-621460,0280-621626,23/10/2018
3507104,24/04/2013,RS Prima Husada,RSU,C,dr. Lovi Krissadi Endari,"Perum Banjararum Selatan No.3-7, RT 003 RW 012 Desa Banjararum Kec. Singosari, K",Swasta/Lainnya,Malang,65153,0341-458679-/-0,0341-441874,23/10/2018
