kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3306111,14/03/2018,RS Amanah Umat Purworejo,RSU,D,dr. R. INTEN SYLVIA DEWI,Jl. Brigjen Katamso No. 144A Purworejo 54115,Perusahaan,Purworejo,54115,(0275)325260,(0275)34776,27/07/2019
1205061,30/12/2013,RS Umum HKBP Balige,RSU,C,"dr. Nelson Siburian, M.KM","Jl Gereja No.17,Balige",Organisasi Protestan,Toba Samosir,22314,0632-21043,0632-21891,26/07/2019
6107010,22/08/2011,RS Umum Daerah Ade Muhammad Djoen Sintang,RSU,C,"dr.ROSA TRIFINA,MPH",Jl. Patimura  / Jl.YC Oevang Oeray Sintang,Pemkab,Sintang,78611,0565-22022,0565-23691,25/07/2019
9203016,01/12/2011,RS TNI Angkatan Darat Marthen Indey Jayapura,RSU,C,"dr. F. X Budi Setiawan,  M.Sc., Sp.KJ",Jln. Diponegoro No. 57 Kelurahan Gurabesi,TNI AD,Jayapura,99111,0967-537735,0967-537735,24/07/2019
1671342,07/01/2016,RS Musi Medika Cendikia,RSU,C,dr Yudhi Fadhilah.SpPD.KKV.FINASIM.MARS,Jl. Demang Lebar Daun Rt.035 Rw.010 Ilir Barat I Kec. Demang Lebar Daun,Perusahaan,Kota Palembang,30137,0711---446272,0711---441345,24/07/2019
1205035,23/07/2019,RS Umum Daerah Dolok Sanggul,RSU,C,dr. NETTY IRIANI SIMANJUNTAK,Jl. dr. Ferdinand Lumban Tobing No. 1 Doloksanggul,Pemkab,Humbang Hasundutan,22457,0633-31022,0633-31022,23/07/2019
3603146,09/09/2011,RS Ibu dan Anak Tiara,RSIA,C,"dr. Jasran Asya, Sp.OG",Jl. Raya serang KM 14.5 No.1,Perusahaan,Tangerang,15710,021-5961999,-,22/07/2019
3509137,10/12/2013,RS Ibu dan Anak Srikandi IBI Jember,RSIA,C,"dr. H. Bambang Suwartono, MM",Jl. KH Agus Salim No. 20,Organisasi Sosial,Jember,68132,0331-335290,0331-335290,22/07/2019
8202043,14/06/2019,RS Umum Daerah Kota Tidore Kepulauan,RSU,C,"dr. Fahrizal Maradjabessy, Sp.B",Jl. Sultan mansyur No 11 Indonesiana Tidore Maluku Utara,Pemkot,Kota Tidore Kepulauan,97813,0921-3161223,0921-3161107,21/07/2019
3671211,27/04/2015,RS Aqidah,RSU,C,dr. Adlan Fariz,Jl. Raden Fatah No.40,Swasta/Lainnya,Kota Tangerang,15153,(021)-7310851,ext-222,18/07/2019
3273543,31/08/2016,RS Umum Melinda 2,RSU,C,"dr Ancilla Linna Limmena., MM., M.Kes.,",Jl. Dr. Cipto No.1 Bandung,Swasta/Lainnya,Kota Bandung,40171,022---4233-777,022---4247888,18/07/2019
7271040,00/00/0000,RS Woodward,RSU,C,"dr. Hendrik Tahir, DHSM, M.Si",Jl. L.H. Woodward No.1 Palu,Organisasi Sosial,Kota Palu,94112,0451-421769,0451-423744,17/07/2019
6271027,23/06/2018,RS Awal Bros Betang Pambelum,RSU,C,"dr. Kristiawan Basuki Rahmat, M.kes",Jl. Tjilik Riwut Km 6.5 RT. 002 RW. 011,Perusahaan,Kota Palangka Raya,-,0536-4281-424,-,17/07/2019
1603085,08/12/2016,RS Umum Daerah Talang Ubi,RSU,D,dr. Hj. Tri Fitrianti,"Jl. Taman Siswa, Kel. Pasar Bhayangkara, Kec. Talang Ubi",Pemkab,Penukal Abab Lematang Ilir,31211,0713-390487,0713-390487,16/07/2019
3404184,28/10/2015,RS Umum Bhayangkara POLDA DIY,RSU,D,"dr. THERESIA LINDAWATI, Sp.F",Jl Jogya - Solo KM. 14 Glondong Tirtomartani Kalasan Sleman,POLRI,Sleman,55571,0274-498278,0274-498279,16/07/2019
3516075,16/02/2012,RS Mawaddah Medika,RSU,D,"Dr. Hj. Sihwati Wilujeng, M.Kes.","Jl. Raya Ngijingan RT 001 RW 001, Desa Purwojati Kec. Ngoro, Kab. Mojokerto",Perusahaan,Mojokerto,61385,0321---596666,0321---595758,15/07/2019
9215011,31/10/2011,RS Umum Daerah Asmat,RSU,Belum ditetapkan,"drg.Yenny Yokung Yong, MDSc,SpPerio","Jl. Missi No. 1, Distrik Agats, Kabupaten , Asmat, Propinsi Papua",Pemkab,Asmat,99777,-,-,07/07/2019
3173084,10/05/2016,RS Tk II M.Ridwan Meuraksa,RSU,B,"dr. Dian Andriani Ratna Dewi, Sp.KK, M.B",Jl. Taman Mini I RT 004 / RW 02 Kel. Pinangranti Kec. Makasar,TNI AD,Kota Jakarta Timur,13560,021-22819613,021-29835188,03/07/2019
3273176,09/10/2017,RS Umum Tk IV 03.07.03Sariningsih,RSU,D,"dr.Wahyu Murtiono Hadibroto, Sp.THT-KL",Jl. L.L. RE. Martadinata No. 9 Kota Bandung,TNI AD,Kota Bandung,022,4204257,4023755,03/07/2019
