kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3277022,01/09/2015,RS Gigi dan Mulut Pendidikan Unjani,RSK Gigi dan Mulut,B,"Kolonel Ckm drg.Rizal Rivandi.SPBM-MF.,M",Jl. Encep Kartawiria Kel. Citeureup Kec. Cimahi Utara,Swasta/Lainnya,Kota Cimahi,40512,02286001408,-,07/10/2015
3401049,21/02/2012,RS Umum PKU Muhammadiyah Wates,RSU,D,Berubah menjadi KLINIK,Jl KH.Ahmad Dahlan NO II Wates Kulon Progo,Organisasi Islam,Kulon Progo,55611,(0274)773430,-,29/09/2015
3671209,29/08/2014,RS Sari Asih Sangiang,RSU,C,"dr. Abdul Khoja, MARS","Jl. Moh. Toha KM 3,5 (Simpang Tiga Sangiang) Kota Tangerang",Perusahaan,Kota Tangerang,15131,021-5582732,021-55791307,29/09/2015
7371418,19/08/2015,RS Ibu dan Anak Malebuh Husada,RSIA,C,"dr.H.Muhammad Saad Bustan,M.Kes",JL.Goa Ria-Sudiang Ruko Puri Tata Recidence Blok A1 NO 7,Swasta/Lainnya,Kota Makassar,90242,0411-556-354,0411-544-978,15/09/2015
7604024,19/12/2013,RS Umum Mitra Mankarra,RSU,C,"dr. Nexriana, M.Kes",Jl. Pongtiku No. 2,Swasta/Lainnya,Mamuju,91511,0426-2324515,-,08/09/2015
3208046,10/07/2010,RS Umum Juanda,RSU,C,dr. Giri Satriya,"Jl. Ir. H. Juanda No. 207, Kuningan",Perusahaan,Kuningan,45511,0232876433,0232876433,29/08/2015
1221002,06/01/2014,RS Umum Permata Madina Sibuhuan,RSU,C,dr. Musbar M. Kes,Jl Ki Hajar Dewantara Sibuhuan,Swasta/Lainnya,Padang Lawas,22763,0636-421211,0636-421311,06/08/2015
3403024,25/07/2015,RS Umum PKU Muhammadiyah Wonosari,RSU,D,dr.Kunto Budi Santoso,"Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY",BUMN,Gunung Kidul,55851,(0274)-393379,(0274)-393379,30/07/2015
1223003,08/05/2015,RS Umum Ayah Bunda,RSU,D,"dr. Yulidawati, MM","Jl Lintas Sumatera - Kampung Pajak,Kecamatan NA IX - X",Perorangan,Labuhan Batu Utara,21454,082360777871,-,23/07/2015
3275296,29/04/2009,RS Umum Islam dr. Subki Abdulkadir,RSU,C,"Dr. Liza Maulida Z.S.,Sp.PD","Jl. R.A. Kartini No.66,Bekasi",Organisasi Sosial,Kota Bekasi,17113,8803386,8800522,21/07/2015
3471223,06/07/2015,RSU Bedah Patmasuri,RSU,C,dr. Gilang Pambudi,Jln. KH. Ali Maksum Lapangan Krapyak Panggungharjo Sewon Bantul Yogyakarta,Organisasi Sosial,Bantul,55188,(0274)-372021,(0274)-372022,06/07/2015
1377003,17/05/2015,RS Umum Aisyiyah Pariaman,RSU,D,Dr. Hj. Herlina Zahar,Jl. Abdul Muis No. 26 Taratak,Organisasi Sosial,Kota Pariaman,25517,0751-92544,0751-93444,03/07/2015
3329067,17/01/2013,RS Umum Dedy Jaya,RSU,D,Dr. Irma Yurita,"Jl. Ahmad Yani No.57,Brebes",Swasta/Lainnya,Brebes,52212,0283-672145,0283-672525,02/07/2015
1371251,16/02/2009,RS Jiwa Puti Bungsu,RS Jiwa,C,"Dr. H. Yaunin Maarif, SpKJ",Jl. H.Agus Salim No.36 Padang,Organisasi Sosial,Kota Padang,25127,0751-25619,0751-31542,01/07/2015
1771040,01/01/2014,RS Tk. IV Bengkulu,RSU,D,"Mayor Ckm dr. Arwansyah Wanri, SpTHT.KL",Jl. Zainul Arifin RT 05/01 Kel. Padang Nangka Kecamatan Singaran Pati Bengkulu,TNI AD,Kota Bengkulu,38229,0736-21048,0736-21048,01/07/2015
3173474,26/03/2011,RS Umum Pertamina Jaya,RSU,C,"dr. Duta Liana, MARS.",Jl. A. Yani No. 2 By Pass Jakarta Pusat,BUMN,Kota Jakarta Pusat,10510,021-4211911,021-4211913,01/07/2015
1309022,01/01/2015,RS Umum Islam Ibnu Sina,RSU,D,"dr. Agung Mulia, MARS",Jl M Natsir pasaman baru,Organisasi Islam,Pasaman Barat,26366,0753-7464015,0753-7464221,30/06/2015
1375040,00/00/0000,RS Umum Ibnu Sina Bukittinggi,RSU,C,Dr. Hj. Zulfa,"Jl. Batang Agam, Belakang Balok",Organisasi Islam,Kota Bukittinggi,26136,0752-21185,0752-34009,30/06/2015
3174026,31/12/2014,RS Umum Pelni Petamburan,RSU,B,"DR.dr.Fathema D. Rachmat,Sp.B.BTKV(K)",Jl. K. S. Tubun 92-94 Jakbar,BUMN,Jakarta Barat,11410,5480608,5350085,30/06/2015
