kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3172050,31/03/2015,RS Pusdikkes,RSU,C,"dr. Dedi Herlambang,Sp.An","Jl. Raya Bogor, Jakarta Timur",TNI AD,Kota Jakarta Timur,13510,021-8092358,021-80884704,25/04/2018
3172553,04/04/2013,RS Umum Harapan Bunda,RSU,B,"dr. Tweggie Hellina, MM",Jl. Raya Bogor Km.22 No.44 Jaktim,Swasta/Lainnya,Kota Jakarta Timur,13830,8400257,87781247,25/04/2018
3215112,03/01/2012,RS Ibu dan Anak Dr. Djoko Pramono,RSIA,C,"dr Mangontang Oloan Sitorus, SpOG","Jl. Panatayuda I No.35, Karawang",Swasta/Lainnya,Karawang,41312,0267-403009,0267-8454710,25/04/2018
3528024,00/00/0000,RS Umum Larasati Pamekasan,RSU,D,"dr. Indri Widayanti,M.MKes",Jl. Mandilaras No.74-80 Pamekasan,Swasta/Lainnya,Pamekasan,-,0324-328305,-,25/04/2018
6172066,17/03/2017,RS Jiwa Provinsi Kalimantan Barat,RS Jiwa,B,"Suni,SE.M.Si",Jl. Raya Singkawang Bengkayang KM 15 Singkawang,Pemprop,Kota Singkawang,79101,0562-6301177,0562-6301177,25/04/2018
3577052,25/04/2018,RS Ibu dan Anak Al Hasanah,RSIA,C,dr. Parisuko,"Jl. Sri Rejeki No. 91B, kel. Sukosari, Kec. Kartoharjo",Swasta/Lainnya,Kota Madiun,63114,0351-463173,(0351)467733,25/04/2018
3578322,21/10/2014,RS Paru Surabaya,RSTP,C,"drg. F. Henry Christyanto, M.Kes",Jl. Karang Tembok No 39 Surabaya,Pemprop,Kota Surabaya,60153,(031)-3713836,031-3728890,25/04/2018
6105028,31/07/2015,RS Umum Sentra Medika Sanggau,RSU,D,Dr. WINDY RATU DEWI,JL. Cempaka Kelurahan Ilir Kota RT 013/RW 003 Kecamatan Kapuas Kab. Sanggau,Perusahaan,Sanggau,78514,056424240,056424248,25/04/2018
3212055,08/05/2017,RS Umum Pertamina Balongan Indramayu,RSU,D,dr. Muhammad Ahsan,Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.,BUMN,Indramayu,-,02345256117,0234273450,25/04/2018
3374123,18/06/2015,RS Jiwa Daerah  Dr. Amino Gondohutomo,RS Jiwa/ RSKO,A,"Dr. Sri Widyayati, Sp.PK, M.Kes","Jl. Brigjen Sudiarto No. 347, Pedurungan, Kota Semarang",Pemprop,Kota Semarang,50191,024-6722564,024-6722566,24/04/2018
3505013,13/12/2011,RS Umum Daerah Ngudi Waluyo Wlingi,RSU,B,"dr. Endah Woro Utami, MMRS",Jl. Dr. Sucipto No. 5 Wlingi,Pemkab,Blitar,66184,0342-691006,0342-691040,24/04/2018
3577074,24/04/2018,RS Umum Islam Siti Aisyah,RSU,C,"dr. Hj. RINI KRISNAWATI, MARS","Jl. Mayjen SungkoNo. 38 Kel. Nambangan Lor, kec. Mangunharjo, Kota Madiun",Swasta/Lainnya,Kota Madiun,63129,0351-464822,0351-464009,24/04/2018
1471091,13/10/2010,RS Umum Daerah  Petala Bumi,RSU,C,"dr. Sylvana Estherlita, M.Kes","Jl Dr. Soetomo No.65, Pekanbaru",Pemprop,Kota Pekanbaru,28142,761-23024,761-561031,24/04/2018
1114011,20/02/2018,RS Umum Daerah Tamiang,RSU,C,"dr.Mustakim,M.Kes","Jl. Kesehatan,Kab.Aceh Tamiang",Pemkab,Aceh Tamiang,24476,0641-332983,0641-332983,23/04/2018
3510054,01/10/2012,RS Islam Fatimah,RSU,C,"Dr. Selamat Widodo, Sp.OG.,MKes","Jl. Jember nomor 25, Kelurahan Kalirejo, Kab. Banyuwangi",Swasta/Lainnya,Banyuwangi,68149,(0333)-425559,(0333)-423204,23/04/2018
3578192,24/03/1977,RS Jiwa Menur,RS Jiwa/ RSKO,A,"drg. Sri Agustina Ariandani, M.kes",Jl. Menur No. 120 Surabaya,Pemprop,Kota Surabaya,60282,031-5021635,031-5021636-37,23/04/2018
1102027,07/06/2011,RS Umum Daerah Kota Subulussalam,RSU,C,dr. Sarifin Usman Kombih,Jl. Hamzah Fansyuri (Subulussalam-Rundeng) Kec. Simpang Kiri Kota Subulussalam,Pemkot,Kota Subulussalam,24782,(0627)31700,(0627)31700,23/04/2018
5105014,14/01/2016,RS Umum Permata Hati,RSU,C,"dr. DN Januardana, MM",Jl. Kecubung No. 22 Samarapura,Swasta/Lainnya,Klungkung,80714,0366-24777,0366-24789,23/04/2018
5101054,13/02/2012,RS Umum Bunda,RSU,C,dr. Dewa Gede Sidan Ardhana,"Jl. Rajawali No. 36, Kelurahan Pendem, Kecamatan Jembrana",Swasta/Lainnya,Jembrana,82211,0365-40251,0365-40089,23/04/2018
