kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3402080,07/03/2017,RS Khusus Ibu dan Anak Kahyangan,RSIA,C,dr. Bangun Kurniady Slamet,Jl Tinosidin No 390 Cebongan Ngestiharjo Kasihan Bantul,Perusahaan,Bantul,55182,0274618953,-,23/08/2018
1803034,21/08/2017,RS Ibu Anak Hidayah Ibu,RSIA,C,dr. Eny Suyanto. SPOG,Jl. Kesuma Bangsa Kel. Way Urang Kec. Kalianda,Swasta/Lainnya,Lampung Selatan,35551,0727322195,-,23/08/2018
1871448,23/04/2018,RS Mata Lampung Eye Center (LEC),RSK Mata,C,"Dr. dr. Prambudi Rukmono, Sp.A (K)","Jl. Sultan Agung, Komplek Ruko Sentra Niaga No. 13-15 Way Halim Permai, Bandar L",Swasta/Lainnya,Kota Bandar Lampung,35141,0721-782270,-,23/08/2018
1871444,26/04/2015,RS Ibu dan Anak Sinta,RSIA,C,"dr. Sukandar Tulus, Sp.OG","Jl. Imam Bonjol No. 512, Langkapura",Perusahaan,Kota Bandar Lampung,35154,0721-266115,0721-5608994,22/08/2018
1902010,15/01/2013,RS Umum Daerah dr. H. Marsidi Judono,RSU,C,"dr. Hendra, Sp.An","Jl. Jend. Sudirman Km 5,5 Desa Aik Rayak Tanjungpandan",Pemkab,Belitung,33415,(0719)-21071,(0719)-22190,21/08/2018
3174282,11/10/2013,RS Jantung dan Pembuluh Darah Harapan Kita,RS Jantung,A,"Dr. dr. Iwan dakota, SPJP(K), MARS, FACC","Jl. S. Parman Kav 87, Slipi",Kemkes,Kota Jakarta Barat,11420,021-5684086,021-5684230,21/08/2018
7271051,22/01/2013,RS Umum Daerah Madani Palu,RSU,C,"dr. Nirwansyah Parampasi, Sp.PA",Jl. Thalua Kontji No. 11  Mamboro Palu,Pemprop,Kota Palu,49148,0451491470,0451491605,21/08/2018
3216416,10/12/2013,RS Umum Permata Keluarga Lippo Cikarang,RSU,Belum ditetapkan,dr. Y Bambang Sulistyo,"JL. M.H Thamrin Kav 129 Lippo Cikarang, Bekasi 17599",Swasta/Lainnya,Bekasi,17559,021-89905588,021-89901860,21/08/2018
3203015,18/01/2016,RS Umum Daerah Sayang,RSU,B,"dr. Hj. Ratu Tri Yulia Herawati, M.KM",Jl. Rumah Sakit No.1 Cianjur,Pemkab,Cianjur,43216,0263-261026,0263-284277,20/08/2018
7206012,06/05/2017,RS Umum  Mokopido Toli-Toli,RSU,C,dr. Danial,"Jl. Lanoni No.37 Kel Baru Kec Baolan kab Toli-Toli, Sulteng",Pemkab,Toli-Toli,94514,0453-21301,0453-21301,20/08/2018
3603047,05/08/2012,RS Selaras,RSU,C,"dr. Muhammad Husein , MARS",Jl. Raya Lapan Rumpin Suradita,Perusahaan,Tangerang,15343,021-75791849,021-75791850,20/08/2018
3303099,25/06/2013,RS Ibu dan Anak Ummu Hani,RSIA,C,dr. Esa Dhiandani,Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah,Perusahaan,Purbalingga,53311,(0281)-891373,(0281)-891276,20/08/2018
3671208,06/02/2014,RS Umum Daerah Kota Tangerang,RSU,C,"dr. H. FERIYANSYAH, MKM",Jl Pulau Puteri Raya Perumahan Modernland,Pemkot,Kota Tangerang,15000,(021)-2972-0200,(021)-2972-0201,20/08/2018
3603186,23/07/2016,RS Ibu dan Anak Assyifa,RSIA,C,"dr. Ahmad Choir, MARS",Jl Paus Raya No. 1 Karawaci kota Tangerang,Swasta/Lainnya,Kota Tangerang,15116,021-5512296,021-5512297,20/08/2018
3578784,15/07/2014,RS Ibu dan Anak Perdana Medica,RSIA,C,DR CHESIA CHRISTIANI LIUWAN,JL Raya Kutisari No. 6 Surabaya,Perusahaan,Kota Surabaya,-,031-8498311-/,-,19/08/2018
3506064,23/02/2015,RS Ibu dan Anak Permata Hati Pare Kediri,RSIA,C,dr. Pramushinto,"Jl. Raya Kediri Nomor 48, Ds. Darungan, Kec Pare Kab Kediri",Swasta/Lainnya,Kediri,64195,0354390212,0354390211,19/08/2018
1275013,03/01/2013,RS Umum Daerah Dr. Pirngadi,RSU,B,"Dr. Suryadi Panjaitan, M.Kes, Sp.PD, FIN","Jl Prof H M Yamin SH No. 47, Medan",Pemkot,Kota Medan,20234,061-4158701,061-4521223,18/08/2018
3471096,28/11/2014,RS  Mata Dr. Yap,RSK Mata,B,"Dr. Eny Tjahjani Permatasari,Sp.M.,MKes",Jl Cik Di Tiro No. 5 Yogyakarta,Organisasi Sosial,Kota Yogyakarta,55223,0274-562054,0274-517239,18/08/2018
3674113,22/03/2010,RS Eka,RSU,B,Dr. Tirtamulya Juandy,"Central Business Distric Lot IX, BSD City.",Swasta/Lainnya,Kota Tangerang Selatan,15321,25655555,25655544,18/08/2018
