kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3217042,09/05/2017,RS Jiwa Provinsi Jawa Barat,RS Jiwa,A,"dr.Riza Putra, Sp.KJ",Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat,Pemprop,Bandung Barat,40551,022-2700260,022-2700304,12/10/2018
3209036,31/01/2013,RS Paru Provinsi Jawa Barat,RSTP,B,"Dr. drg. MARION SIAGIAN, M. Epid","Jl. Pangeran Kejaksan PO.BOX 4 Desa Sidawangi, Kecamatan Sumber Kab. Cirebon",Pemprop,Cirebon,45611,0231-8330707,0231-8330747,12/10/2018
3209051,02/02/2013,RS Umum Mitra Plumbon,RSU,B,"dr. Ahmad Qoyyim, MARS",Jl. Raya Plumbon Km.11 Cirebon,Swasta/Lainnya,Cirebon,45155,323100,322355,12/10/2018
3210014,21/02/2017,RS Umum Daerah Majalengka,RSU,C,"dr. H. HARIZAL FERDIASYAH HARAHAP, MM.",Jl. Kesehatan No.77 Majalengka,Pemkab,Majalengka,45411,0233-281043,0233)-282741,12/10/2018
3211015,26/11/2012,RS Umum Daerah Sumedang,RSU,B,"Dr. H. Hilman Taufik WS, M.Kes",Jl. Prabu Geusan Ulun No 41 Jl. Palasari No. 80 Kabupaten Sumedang,Pemkab,Sumedang,45311,0261-201021,0261-204970,12/10/2018
3305033,12/10/2018,RS Umum Palang Biro Gombong,RSU,C,"drg.Elisabeth Dina Herlina NS,SpKG",Jl.Kartini 37 Gombong 54411,Organisasi Sosial,Kebumen,54411,0287--471290,0287-471496,12/10/2018
3318016,30/09/2011,RS Umum Daerah RAA Soewondo,RSU,B,"dr. Suworo Nurcahyono, M.Kes",Jl. Dr Soesanto  No. 114,Pemkab,Pati,59118,0295-381102,0295-381684,12/10/2018
3321033,28/02/2011,RS Umum Islam NU Demak,RSU,D,"dr. Abdul Aziz, M.H.Kes","Jl. Jogoloyo No.9, Kec. Wonosalam, Demak",Organisasi Islam,Demak,59571,0291685723,0291686508,12/10/2018
3372052,17/12/2012,RS Jiwa Daerah Surakarta,RS Jiwa/ RSKO,A,"drg. R. Basoeki Soetardjo, MMR","Jl. K.H. Dewantoro 80, Jebres, Surakarta",Pemprop,Kota Surakarta,57126,0271-641442,0271-648920,12/10/2018
3503022,24/12/2013,RS Umum Budi Asih Trenggalek,RSU,Belum ditetapkan,dr. Fery Setiawan,Jl. Mayjen Sungkono Nomor 80 Trenggalek,Organisasi Sosial,Trenggalek,66312,0355794690,0355794680,12/10/2018
3504012,13/02/2012,RS Umum Daerah Dr. Iskak Tulungagung,RSU,B,"dr. supriyanto,Sp.B",Jl. Dr. Wahidin Sudiro Husodo Tulungagung,Pemkab,Tulungagung,66224,0355-322609,0355-322165,12/10/2018
3508016,28/01/2016,RS Daerah Dr. Haryoto Kabupaten Lumajang,RSU,B,Dr. Indrayudi Kresna Wardhana,"Jl. Basuki Rahmat No.5, Lumajang",Pemkab,Lumajang,67311,0334-881666,0334-887383,12/10/2018
3511011,13/12/2015,RS Umum dr. H.Koesnadi Bondowoso,RSU,B,"dr. Suharto, Sp. PD",Jl. Piere Tendean No. 3 Bondowoso,Pemkab,Bondowoso,68214,0332-421263,0332-422311,12/10/2018
3513013,00/00/0000,RS Umum Daerah Waluyo Jati Kraksaan,RSU,C,"dr.ENDANG ASTUTI,M.M",Jl. Dr. Soetomo No. 1 Kec. Kraksaan Kab. Probolinggo,Pemkab,Probolinggo,67282,0335-841160,0335-841160,12/10/2018
3514036,31/01/2012,RS Umum Daerah Bangil,RSU,C,drg. LOEMBINI PEDJATI LAJOENG,Jl. Raya Raci - Bangil Kab. Pasuruan,Pemkab,Pasuruan,67153,0343-744900,0343-747789,12/10/2018
3521013,16/03/2016,RS Umum Daerah Dr. Soeroto Ngawi,RSU,C,"Dr. YUDONO, M.M.Kes",Jl. Dr Wahidin no: 27,Pemkab,Ngawi,63213,0351-749023,0351-744774,12/10/2018
3507204,19/01/2018,RS Umum Islam Gondang Legi,RSU,C,"Dr. Husnul Muttaqin,MM","Jl. Hayam Wuruk 66, Gondang Legi Wetan, Kab. Malang",Swasta/Lainnya,Malang,65174,879047---879879,875319,12/10/2018
3574012,17/07/2012,RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo,RSU,B,Plt. drg. RUBIYATI M.Mkes,Jl. Mayjend Panjaitan No.65 Kota Probolinggo,Pemkot,Kota Probolinggo,67219,0335-433119,0335-432702,12/10/2018
6308013,17/02/2018,RS Umum Daerah Pambalah Batung,RSU,C,dr. H. Badrus,Jl. Jenderal Basuki Rahmat No. 1 Amuntai,Pemkab,Hulu Sungai Utara,071414,0527-61041,0527-61041,12/10/2018
