kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3313022,03/05/2016,RS Umum Lanuma Adisumarmo,RSU,D,"dr. Markus Kaban, Sp.Pk.","Jl. Tentara Pelajar - Colomadu, Karanganyar",TNI AU,Karanganyar,57177,021-780050,021-780050,26/09/2018
3404189,09/07/2013,RS UGM,RSU,B,"dr. Arief Budiyanto, Sp.KK (K).,Ph.D","Jl. Kabupaten (Lingkar Utara), Kronggahan, Trihanggo, Gamping",Swasta/Lainnya,Sleman,55291,(0274)-4530404,(0274)-4530606,26/09/2018
3471377,31/05/2016,UPT Rumah Sakit Pratama Kota Yogyakarta,RSU,D,"dr. Ariyudi Yunita, MMR","Jl Kol. Sugiyono No.98 RT 069 RW 019 Brontokusuman, Mergangsan, Yogyakarta",Pemkot,Kota Yogyakarta,55153,0274-373249,0274-373249,26/09/2018
5271101,20/10/2017,RS Universitas Mataram,RSU,C,"dr. Ahmad Taufik S., Sp.OT",Jl. Majapahit No. 62 Mataram,Swasta/Lainnya,Kota Mataram,83125,-,-,26/09/2018
1371010,30/01/2014,RSUP Dr. M. Djamil,RSU,A,"Dr. dr. Yusirwan, Sp.B, Sp.B.A(K), MARS",Jl. Perintis Kemerdekaan Padang,Kemkes,Kota Padang,25127,0751-32371,0751-32371,25/09/2018
3313033,20/03/2012,RS Umum PKU Muhammadiyah Karang Anyar,RSU,C,dr Aditiya Nurcahyanto,Jl. Raya Papahan Ds. Papahan Kec. Tasikmadu Karanganyar,Organisasi Islam,Karanganyar,57722,0271494019,0271495389,25/09/2018
3328055,07/06/2014,RSU Islam PKU Muhammadiyah,RSU,C,"dr. H. Achmad Shochibul Birri, MSI","Jl. Singkil Km.0,5 Adiwerna, Kab.Tegal",Organisasi Sosial,Tegal,52194,0283-3448131,0283-3448184,25/09/2018
5105013,00/00/0000,RS Umum Daerah Klungkung,RSU,B,"dr. I Nyoman Kesuma, MPH",Jl. Flamboyan No. 40 Semarapura,Pemkab,Klungkung,80713,0366-21172,0366-21371,25/09/2018
7313012,11/03/2020,RS Umum Daerah Lamaddukkelleng Kabupaten Wajo,RSU,C,"dr. Andi Sari Dwi Kartini W., S.Ked.",Jl. Kartika Chandra Kirana No. 9 Sengkang,Pemkab,Wajo,90912,0485-21785,0485-21785,25/09/2018
5203024,15/03/2013,RS Islam Namira,RSU,Belum ditetapkan,"dr. Utun Supria, M.kes",Jl. K.H. Akhmad Dahlan No 17 Pancor,Perorangan,Lombok Timur,83612,037621004,037622693,25/09/2018
1771007,06/05/2015,RS Umum Ummi,RSU,C,dr. Henny Widiastutie,Jln. Hibrida Raya No. 01 RT 23 RW 08,Swasta/Lainnya,Kota Bengkulu,38229,(0736)-24832,-,25/09/2018
1174016,31/10/2011,RS Umum Daerah Cut Meutia Kab. Aceh Utara,RSU,B,"drg. Nurhaida, MPH",Jl. Banda Aceh-Medan Km.6 Buket Rata Lhokseumawe,Pemkab,Kota Lhokseumawe,24375,0645-46334,0645-46222,24/09/2018
3375072,22/01/2013,RS Ibu dan Anak Anugerah Pekalongan,RSIA,C,dr. Bonis Edi Artoko,Jl. Perintis Kemerdekaan no.3,Swasta/Lainnya,Kota Pekalongan,51118,(0285)-431491,(0285)-431903,24/09/2018
3502123,00/00/0000,RS Umum Darmayu Ponorogo,RSU,C,dr. Djemiran,Jl. Dr. Sutomo No. 44-50 Ponorogo,Swasta/Lainnya,Ponorogo,63419,(0352)-481320,(0352)-461253,24/09/2018
3302226,06/03/2013,RS Ibu dan Anak Budhi Asih,RSIA,C,"dr. HANANTYO PRIMI ANDRIAWAN, Sp.OG",Jl. Perintis Kemerdekaan 30 Komplek Stadion Mini Purwokerto,Organisasi Sosial,Banyumas,53141,(0281)641310,(0281)637745,24/09/2018
3313056,17/07/2013,RS Khusus Bedah Mojosongo 2,RSK Bedah,C,"dr. Zen Ahyar, SH., MKes., Sp. An","Jln. Nusa Indah , Randurejo, Ngringo, Jaten",Swasta/Lainnya,Karanganyar,57773,0271-822152,0271-853359,23/09/2018
3306112,25/05/2018,RS Umum Ananda Purworejo,RSU,D,"dr.Tri Turnianti Hastuti, SpOG (K)","Jl. Pahlawan, Sucen Juru Tengah, Bayan Purworejo,",Swasta/Lainnya,Purworejo,54152,02753128876,-,22/09/2018
6102055,07/09/2018,RS Umum Bethesda Serukam,RSU,C,"dr. Kristiyan, Sp.OG., M. Kes",Serukam Kec. Samalantan Kab. Bengkayang,Organisasi Protestan,Bengkayang,79101,0562-637019,0562-637019,21/09/2018
6101135,31/12/2010,RS Santa Elizabeth,RSU,D,dr. Felix Tasbun,Jl. Gusti Hamzah 29 Sambas,Organisasi Katholik,Sambas,79411,0562-–-391648,0562---392408,21/09/2018
