kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3674171,02/03/2012,RS Ibu dan Anak Cinta Kasih,RSIA,C,"dr. Bimbing Herlambang, SH,MHKes","Jl.Ciputat Baru Raya No.10, Ciputat",Perusahaan,Kota Tangerang Selatan,15413,(021)-74706020,(021)-747067986,18/10/2018
3573253,20/10/2016,RS Ibu dan Anak Melati Husada,RSIA,C,"dr Arrasyid Indra Mulyawan, MM",Jl. Kawi No. 32-34,Swasta/Lainnya,Kota Malang,65517,0341-341357,0341-365094,18/10/2018
3319022,31/08/2012,RS Umum Kumala Siwimijen Kudus,RSU,D,"dr. Suswanto, Sp.PK, M.Sc",Jl. Jepara KM. 6 Desa Mijen Kec. Kaliwungu,Organisasi Sosial,Kudus,59361,0291-4245551,0291-4245548,18/10/2018
3171782,20/09/2012,RS Ibu dan Anak Andhika,RSIA,C,"dr. Pemi Puji Apriani,MARS","Jl. Warung SIla No. 8 Rt 006/04  Gudang Baru, Ciganjur Jakarta Selatan",Swasta/Lainnya,Kota Jakarta Selatan,12630,021-78887087-/,021-7874612,18/10/2018
3604002,31/10/2014,RS Hermina Ciruas,RSU,C,"Dr. Hardimas, M.Kes",Jl.Raya Serang-Jakarta Km.9 Ds.Ranjeng Rt 01/01 Kec.Ciruas,Perusahaan,Serang,42182,(0254)281829,(0254)281845,18/10/2018
3274137,21/05/2015,RS Ibu dan Anak Cahaya Bunda,RSIA,C,"dr Erwin Didi Purnama, MMRS",Jl. Raya Perjuangan No. 8 Cirebon,Swasta/Lainnya,Kota Cirebon,45132,0231-8333377/88,-,18/10/2018
3175412,29/06/2015,RS Umum Daerah Tugu Koja,RSU,D,"dr. Nailah, M.Si",Jl. Walang Permai No 39,Pemprop,Kota Jakarta Utara,14260,(021)-4358809,(021)-4367168,18/10/2018
3175413,23/07/2015,RS Umum Daerah  Pademangan,RSU,D,"dr. Dwi Oktavia T. L. H.,M.Epid",Jl. Budi Mulia Raya No.2 Pademangan Barat,Pemprop,Kota Jakarta Utara,14420,021-6452346,021-64701541,18/10/2018
3173704,13/01/2016,RS Khusus Bedah Salemba Satu,RSK Bedah,C,"dr.Mevin Handoyo, MKK, FISQua","JL. SALEMBA 1 NO.11-13 , SALEMBA",Swasta/Lainnya,Kota Jakarta Pusat,10430,0213913336,0213149442,18/10/2018
3512038,11/07/2016,RS Umum Mitra Sehat Kabupaten Situbondo,RSU,D,dr. divi mardiyani,Desa Curah Jeru Kecamatan Panji RT 02/RW 011 Kabupaten Situbondo,Swasta/Lainnya,Situbondo,678323,0338-678141,0338-678141,18/10/2018
7208115,18/07/2018,RS Umum Daerah Buluye Napoae Moutong,RSU,D,dr. Nur Rafni Rafid,Jl. H. Samsurizal Tombolotutu No.1 Salumpengut Kec. Moutong,Pemkab,Parigi Moutong,94479,085241429483,-,18/10/2018
1171015,27/12/2013,RS Umum Daerah  Dr. Zainoel Abidin,RSU,A,"Dr. dr. AZHARUDDIN, Sp.OT, K-Spine, FICS","Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",Pemprop,Kota Banda Aceh,23126,0651-34562,0651--34566,17/10/2018
1204056,15/10/1918,RS Umum Daerah Pandan,RSU,C,dr. Sri Indra Susilo,Jl Dr. FL. Tobing No. 05 Pandan,Pemkab,Tapanuli Tengah,22611,0631-372343,0631-372343,17/10/2018
1275633,03/01/2014,RS Umum Martha Friska,RSU,B,dr. Nurlaila Qodrianti Siregar,"Jl KL. Yos Sudarso Km.6 No. 91,Medan",Perusahaan,Kota Medan,20116,061-6610610,061-6612005,17/10/2018
1311013,17/10/2018,RS Umum Daerah Sungai Dareh,RSU,C,"Drg. Chusnul Chotimah Subekti, MPH","Jl. Lintas Sumatera KM 2, Kec.Pulau Punjung Kab.Dharmasraya Tlp.0754-40347",Pemkab,Dharmasraya,27573,0754-40347,0754-40347,17/10/2018
1501012,31/12/2013,RS Umum Daerah Mayjen H. A. Thalib,RSU,C,"Dr. H. Iwan Suwindra, Sp.B",Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci,Pemkab,Kerinci,37112,0748-21447,0748-21285,17/10/2018
1672015,01/01/2012,RS Umum Daerah Kota Prabumulih,RSU,C,"dr. Hj. RUSMINI, M.Kes","Jl. Lingkar, Kel. Gunung Ibul, Kec. Prabumulih Timur",Pemkot,Kota Prabumulih,31111,0713-3300400,0713-3300402/04,17/10/2018
1674010,31/01/2013,RS Umum Daerah Dr. Sobirin Kabupaten Musi Rawas,RSU,C,dr. H. Raden Muhammad Nawawi,Jl. Yos Sudarso No. 13 Kelurahan Pasar Pemiri Kecamatan Lubuklinggau Barat II,Pemkab,Musi Rawas,31611,0733-321995,0733-324973,17/10/2018
1702015,27/12/2012,RS Umum Daerah Curup,RSU,C,drg. Asep Setia Budiman,Jl. Basuki Rahmat No. 10 Dwi Tunggal Curup,Pemkab,Rejang Lebong,39112,0732-23338,0732-23338,17/10/2018
