kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1212012,13/01/2017,RS Umum Dearah Deli Serdang,RSU,B,"dr. Hanip Fahri,MM,Mked (KJ),Sp.KJ",Jl. Thamrin Lubuk Pakam,Pemkab,Deli Serdang,20511,061-7952068,061-7952068,21/02/2018
1312024,16/12/2009,RS Umum Daerah Pasaman Barat,RSU,C,"dr.Budi Sujono,MM","Jl.Jenderal Sudirman, Simpang Ampek, Pasaman Barat",Pemkab,Pasaman Barat,26366,0753-65960,0753-65960,21/02/2018
7371041,23/03/2016,RS Kepolisian Bhayangkara,RSU,B,"dr. ARIS BUDIYANTO, Sp. THT",Jl. Letjen Mapaodang Makassar,POLRI,Kota Makassar,90223,"872514,-830840",0411-877003,21/02/2018
1304014,31/03/2012,RS Umum Daerah Kabupaten Sijunjung,RSU,C,Dr. H Yasril Syahnil,Jl. Lintas Sumatera Km.110 Tanah Badantuang,Pemkab,Sijunjung,27553,0754-20056,-,21/02/2018
9108002,08/03/2017,RS Umum Daerah Raja Ampat,RSU,Belum ditetapkan,"dr. Agus Hariyanto, Sp.B","Jl. Poros Waisai-Warsambin, kelurahan Bonkawir, Distrik Waisai Kota",Pemkab,Raja Ampat,98481,081342709298,-,21/02/2018
1805048,22/04/2015,RS Umum Az - Zahra,RSU,C,dr.Andri Prima,"Jl. Kartini No. 109 Kalirejo , Kec. Kalirejo,",Perusahaan,Lampung Tengah,34174,0729----370089,-,21/02/2018
1306057,31/05/2015,RS Paru Sumatera Barat,RSTP,B,"RIDARSON, SKM, M.Kes",Jl. M. Djamil No 110 Lubuk Alung,Pemprop,Padang Pariaman,25581,0751-96013,0751-96013,21/02/2018
1302013,10/08/2017,RS Umum Daerah Pratama Tapan,RSU,D Pratama,dr. H. Sutarman,Kampung Air Dingin Nagari Bukit Buai Tapan Kecamatan Basa Ampek Balai Tapan,Pemkab,Pesisir Selatan,-,081270633057,-,21/02/2018
1275922,24/10/2017,RS Khusus Mata Provinsi Sumatera Utara,RSK Mata,B,"dr. KUSTINAH, M.Kes",Jalan Kapten Sumarsono No 01 Kelurahan Helvetia Timur Kecamatan Medan Helvetia,Pemprop,Kota Medan,20124,061-80031789,-,21/02/2018
1212045,30/08/2012,RS Umum Sembiring Deli Tua,RSU,B,"dr. Alprindo Sembiring, M.Kes.","Jl. Besar No.77, Deli Tua",Organisasi Sosial,Deli Serdang,20355,061-7030802,061-7030083,20/02/2018
1303012,12/02/2017,RS Umum Daerah Muara Labuh,RSU,C,dr. MEDRI IDAMAN,"Jl. Raya Km.1,Muara Labuh Padang Aro, Kabupaten Solok Selatan Propinsi Sumatera",Pemkab,Solok Selatan,27376,0755-70462,0755-70462,20/02/2018
1371305,25/03/2012,RS Umum Semen Padang Hospital,RSU,C,"Dr. Abdi Setia Putra, MARS",Jl. By Pass KM 7 Kelurahan Pisang Kecamatan Pauh,BUMN,Kota Padang,25161,0751-777888,0751-4782990,20/02/2018
2071114,16/03/2017,RS Umum Daerah Embung Fatimah Kota Batam,RSU,B,drg. ANI DEWIYANA,Jl. R. Soeprapto. Blok D 1 - 9 Batu Aji Kota Batam,Pemkot,Kota Batam,29432,0778-364446,0778-361363,20/02/2018
2004136,24/01/2018,RS Umum Daerah Encik Mariyam,RSU,D,dr. SURYADI,Jl. Masjid Sultan Lingga No. 46 Kp. Darat Daik Kabupaten Lingga,Pemkab,Lingga,29872,081372771583,-,20/02/2018
3502112,19/05/2012,RS Umum Aisyiah Ponorogo,RSU,C,"Dr. H. WEGIG WIDJANARKO, MMR","Jl. Dr Sutomo 18 - 24, Ponorogo",Swasta/Lainnya,Ponorogo,63419,0352-461560,0352-484218,20/02/2018
6310015,19/03/2013,RS Umum Daerah dr. H. Andi Abdurrahman Noor,RSU,C,dr. Arman Jaya Rikki,"Jl. HM. Amin KM. 10 RT. 03, Desa Sepunggur, Kec. Kusan Hilir, Kab.Tanah Bumbu, K",Pemkab,Tanah Bumbu,72171,0811-500266,0518-6070678,20/02/2018
7101013,31/10/2011,RS Umum Datoe Binangkang,RSU,C,"dr. Hj. Sahara Albugis, MPHM","Jl. Trans Sulawesi Desa Lolak II, Kec. Lolak, Sulawesi Utara",Pemkab,Bolaang Mongondow,-,-,-,20/02/2018
7102073,02/02/2013,RS  Budi Setia,RSU,D,"Dr.Hanly C. Walintukan,M.Kes",Kayowas Jaga I Langowan Barat Minahasa,Organisasi Sosial,Minahasa,95694,0431-3174085,0431-371391,20/02/2018
7171024,20/02/2018,RS TK.Teling Manado,RSU,III,"Mayor CKM dr. Fenty Alfian Amu, Sp.P","Jl. 14 Februari Telling Atas,Manado",TNI AD,Kota Manado,0431,852250,853035,20/02/2018
