kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3522064,04/06/2016,RS Ibu dan Anak Fatma,RSIA,C,"dr. Winadra Putra, M.MKes",JL Lettu Suyitno No 2 Desa Campurejo Kecamatan Bojonegoro Kabupaten Bojonegoro,Swasta/Lainnya,Bojonegoro,62119,0353-571576,-,09/08/2018
3525099,14/04/2016,RS Umum Rachmi Dewi,RSU,C,"dr.S Henry Wibowo, MARS, SpAnd",Jl. Jawa 79 - 81 Perum Gresik Kota Baru.,Swasta/Lainnya,Gresik,61151,031-3956000,031-3930135,09/08/2018
3525101,16/11/2017,RS Umar Masud,RSU,D,dr. Tony Sutiyono Hartanto,Jl. Pendidikan No. 2 Sangkapura,Pemkab,Gresik,61181,0325421119,-,09/08/2018
1117025,26/06/2009,RS Umum Daerah Muyang Kute Redelong Bener Meriah,RSU,C,"dr. ARWIN MUNAWARIKO, Sp.OG","Jl. Sp.Teritit _ Sp.Tiga, Redelong, Sp.Empat Kute Kering, Redelong",Pemkab,Bener Meriah,24581,0643-7426252,0643-7426252,08/08/2018
1275094,08/05/2013,RS Umum Advent Medan,RSU,C,dr. Rudi Charles Dodo Sitepu,"Jl Gatot Subroto Km.4,Medan",Organisasi Sosial,Kota Medan,20119,061-4524875,061-4574025,08/08/2018
1275276,31/01/2013,RS Umum Vina Estetica,RSU,C,"dr. Vanny Marianta Sembiring, MARS",Jl Sultan Iskandar Muda No.119,Organisasi Sosial,Kota Medan,20119,061-4147646,061-4564572,08/08/2018
1471146,08/07/1984,RS Jiwa Tampan,RS Jiwa/ RSKO,A,"dr.Haznelli Juita,MM","Jl H.R. Subrantas Km.12,5 Pekanbaru",Pemprop,Kota Pekanbaru,0761,63240,63239,08/08/2018
1671035,12/01/2015,RS Umum dr. AK.Gani Kota Palembang,RSU,C,"Kolonel Ckm dr. Ismi Purnawan,Sp.JP.MARS",Jl. dr AK Gani no I Palembang,TNI AD,Kota Palembang,30132,0711-310672,0711-310672,08/08/2018
1706019,31/03/2015,RS Umum Daerah Mukomuko,RSU,C,dr.Tugur Anjastiko,Jl. Danau Nibung Desa Kota Praja Kecamatan Air Manjunto Kabupaten Mukomuko P,Pemkab,Muko Muko,38365,0737-71148,0737-71148,08/08/2018
2072023,18/12/2013,RS Umum AL Dr Midiyato S,RSU,B,"dr. DWI ADANG ISKANDAR, Sp.B","Jl. Ciptadi No.1,Tanjung Pinang",TNI AL,Kota Tanjung Pinang,290111,0771-21428,0771-25805,08/08/2018
2001013,28/11/2012,RS Umum Daerah Muhammad Sani Kabupaten Karimun,RSU,C,"dr. Zulhadi, MPH",Jl. Soekarno - Hatta No. 1 Tanjung Balai Karimun,Pemkab,Karimun,29661,0777-327808,0777-327818,08/08/2018
2071103,20/12/2011,RS Umum Awal Bros Batam,RSU,B,"Dr. Widya Putri, MARS",Jl. Gajah Mada Kav.I Baloi,Perusahaan,Kota Batam,29400,0778-431777,0778-430777,08/08/2018
3172126,09/01/2014,RS Umum Daerah Pasar Rebo,RSU,B,"dr. TRI NOVIATI, MARS",Jl. TB Simatupang No.30,Pemprop,Kota Jakarta Timur,13760,021-8401127,021-8411159,08/08/2018
3201152,01/01/2013,RS Umum Mary Cileungsi Hijau,RSU,C,"dr. Avicena Indraswara,SKM, MARS",Jl. Raya Narogong Km 21 Cileungsi Bogor,Swasta/Lainnya,Bogor,16820,021---8249-2222,021---8249-3902,08/08/2018
3306104,19/09/2017,RS Umum Palang Biru Kutoarjo,RSU,C,"dr. Iwan Santoso, MPH","Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo",Organisasi Sosial,Purworejo,54212,0275-641425,0275-642560,08/08/2018
3309041,08/08/2018,RS Umum Dr. Oen Sawit,RSU,D,"dr. Soehardi, MKes","Dk. Tegalarum, Ds. Kateguhan, Kec. Sawit, Kab. Boyolali",Organisasi Sosial,Boyolali,57374,(0271)-782420,(0271)-782421,08/08/2018
3314023,01/03/2012,RS Umum Mardi Lestari Sragen,RSU,D,"dr.Rosalia Sri Hidayati, M.Kes","Jl. Rokan No.8,Sragen",Organisasi Sosial,Sragen,57211,0271-891033,0271-894535,08/08/2018
3314056,10/05/2013,RS Umum Islam Amal Sehat Sragen,RSU,C,"dr. H. Dukut SHA,Sp.PD, FINASIM","Jl. Veteran No.35, Sragen, Jawa Tengah",Organisasi Islam,Sragen,57221,0271-891977,0271-890109,08/08/2018
3320010,31/12/2014,RS Umum Daerah R. A. Kartini,RSU,B,"dr. Dwi Susilowati, MKes",Jl. K.H. Wahid Hasyim Jepara,Pemkab,Jepara,59421,0291-593286,0291-591145,08/08/2018
