kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
6304016,11/02/2013,RS Jiwa Sambang Lihum,RS Jiwa/ RSKO,A,"dr. H. IBG Dharma Putra, MKM","Jl Gubernur Syarkawi KM.3,9 Kec.Gambut",Pemprop,Banjar,70652,0511-6730000,0511-6730006,13/02/2018
6402041,02/12/2003,RS Umum Daerah Harapan Insan Sendawar,RSU,C,"dr. H. R. Bambang Setyo Basuki, Sp. PD.","Jl. Mawar, Kampung Sekolaq Joleq, Kecamatan Sekolaq Darat",Pemkab,Kutai Barat,75565,0545-4044001,0545-4044001,13/02/2018
6472063,19/03/2015,RS Jiwa Atma Husada Mahakam,RS Jiwa,A,"dr. Hj. Padilah Mante Runa, M.Si",Jl. Kakap No.23 Samarinda,Pemprop,Kota Samarinda,75115,0541-743364,0541-741035,13/02/2018
9271045,01/05/2013,RS Jiwa Abepura,RS Jiwa/ RSKO,B,"Daniel L. Simunapendi, SKM. MM","Jl. Kesehatan II Abepura, Kota Jayapura",Pemprop,Jayapura,99000,0967-581267,0967-581267,13/02/2018
1671324,19/08/2016,RS Ibu dan Anak Rika Amelia,RSIA,C,dr. Rizal Manan,Jl. Sultan Machmud Badaruddin II No. 18 Rt. 17 Rw. 04 Kel. Alang-Alang Lebar KM,Organisasi Sosial,Kota Palembang,30131,0711432429,0711384192,13/02/2018
7201012,15/12/2015,RS Umum Daerah Trikora Salakan,RSU,C,dr. James H.D Pinontoan,Jln. Trans Peling KM. 5 No. 1 Salakan,Pemkab,Banggai Kepulauan,94785,0462-2222118,-,13/02/2018
1301010,31/01/2007,RS Umum Daerah Kep. Mentawai,RSU,D,dr. Marulam PMHS,Jl. Raya Tuapejat KM.9 - Sipora Utara,Pemkab,Kepulauan Mentawai,25392,-,-,12/02/2018
5313026,20/01/2016,RS  ST Rafael Cancar,RSU,D,dr. MARIA NAKI,"Jl. Ruteng -  Labuan Bajo- Cancar Ruteng,Kab.Manggarai",Organisasi Katholik,Manggarai,86511,085239810401,-,12/02/2018
8108002,25/10/2012,RS Umum Daerah Tiakur,RSU,D,dr Jimmy Sindahanis,TIAKUR,Pemkab,Maluku Barat Daya,-,081343343290,-,11/02/2018
1376015,00/00/0000,RS Umum Daerah Dr Adnaan WD,RSU,C,"dr. EFRIZA NALDI, Sp.OG","Jl. AIS Nasution 25,Balai Kaliki Payakumbuh",Pemkot,Kota Payakumbuh,26212,0752-92018,0752-92018,10/02/2018
7371400,28/02/2012,RS Ibu dan Anak Sitti Khadijah III Muhammadiyah Ma,RSIA,C,"dr. Hj. Darmawati Djalil, MM,DPDK",Jl. Veteran Selatan No. 201 Makassar Sulawesi Selatan,Organisasi Sosial,Kota Makassar,90131,0411-871780,0411-8910850,10/02/2018
1305014,09/02/2018,RS Umum Daerah Prof Dr M.A Hanafiah,RSU,C,dr. Afrizal Hasan,Jl. Bundo Kanduang no 1 Batusangkar,Pemkab,Tanah Datar,27281,0752-71008,0752-71008,09/02/2018
1374013,28/01/2012,RS Umum Daerah Padang Panjang,RSU,C,dr. Ardoni,Jl. Tabek Gadang Kelurahan Ganting Kec.Padang Panjang Timur Kota Padang Panjang,Pemkot,Kota Padang Panjang,27118,0752-82046,0752-82046,09/02/2018
3402016,01/01/2013,RS Umum Daerah Panembahan Senopati,RSU,B,dr. GANDUNG BAMBANG HERMANTO,Jl Dr. Wahidin Sudiro Husodo Bantul,Pemkab,Bantul,55714,0274-367381,0274-367506,09/02/2018
6471079,13/02/2015,RS Umum Daerah Beriman,RSU,C,dr. C. I. Ratih Kusuma W.,Jl. Mayjend Sutoyo Rt 01 No. 30 Gn Sari Ulu,Pemkot,Kota Balikpapan,76113,(0542)-792022,(0542)-792030,09/02/2018
6472041,18/10/2006,RS Dim 0901 Samarinda,RSU,A,"dr. Isriyanto, Sp.PD., M.Kes",Jl. Jend. Sudirman no.52 Samarinda,TNI AD,Kota Samarinda,74117,0541742168,0541742168,09/02/2018
7204043,12/01/2014,RS GKST Tentena,RSU,D,"dr. Yonbert Larobu, MARS",Jl. Setia Budi No.98. Tentena Kec.Pamona Puselemba,Organisasi Sosial,Poso,94663,045821104,045821393,09/02/2018
3516032,14/02/2012,RS Sido Waras,RSU,C,"Krisnawan.,dr,MARS","Jl. Raya Pasar Sawahan km.10 Kec.Bangsal, Kab.Mojokerto",Perusahaan,Mojokerto,61381,"(0321)-598621,",(0321)-598624,09/02/2018
3507113,18/12/2017,RS Umum Bhakti Bunda,RSU,D,"dr. Teguh Ristiwanto, MARS",Jl. Mayjen Panjaitan No. 176 Kel. Penanggungan Kec. Klojen,Swasta/Lainnya,Kota Malang,65113,0341552955,-,09/02/2018
