kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3275307,00/00/0000,RS Umum Hosana Medica Bekasi,RSU,C,dr. Albert Limanto,Jl. Pramuka No.12 Rt.004/Rw002 Kel.Sepanjang Jaya Kec.Rawalumbu Bekasi,Swasta/Lainnya,Kota Bekasi,17114,021-8221570,021-8221574,08/01/2018
3508054,04/01/2018,RS Bhayangkara Lumajang,RSU,C,"dr.Sri Handayani,MMRS","Jl. Kyai Ilyas Nomor 7, kabupaten Lumajang",POLRI,Lumajang,67311,0334-881646,0334-893771,08/01/2018
1807016,13/03/2012,RS Umum Haji Kamino,RSU,C,dr. Dimas Gugum Prayuda,Jl. Sriwijaya No. 56 Kp. Setia Negara Kec. Baradatu Kab. Way Kanan,Organisasi Sosial,Way Kanan,34761,081272095786,0,08/01/2018
1509016,15/06/2012,RS Sentral Medika,RSU,D,"dr. Dewi Hayati, Sp.A",iaJl. Rangkayo Hitam RT. 20 RW.07 Kelurahan Jaya Setia,Swasta/Lainnya,Bungo,37214,0747-22207,0747-22209,08/01/2018
7372077,08/01/2017,RS Ibu dan Anak Ananda Trifa,RSIA,C,dr. AHMAD ULIL ALBAB,Jl. H. Agussalim No. 218 Parepare,Swasta/Lainnya,Kota Pare-pare,-,0421-28444,-,08/01/2018
7371428,12/06/2017,RS Ibu dan Anak Paramount,RSIA,B,"dr. Muhammad Nadjib, MM, AAAK",Jl. Andi Pangeran Pettarani No 82 Makassar,Perusahaan,Kota Makassar,90222,0411-4671666,0411-4671999,08/01/2018
1212181,25/09/2017,RS Umum Mitra Medika,RSU,C,"dr. Deli Theo, Sp.PK, MARS","Jl. Medan - Batang Kuis Dusun XI Emplasmen, Desa Bandar Klippa, Kecamatan Percut",Swasta/Lainnya,Deli Serdang,20371,06173381822,06173381722,08/01/2018
1671243,18/05/2017,RS Umum Bunda Palembang,RSU,C,"dr.Hj. Halipah Mahyuddin, NS. Sp.THT.MM",Jl. Demang Lebar Daun No 70 Palembang,Organisasi Sosial,Kota Palembang,30137,0711-311866,0711-355553,06/01/2018
3201242,03/09/2016,RS Ibu dan Anak Kenari Graha Medika,RSIA,C,"dr. Cholid Yamani, MARS.",Griya Kenari Mas Blok B2 Cileungsi Bogor,Swasta/Lainnya,Bogor,16820,021-8230426,021-8231829,06/01/2018
1371091,01/09/2012,RS Umum Islam Ibnu Sina,RSU,C,"Dr. HJ.MAZNI,MARS",Jl. Gajah Mada Gunung Pangilun Padang,Organisasi Islam,Kota Padang,25137,0751-444712,0751-443115,04/01/2018
1208064,24/05/2017,RS Umum Permata Hati,RSU,D,"Dr. Heldriana Dwinanda, Sp.B",Jl Ir H Juanda No 21 Kisaran,Perusahaan,Asahan,21212,081360101887,-,04/01/2018
3515138,28/06/2013,RS Umum Aisyiyah Siti Fatimah,RSU,D,"dr. Tjatur Prijambodo, M.Kes",Jl Kenongo No. 14 Tulangan Sidoarjo,Organisasi Islam,Sidoarjo,61273,(031)-8856303,(031)-8851922,02/01/2018
3312309,20/03/2014,RS Umum Astrini,RSU,C,dr Pajar Sigit Nugroho,"JL. Brigjend Katamso, Kaliancar, Selogiri.",Swasta/Lainnya,Wonogiri,57652,(0273)-322864,(0273)-5328948,02/01/2018
7271132,14/11/2016,RS Samaritan Palu,RSU,C,"dr. WELLY HONGKRIWANG, DTMH",JL. Towua No 77 Palu,Perorangan,Kota Palu,94113,0451-4010925,0,02/01/2018
7271116,27/04/2017,RS Ibu dan Anak Tinatapura,RSIA,C,"dr John Abas Kaput,Sp.OG",Jl. Raden Saleh 31 Palu,Organisasi Sosial,-,0451,422870,-,30/12/2017
3271013,11/02/2013,RS Umum PMI Bogor,RSU,B,"Dr. Yuliantini, MARS",Jl. Raya Pajajaran No. 80 Bogor,Organisasi Sosial,Kota Bogor,16000,0251-8324080,0251-8324709,29/12/2017
7305013,27/12/2017,RS Maryam Citra Medika,RSU,D,dr. H. A Rivai Ibrahim,"Jl Poros Takalar-Makassar KM, Kelurahan Bajeng, Kecamatan Pattallassang, Kabupat",Swasta/Lainnya,Takalar,92211,04182312517,-,29/12/2017
3401051,21/02/2012,RS Umum Rizki Amalia,RSU,D,dr. Sarwo Hardjono,"Jl Wates-Purworejo Km.10, Kalidengen, Temon, KP",Swasta/Lainnya,Kulon Progo,55654,0274-6472569,0274-6472618,28/12/2017
3175315,01/01/2017,RS Umum  Satya Negara,RSU,D,Dr. Santoso Kurniawan,Jl. Agung Utara Raya No. 1 Jakut,Organisasi Sosial,-,14350,021-64715200,021-64717813,27/12/2017
