kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7172014,23/03/2011,RS Budi Mulia Bitung,RSU,C,"dr. Juriko Piter Pandean, MARS",Jl. Sam Ratulangi X/9A Bitung,Organisasi Katholik,Kota Bitung,95513,0438-21442,0438-21922,12/07/2018
3201232,04/05/2012,RS Umum Daerah Cileungsi,RSU,C,"drg. Mike Kaltarina, MARS",Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor,Pemkab,Bogor,16820,(021)-89934667,(021)-89934668,12/07/2018
1601084,19/09/2017,RS Umum Dokter Maulana AK,RSU,D,drg.Jon Reflianto,Jl. Dr. Moh. Hatta Kel. Kemalaraja Kec. Baturaja Timur,Perusahaan,Ogan Komering Ulu,32111,0735320377,-,12/07/2018
6107025,01/05/2018,RS Umum Assyifa Sintang,RSU,D,Dr. Ari Satriyo,Jl. MT. Haryono RT 11 RW 03 Kelurahan Kapuas Kanan Hulu Sintang,Perusahaan,Sintang,78614,056523396,056523396,12/07/2018
3211026,31/12/2014,RS Umum Pakuwon,RSU,C,dr. H. Noerony Hidayat,Jl. Raden Dewi Sartika No. 17 Kel. Regol Wetan Kec. Sumedang Selatan Kab. Sumeda,Swasta/Lainnya,Sumedang,45311,0261-210834,0261-210932,11/07/2018
5102047,13/06/2017,RS Nyitdah,RSU,C,"dr. Nyoman Wisma Brata, M.Kes.",BANJAR TEGAL ANTUGAN DESA NYITDAH KECAMATAN KEDIRI,Pemkab,Tabanan,-,0361813495,-,11/07/2018
3310395,10/07/2018,RS Umum Cakra Husada,RSU,D,"dr. Netty Herawati, Sp.OG","Jl. Merbabu No. 7,Klaten",Organisasi Sosial,Klaten,57423,(0272)-321123,(0272)-329029,10/07/2018
3506036,02/10/2000,RS Umum Amelia,RSU,D,dr.Indradi Pramudya,Jl. Pahlawan No. 25A Pare Kediri,Swasta/Lainnya,Kediri,64212,0354-394118,0354-398383,09/07/2018
3509101,09/04/2012,RS Utama Husada Jember,RSU,D,"Dr. Hari Pitono, MARS","Jl. Manggar No.134 Tegalsari, Ambulu Jember",Swasta/Lainnya,Jember,68172,0336--881187,-,09/07/2018
7207013,27/02/2017,RS Umum Daerah Buol,RSU,C,"dr. Maryati A. Ismail,MARS",Jln. DR. Wahidin Sudirohusodo No.12 Kel. Leok II  Kec. Biau,Pemkab,Buol,94563,081341199923,-,09/07/2018
5171053,00/00/0000,RS Umum Manuaba,RSU,C,dr.I Made Supartayasa,Jl. Cokroaminoto 28 Denpasar,Organisasi Sosial,Kota Denpasar,80116,0361-437143,0361-429447,07/07/2018
1509029,14/05/2018,RS Ibu dan Anak Moelia,RSIA,C,dr. Nurlaila Oktora,Jl. Diponegoro RT. 13 RW. 04 Pasir Putih Muara Bungo,Perorangan,Bungo,37212,081266089089,-,07/07/2018
1409012,06/07/2018,RS Umum  Agung,RSU,C,"dr. Adek Novita Dayeng, Sp.OG",Jl Jenderal Sudirman km.8,Perorangan,Rokan Hilir,28992,081267877291,-,06/07/2018
3572072,16/03/2017,RS Ibu dan Anak Tanjungsari,RSIA,C,dr. Gabriel Arni Sabbatina,Jalan Mahakam Nomor 147-149 Kelurahan Tanjungsari Kecamatan Sukorejo Kota Blitar,Swasta/Lainnya,Kota Blitar,66122,(0342)-4559741,-,06/07/2018
1275826,05/01/2015,RS Umum Bahagia Medan,RSU,C,dr.M.Harmen Reza Siregar,Jl Bahagia 85 Ds.Teladan,Organisasi Sosial,Kota Medan,20217,(061)-7360947,(061)-7332300,05/07/2018
1116011,02/03/2015,RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya,RSU,C,dr. Suryadi,"Jln. Ali Gunong, Lr. PMI No. 1, Calang, Kec. Krueng Sabee",Pemkab,Aceh Jaya,23654,(0654)-2210322,(0654)-2210322,05/07/2018
3329109,12/12/2014,RS Umum Amanah Mahmudah,RSU,D,"dr. H. Ahmad Ridlo, M. Kes, Sp. OG",JL. Jenderal Sudirman No. 06 Sitanggal Larangan,Perusahaan,Brebes,52262,0283-6183504,0283-4582099,05/07/2018
1671347,02/10/2017,RS Umum Daerah Siti Fatimah Provinsi Sumatera Selatan,RSU,B,"dr. Asep Zainuddin,Sp.PK",Jl. Kol. H. Burlian Km 6,Pemprop,Kota Palembang,-,081273976968,-,05/07/2018
3202051,04/07/2018,RS Umum Daerah Jampang Kulon,RSU,C,"PLt.dr.ROCHADY HSW,Sp.OG.,M.Kes","Jl. Cibarusah No.1 Jampang Kulon, Kab.Sukabumi",Pemprop,Sukabumi,43178,0266-490009,0266-490987,04/07/2018
