kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3572073,08/01/2018,RS Islam Aminah,RSU,D,"dr. Wasingah, M.MKes",Jl. Kenari No. 54 Blitar,Organisasi Islam,Kota Blitar,66134,0342801662,-,28/03/2019
3172013,20/10/2013,RSUP Persahabatan,RSU,A,"Dr. Mohammad Ali Toha, MARS","Jl. Persahabatan Raya No. 1,Jaktim",Kemkes,Kota Jakarta Timur,13230,021-4891708,021-4711222,19/03/2019
7109028,31/10/2013,RSU Ratatotok - Buyat,RSU,C,dr. Femy Langi M.MKes,JL. J.W. Lasut Ratatotok II Kecamatan Ratatotok,Kemkes,Minahasa Tenggara,95697,0431-3177610,0431-3177610,19/03/2019
1223002,31/10/2012,RS Umum Daerah  Aek Kanopan,RSU,C,dr. HJ.Tengku Mestika Mayang,Jl Jendral Sudirman. No. 25 Aek Kanopan Kec. Kualuh Hulu Kab. Labuhanbatu Utara,Pemkab,Labuhan Batu Utara,21457,0624-92525,0624-92525,19/03/2019
6108014,31/01/2019,Rumah Sakit Umum Daerah Semitau,RSU,D,"dr. Robert Eria, SpOG",Jalan Suhaid Semitau,Pemkab,Kapuas Hulu,78771,081352415999,-,15/03/2019
3504070,14/02/2012,RS Umum Islam  Madinah,RSU,D,Dr. Ari Mahardinata,"Jl. Jatiwayang  Lk 02 Ngunut, Tulungagung",Swasta/Lainnya,Tulungagung,66292,0355-396055,0355-396824,12/03/2019
1771014,26/09/2018,RS Umum Daerah Dr. M. Yunus Bengkulu,RSU,B,"Dr. Zulki Maulub Ritonga, Sp.An",Jl. Bayangkara Kel. Sido Mulyo Kec. Gading Cempaka Kota Bengkulu,Pemprop,Kota Bengkulu,38229,(0736)-52004,0736-52007,11/03/2019
1271016,31/03/2016,RS Umum Daerah Dr. Fl Tobing Sibolga,RSU,B,"Dr. Masrip Sarumpaet, M.Kes",Jl Dr. F.L. Tobing No. 35 Sibolga,Pemkot,Kota Sibolga,22521,0631-24725,0631-21444,25/02/2019
1404027,10/07/2017,RS Umum  Amalia Medika,RSU,D,"dr. Desvavri, MPH",Jl Lintas Timur Pangkalan Kerinci - Pelalawan - Riau,Perusahaan,Pelalawan,28300,0761-95348-/-49,0761-493345,25/02/2019
6271028,01/11/2018,RSIA YASMIN PALANGKA RAYA,RSIA,C,dr. MARIA DEWI PURWANTI,"JL. CILIK RIWUT NO. 04 KM. 1,5",Swasta/Lainnya,Kota Palangka Raya,73112,053632206193,05363220734,22/02/2019
6473016,04/01/2011,RS Umum Daerah Tarakan,RSU,B,"dr. Muhammad Hasbi Hasyim, Sp.PD",Jl P. Irian No. 01 Skip Tarakan,Pemprop,Kota Tarakan,71131,0551-21166,0551-21720,20/02/2019
1805024,12/02/2014,RS Umum Islam Asy-Syifaa Bandar Jaya,RSU,C,dr. Imilia Safitri,Jl. Lintas Sumatera KM 65 Yukum Jaya Terbanggi Besar Bandar Jaya,Perusahaan,Lampung Tengah,34162,0725-25264,-,13/02/2019
1305017,26/05/2017,RS Umum Harapan Ibunda,RSU,D,"dr. H.Suchyar Iskandar, M.Kes","Jl. Imam Bonjol No.3B, Dobok",Swasta/Lainnya,Tanah Datar,27212,(0752)-71885,(0752)-71885,27/12/2018
7318056,04/04/2018,RS Sinar Kasih,RSU,D,"EDWIN SALLI PADANG,S.Ked,M.kes",Jl. Buntu Pantan,Perorangan,Tana Toraja,91811,0423-22585,-,22/12/2018
3521015,28/04/2015,RS Umum At-Tin Husada,RSU,C,dr. Herbi Purwadianto,Jl. Raya Watualang KM. 04 Desa Watualang,Swasta/Lainnya,Ngawi,63251,0351-747888,0351-747666,18/12/2018
1904013,14/04/2007,RS Umum Daerah Kab.Bangka Tengah,RSU,C,"dr. Yeni Marlina, Sp.PD","Jl. By Pass No 01 Kec.Koba,Kab. Bangka Tengah",Pemkab,Bangka Tengah,33181,0718-6911040,0718-6911040,13/12/2018
5104036,13/01/2015,RS Umum Famili Husada,RSU,C,dr. Made Koen Virawan.MARS,"Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",Perorangan,Gianyar,80511,0361-8493344,0361-8493430,11/12/2018
7317075,31/05/2010,RS Umum Daerah Batara Guru,RSU,C,Dr.Hj.FATRIWATI RIFAI,"Jl. Tomakaka, Desa Lebani, Kec. Belopa Utara, Kab. Luwu",Pemkab,Luwu,91994,0471-3314100,0471-3314100,06/12/2018
7171098,10/04/2013,RS Ibu dan Anak Kasih Ibu,RSIA,Belum ditetapkan,"Dr. F. J. O. Pelealu, MPH","Jl Wolter Mongisidi, No. 1, Komp. Bahu Mall, Blok C. 23. Kel. Bahu, Kec. Malalay",Swasta/Lainnya,Kota Manado,95115,0431-834780,0431-834721,06/12/2018
