kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
2071023,20/10/2014,RS Umum Harapan Bunda Batam,RSU,C,"Dr. Made tantra wirakesuma,MARS",Jl. Seraya No. 1 Batam,Organisasi Sosial,Kota Batam,29454,0778---457333,0778---456800,18/10/2018
3172505,09/10/2018,RS Islam Jakarta Pondok Kopi,RSU,B,"dr.H. Slamet Budiarto,SH.MH.Kes",Jl. Raya Pondok Kopi Jakarta Timur,Organisasi Islam,Kota Jakarta Timur,13460,021-8610471,021-8611101,18/10/2018
3175016,00/00/0000,RS Umum Daerah Koja,RSU,B,dr. Theryoto. MKes,"Jl. Deli No.4 Tanjung Priok,Jakut",Pemprop,Kota Jakarta Utara,14220,021-43938478,021-4352401,18/10/2018
3205010,12/10/2018,RS Umum Daerah dr. Slamet Garut,RSU,B,"dr.H.MASKUT FARID, MM",Jl. Rumah Sakit No.12 Garut,Pemkab,Garut,44151,0262-232720,0262-541327,18/10/2018
3272014,30/12/2014,RS Umum Daerah  R Syamsudin SH,RSU,B,"dr. Bahrul Anwar, MKM",Jl. Rumah Sakit No. 1 Kota Sukabumi,Pemkot,Kota Sukabumi,43113,0266-225180,0266-212988,18/10/2018
3273026,00/00/0000,RS Umum Sartika Asih,RSU,C,"dr. FARID AMANSYAH, Sp.PD",Jl. Moch. Toha No. 369 Bandung,POLRI,Kota Bandung,40255,022-5229544,022-5229545,18/10/2018
3305066,31/01/2017,RS Umum PKU Muhamadiyah Gombong,RSU,C,"dr. H.Ibnu Nasser A, SAg MMR",Jl. Yos Sudarso 461 Gombong Kebumen,Organisasi Islam,Kebumen,54412,0287-471780,0287-473614,18/10/2018
3305092,21/01/2016,RS Umum Purbowangi,RSU,D,dr. Grata Vendy Pradhana,Jl. Yos Sudarso Barat No.1 Gombong,Organisasi Sosial,Kebumen,54474,(0287)-471080,(0287)-473707,18/10/2018
3307013,31/01/2013,RS Umum Setjonegoro Wonosobo,RSU,C,"dr. RM. OKIE HAPSORO, BP, M.KES, MMR","Jl. Setjonegoro No.1,Wonosobo",Pemkab,Wonosobo,56311,0286-321091,0286-323873,18/10/2018
3321011,27/06/2011,RS Umum Daerah Sunan Kalijaga,RSU,C,"Dr. Deby Armawati, Sp.M","Jl. Sultan Fatah No. 669/50,Demak",Pemkab,Demak,59511,0291-685018,0291-681609,18/10/2018
3503011,15/02/1998,RS Umum Daerah dr. Soedomo Trenggalek,RSU,C,"dr. Saeroni, MMRS",Jl. dr Sutomo Nomor 2 Trenggalek,Pemkab,Trenggalek,66312,0355-793110,0355-793110,18/10/2018
3509043,02/04/2013,RS Paru Jember,RSTP,B,"dr. Nur Siti Maimunah, M.Si",Jl. Nusa Indah No. 28 Jember,Pemprop,Jember,68118,0331-411781,0331-421078,18/10/2018
3510021,30/01/2013,RS Umum Bhakti Husada,RSU,C,"drg. Hindun Mardiyana, M.Kes",Jl. Gajahmada No. 15 Jember,Swasta/Lainnya,Banyuwangi,68466,0333-821118,0333-821224,18/10/2018
5102010,16/03/2012,RS Umum Daerah Tabanan,RSU,B,"dr. I Nyoman Susila, M.Kes.",Jl. Pahlawan No. 14 Tabanan,Pemkab,Tabanan,82100,0361-811027,0361-811202,18/10/2018
6212020,06/03/2013,RS Umum Daerah Tamiang Layang,RSU,C,"dr. Jimmi WS Hutagalung, M. Mkes",Jl. Nansarunai Tamiang Layang No. 62,Pemkab,Barito Timur,73611,0526-2091235,0526-2091235,18/10/2018
7174024,00/00/0000,RS Monompia,RSU,C,"Dr. Salmon Helwedery, MA","Jl. A. Yani No.720, Kotamobagu Utara",Organisasi Protestan,Kota Kotamobagu,95718,0434---22455,0434---23222,18/10/2018
7314013,02/12/2012,RS Umum Daerah Nene Mallomo,RSU,C,"drg. Hj. Hasnani Rapi, M.Kes","Jl. Wolter Monginsidi Pangkajene, Kab. Sidenreng Rappang",Pemkab,Sidenreng Rappang,91611,0421-91493,0421-91493,18/10/2018
3174074,23/12/2013,RS Umum Daerah Cengkareng,RSU,B,dr.  Sugino Kesuma Karo Karo S.,Jl.Kamal Raya Bumi Cengkareng Indah Cengkareng Timur,Pemprop,Kota Jakarta Barat,11730,(021)-54372874,(021)-5442693,18/10/2018
3275017,09/05/2018,RS Ibu dan Anak Karunia Kasih,RSIA,C,dr. Rudolf M. Usmany,"Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi",Swasta/Lainnya,Kota Bekasi,17411,021-8461970,021-8460991,18/10/2018
