kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7306046,11/02/2013,RS Umum Daerah Syehk Yusuf Gowa,RSU,B,"Dr. H. Salahuddin, M.Kes",Jl. Dr. Wahidin Sudirohusodo No.48 Sungguminasa Kabupaten Gowa,Pemkab,Gowa,92111,411-866536,411-840892,12/10/2018
7310016,20/02/2018,RS Umum Daerah Pangkep,RSU,C,"dr.H.Annas Ahmad,Sp.B,M.Kes",Jl. Sultan Hasanudin 7 Pangkajene,Pemkab,Pangkajene Kepulauan,90611,0410-2311118,0410-2311119,12/10/2018
7316015,12/10/2018,RS Umum Daerah Massenrempulu Enrekang,RSU,C,dr. H.Muh Yusuf KS,Jl. Jend Sudirman Keppe Enrekang,Pemkab,Enrekang,91711,0420-22128,0420-21770,12/10/2018
7371052,20/02/2012,RS Akademis Jaury,RSU,B,Dr. David kurnia Sp.PD,Jl. Jend. M. Jusuf No. 57 Makassar,Organisasi Sosial,Kota Makassar,90174,0411-3617343,0411-3613914,12/10/2018
7372075,17/04/1998,RS Umum Daerah Andi Makkasau Parepare,RSU,B,"dr.Hj.RENNY ANGGRAENY SARI,M.Kes",Jl. Nurussamawati No.9 Kota Parepare,Pemkot,Kota Pare-pare,91122,0421-21823,0421-27643,12/10/2018
7502033,08/10/2018,RS Umum Daerah dr. M. Mohammad Dunda,RSU,B,dr. Moh. Natsir Mawardy Abdul,Jl. Achmad A. Wahab (eks Ahmad Yani No. 53) Limboto Gorontalo,Pemkab,Gorontalo,96219,881455,881095,12/10/2018
8201021,13/03/2017,RS Umum Daerah Jailolo,RSU,C,dr. H.Syafrullah Radjilun.MM,"Jl.Ir. Soekarno Ds. Acango-Jailolo,Halmahera Barat",Pemkab,Halmahera Barat,97725,21070,-,12/10/2018
7371234,31/01/2015,RS Khusus Daerah Ibu dan Anak Pertiwi,RSIA,B,"Dr. dr. Hj. Nur Rakhmah., Sp.OG(K), M.K","Jl. Jend.Sudirman No.14, Makasar",Pemprop,Kota Makassar,90113,0411-3616134,0411-312242,12/10/2018
9106013,26/11/2011,RS Umum Daerah Scholoo Keyen,RSU,C,"dr.FELIX DUWIT M.Sc,MPH,Sp.PD",Jl. Teminabuan - Ayamaru Kampung Keyen - Teminabuan,Pemkab,Sorong Selatan,98454,08114864626,-,12/10/2018
1771062,14/07/2011,RS Tiara Sella,RSU,C,dr.Vini Restu Insani,Jl.S.Parman No.61 Kota Bengkulu,Perusahaan,Kota Bengkulu,38223,(0736)-20350/-(,0736-20625,12/10/2018
3507096,31/12/2013,RS Umum Wava Husada,RSU,B,dr. Hendri Tuhu Prasetyo,"Jl. Panglima Sudirman No. 99A, Dilem, Kec. Kepanjen, Kab. Malang",Swasta/Lainnya,Malang,65163,0341-393000,0341-398398,12/10/2018
1307017,14/02/2013,RS Ibu dan Anak Rezki Bunda,RSIA,C,dr. Atika Rahimah,Jln. Gajah Mada No. 435A Lansano. Kec. Lubuk Basung,Perorangan,Agam,26415,0752-66364,0752-66367,12/10/2018
3671202,14/03/2012,RS Ibu dan Anak Mutiara Bunda,RSIA,C,"dr. Mukmin, M.Kes","Jl. Dr. Cipto Mangunkusumo No.3, Kec. Ciledug, Kota Tangerang-Banten",Perusahaan,Kota Tangerang,15151,021---73454951,021-73454952,12/10/2018
3515129,05/04/2012,RS Ibu dan Anak Soerya,RSIA,C,dr. Ida Imami Kurniasari,Raya Kalijaten 11-15 Taman Sidoarjo,Perusahaan,Sidoarjo,61257,031-7885011,031-7873633,12/10/2018
3511012,05/04/2018,RS Bhayangkara Bondowoso,RSU,D,"dr. LUSIANTO MADYO NUGROHO, M.MKes.","JL. Jend. Pol. Sucipto Judodiharjo No. 12, Kec.  Bondowoso, Kab. Bondowoso",POLRI,Bondowoso,68212,0332433431,0332433344,12/10/2018
1278002,11/08/2018,RS Umum Bethesda,RSU,D,"dr. Idaman Zega, MM",Jl Diponegoro no.375 C,Organisasi Sosial,Kota Gunungsitoli,22813,081264480577,-,12/10/2018
3171789,14/01/2016,RS Umum Siloam TB Simatupang,RSU,B,"dr. Hans Lie, Msc",Jl. RA Kartini No. 8 Cilandak Barat,Perusahaan,Kota Jakarta Selatan,12430,021-29531900,021-29531933,12/10/2018
3302228,29/01/2014,RS Khusus Gigi dan Mulut Universitas Jenderal Soed,RSK Gigi dan Mulut,B,"drg. Arwita Mulyawati, MH. Kes.",Jl. Dr. Soeparno Purwokerto,Kementerian Lain,Banyumas,53122,0281---641233,0281---629161,12/10/2018
3216421,04/04/2014,RS Umum Puspa Husada,RSU,D,"dr. Ury Puspa Praninditya Putri, MARS",Jl. Raya Pondok Timur KM. 1,Swasta/Lainnya,Bekasi,17510,021-82618978-79,021-82618977,12/10/2018
