kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3216413,09/12/2013,RS Umum Kartika Husada Setu,RSU,C,Dr. Budi Santoso,Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu,Perusahaan,Bekasi,-,021.82610003-4,-,11/10/2018
1804015,10/09/2018,RS Umum Permata Hati,RSU,C,"dr. Intan Kusumaningtyas, Sp. OG.,MPH","Jln raya way jepara, plangkawati II, labuhan ratu baru, Kec. way jepara, Kab. la",Swasta/Lainnya,Lampung Timur,34196,0725640123,0725640222,11/10/2018
1508013,31/01/2004,RS Umum Daerah Sultan Thaha Saifuddin,RSU,C,"dr. Oktavienni, M.Ked.An, Sp.An",Jl. Sultan Thaha Saifuddin KM. 04 Muara Tebo,Pemkab,Tebo,37571,0744--21727,0744--21727,10/10/2018
1571023,31/12/2013,RS Tk. IV dr. Bratanata,RSU,C,"Mayor Ckm dr. Arwansyah Wanri,Sp.THT-KL","Jl. Raden Mattaher No. 33,Jambi",TNI AD,Kota Jambi,36144,0741-23164,(0741)32473,10/10/2018
1771051,14/12/2009,RS Bhayangkara Jitra Kota Bengkulu,RSU,C,"drg. MUHAMMAD ZAKIR, S.H., M.H.",Jl. Veteran No.2 Kelurahan Jitra Kota Bengkulu,POLRI,Kota Bengkulu,38115,0736-341086,0736-22585,10/10/2018
3207023,02/06/2014,RS Umum Daerah Banjar,RSU,B,"H. Herman, dr., M. Kes",Jl. Rumah Sakit No. 5 Kota Banjar,Pemkot,Kota Banjar,46322,0265-741032,0265-744730,10/10/2018
3215123,15/01/2014,RS Umum Citra Sari Husada,RSU,C,Dr. Tresna Karmila sp. PK,"Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang",Swasta/Lainnya,Karawang,41371,0267-437507,0267-438681,10/10/2018
3215145,08/10/2013,RS Umum Mandaya,RSU,C,"dr. Trifena Janti, MARS",Jl. Arteri Tol Karawang  Barat Teluk jambe Karawang,Swasta/Lainnya,Karawang,41361,0267-8643000,0267-414306,10/10/2018
3302165,29/10/2015,RS Umum Ananda Purwokerto,RSU,C,"dr. Widayanto, M. Kes",Jl. Pemuda No. 30 Purwokerto,Organisasi Sosial,Banyumas,53132,0281-636417,0281-640226,10/10/2018
3502010,27/03/2012,RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,RSU,B,"dr. MADE JEREN, Sp.THT",Jl. Raya Ponorogo-Pacitan Kel. Pakunden Kab. Ponorogo,Pemkab,Ponorogo,63415,0352-489262,0352-485051,10/10/2018
3571053,31/01/2015,RS Kusta Kediri,RS Kusta,C,"dr. YUNIHAN GUSTAM, M.MKes","Jl. Veteran No. 48, Kediri",Pemprop,Kota Kediri,64112,0354-771062,0354-773479,10/10/2018
7301015,00/00/0000,RS Umum Daerah K.H. Hayyung Kepulauan Selayar,RSU,C,"Dr. Hazairin Nur, Sp. B",Jl. KH. Abdul Kadir Kasim Kepulauan Selayar Sulawesi Selatan,Pemkab,Kepulauan Selayar,92812,0414-2313031,0414-2313031,10/10/2018
7307014,30/04/2018,RS Umum Daerah Kabupaten Sinjai,RSU,C,"dr. H. Amaluddin, Sp, PD","Jl. Jend Sudirman No. 47 Sinjai, Sulawesi Selatan",Pemkab,Sinjai,92611,0482-21132,0482-21133,10/10/2018
3276039,26/09/2011,RS Umum Bhayangkara Brimob,RSU,C,"AKBP dr. Taufik Ismail, SpOG","JL Komjen Pol. M Yasin, Kelapadua, Cimanggis",POLRI,Kota Depok,16451,02187704691,02187716060,10/10/2018
9102034,03/12/2012,RS Umum Daerah Kaimana,RSU,D,"dr. Frenkie Sinanoi Koromath, Sp.PD","Jl. Batu Putih, Km 01, Distrik Kaimana, Kabupaten Kaimana, Provinsi Papua Barat",Pemkab,Kaimana,98654,081248051947,-,10/10/2018
3172753,10/07/2013,RS Umum Antam Medika,RSU,Belum ditetapkan,"dr. Endang Retno Dewayani, MARS","Jl. Pemuda Raya No. 1A, Pulogadung",Swasta/Lainnya,Kota Jakarta Timur,13210,021-806-148-88,021-293-789-41,10/10/2018
1106013,02/07/2013,RS Umum Daerah Datu Beru Takengon,RSU,B,"dr. Hardi Yanis,Sp.PD",Jl. Rumah Sakit No.153 Kec. Kebayakan,Pemkab,Aceh Tengah,24551,0643-21126,0643-21396,09/10/2018
1502014,01/02/2018,RS Umum Daerah Kolonel Abundjani/Bangko,RSU,C,"dr.Berman Saragih,M.Kes (MMR)","jl. Kesehatan No.20, Bangko",Pemkab,Merangin,37314,0746-21459,(0746)-21-459,09/10/2018
1571158,20/12/2010,RS Umum Daerah H. Abdul Manap,RSU,C,Dr. Rudi Maruli H Pardede,Jl. SK.Rd.Syahbuddin Kel. Mayang Mangurai Kec.Kota Baru Jambi,Pemkot,Kota Jambi,36129,0741-670149,0741-670459,09/10/2018
