kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3303016,02/07/1983,RS Umum Daerah dr. R. Goeteng Taroenadibrata,RSU,C,"dr. NONOT MULYONO, M.Kes",Jl. Tentara Pelajar Purbalingga No. 22,Pemkab,Purbalingga,53319,0281-891016,0281-893279,11/08/2018
3312306,13/10/2014,RS Umum  Amal Sehat,RSU,C,"dr. Rosyid Ridlo, M.M.R","Jl. Ngerjopuro RT.02/RW.03,Slogohimo Wonogiri",Swasta/Lainnya,Wonogiri,57694,0273-5316677,0273-5316688,11/08/2018
3314012,08/06/2011,RS Umum Daerah dr. Soehadi Prijonegoro,RSU,B,dr. Didik Haryanto,"Jl. Raya Sukowati No.534, Sragen",Pemkab,Sragen,57215,0271891068,0271890158,11/08/2018
3315024,11/08/2018,RS Umum Panti Rahayu,RSU,C,"Dr. Sunarima, M.Kes","Jl. R Suprapto No.6,Purwodadi",Organisasi Sosial,Grobogan,58111,0292-421087,0292-421370,11/08/2018
3320032,27/12/2013,RS Umum Sultan Hadlirin Jepara,RSU,C,"dr. H. Gunawan WS.DTMH,M.Kes","Jl. Jepara-Bangsri KM.3, Kuwasen, Jepara",Organisasi Islam,Jepara,59431,(0291)-591507,(0291)-4295554,11/08/2018
3373090,00/00/0000,RS Umum Puri Asih,RSU,C,"Dr. Mufti Siradj,Sp.OG","Jl. Sudirman No.169,Salatiga",Swasta/Lainnya,Kota Salatiga,50741,0298-323209,0298-322898,11/08/2018
3517021,10/08/2018,RS Kristen Mojowarno,RSU,C,"dr.Trihardjo Saelan,Sp.PD.,MARS.,FINASIM","Jl. Merdeka No.59 Mojowarno, Jombang",Organisasi Protestan,Jombang,61475,0321-495093,0321-492200,11/08/2018
3523015,00/00/0000,RS Umum Daerah Dr. R. Koesma Tuban,RSU,B,dr. H. Saiful Hadi,Jl. dr. Wahidin Sudiro Husodo No. 800,Pemkab,Tuban,62315,0356-321010,0356-322569,11/08/2018
3529014,19/11/2015,RS Umum Daerah dr. H. Moh. Anwar,RSU,C,"dr. Fitril Akbar, M. Kes.",Jl. Dr Cipto No. 42 Desa Kolor Kab. Sumenep,Pemkab,Sumenep,69417,0328-662494,0328-662257,11/08/2018
3578100,25/01/2012,RS Umum Adi Husada Kapasari,RSU,C,"dr. Hermanto Wijaya., MARS",Jl. Kapasari No. 97-101 Surabaya,Organisasi Sosial,Kota Surabaya,60141,031-3764555,031-3764666,11/08/2018
3672011,28/02/1996,RS Krakatau Medika,RSU,B,"dr. Rachmat Setiarsa, Sp. JP",Jl. Semang Raya No. 01,BUMN,Kota Cilegon,42435,0254-396333,0254-391972,11/08/2018
3672034,23/05/2014,RS Kurnia,RSU,C,"Dr. Tubagus Edi Kusnadi,MARS","Jl. Jombang Masjid No.4, Cilegon",Swasta/Lainnya,Kota Cilegon,42411,0254-391161,0254-397023,11/08/2018
6201012,26/02/1993,RS Umum Daerah Sultan Imanuddin,RSU,B,dr. Fachrudin,Jl. Sutan Syahrir No 17 Pangkalan Bun,Pemkab,Kotawaringin Barat,74112,0532-21404,0532-23581,11/08/2018
6203015,31/01/2015,RS Umum Daerah Dr H Soemarno S,RSU,C,"Plt. Dr.AGUS WALUYO, MM",Jl. Tambun Bungai  No. 16 Kuala Kapuas,Pemkab,Kapuas,73514,0513-21653,0513-23791,11/08/2018
6210015,11/08/2018,RS Umum Daerah Pulang Pisau,RSU,C,dr. MULIYANTO.BUDIHARDJO. MHlth. Sc,Jl. W.A.D Duha Komplek Perkantoran Kab. Pulang Pisau  Provinsi Kalimantan Tengah,Pemkab,Pulang Pisau,78411,0513-700583,-,11/08/2018
7208011,31/01/2012,RS Umum Daerah Anuntaloko Parigi,RSU,B,"dr. Nurlaela Harate, MPH",Jl. Sis Al Jufri No.214 Parigi Moutong,Pemkab,Parigi Moutong,94371,0450-22251,0450-21032,11/08/2018
7271014,05/02/1979,RS Umum Daerah Undata Palu,RSU,B,"dr. I Komang Adi Sujendra, Sp.PD.,FINASI","Jl. R. E. Martadinata, Tondo Kecamatan Mantikulore",Pemprop,Kota Palu,94119,0451-421270,0451-421370,11/08/2018
7373016,31/10/2013,RS Umum Daerah Sawerigading,RSU,B,"dr. NASARUDDIN, Sp.OG (K)",Jl. Dr. Ratulangi KM.7 Rampoang Kota Palopo,Pemkot,Kota Palopo,91914,0471-3312133,0471-3312200,11/08/2018
7601011,07/02/2018,RS Umum Daerah Kabupaten Mamaje,RSU,C,dr. H. RAKHMAT,Jl. Poros Majene-Mamuju,Pemkab,Majene,91415,0422-21009,0422-22857,11/08/2018
