kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3271046,01/07/2013,RS Jiwa dr. H. Marzoeki Mahdi,RS Jiwa,A,"dr. H. Bambang Eko Sunaryanto, Sp.KJ, MA",Jl. dr. Sumeru No.114 Kota Bogor,Kemkes,Kota Bogor,16111,02518324025,02518324025,19/01/2018
6172113,19/01/2018,RS Umum Santo Vincentius Singkawang,RSU,C,"dr. Nurtanti Indriyani, M.P.H",Jl. P. Diponegoro 5 Singkawang,Organisasi Katholik,Kota Singkawang,79123,0562-636768,0562-633881,19/01/2018
1971021,26/02/2017,RS Umum Daerah Depati Hamzah,RSU,C,"dr. syahrizal, M.kes","Jl. Soekarno Hatta,Kota PangkalPinang",Pemkot,Kota Pangkal Pinang,33143,0717-422693,0717-421324,18/01/2018
3404181,00/00/0000,RS Umum At-Turost Al-Islamy,RSU,D,dr. Salman Santosa,Klaci 1 Margoluwih Seyegan Sleman,Organisasi Islam,Sleman,55561,02746496677,02746496688,18/01/2018
1174021,17/01/2018,RS Umum Sakinah,RSU,D,dr. Reisna Refiana,Jl. Antara No. 30 Kp. Jawa Baru Lhokseumawe,Organisasi Sosial,Kota Lhokseumawe,24351,0645-45534,0645-42158,17/01/2018
5171086,27/02/2016,RS Umum Surya Husadha,RSU,C,"Dr. Ni Putu Dian Sulistyawati,MM","Jl. Pulau Serangan No.7, Denpasar",Organisasi Sosial,Kota Denpasar,80114,0361-233787,0361-231177,17/01/2018
1805023,04/10/2009,RS Umum Yukum Medical Centre,RSU,C,"dr. I Gede Made Bagiadha, Sp. OG (PJs)",Jl. Negara No.99 Km.67 Yukum Jaya Lampung Tengah,Swasta/Lainnya,Lampung Tengah,34160,(0725)-25333,(0725)-258989,16/01/2018
3514025,01/06/2012,RS Islam Masyithoh Bangil,RSU,D,"Dr.dr.H.Handayanto,MM",Jl. A. Yani No. 6 Bangil- Kab. Pasuruan,Swasta/Lainnya,Pasuruan,65173,0343-741018,0343-742425,16/01/2018
1371444,00/00/0000,RS Umum Daerah dr. Rasidin Padang,RSU,C,Dr. Hj. Herlin Sridiani,"Jl. Air Paku Sei.Sapih Kec.Kuranji,Padang",Pemkot,Kota Padang,25159,0751-499158,0751-495330,15/01/2018
3302143,12/04/2016,RS Umum Hidayah Purwokerto,RSU,D,dr. Sigit Dwiyanto,Jl. Supriyadi No. 22 Purwokerto,Swasta/Lainnya,Banyumas,53111,(0281)-636269,(0281)-627228,15/01/2018
5309012,28/08/2017,RS Umum Daerah dr. Hendrikus Fernandez Larantuka,RSU,C,dr. YOSEP KOPONG DATEN,Jl. Jend. Sudirman No. 33 Kel. Sarotari Tengah Larantuka Flores Timur,Pemkab,Flores Timur,86219,(0383)21836,(0383)21836,15/01/2018
3173705,15/06/2016,RS Umum Daerah Tanah Abang,RSU,D,"drg. Alifianti Lestari, MSi","Jalan K.H. Mas Mansyur No. 30 Kelurahan Kebon Kacang Kecamatan Tanah Abang, Jaka",Pemprop,Kota Jakarta Pusat,10240,0213150427,02131902143,15/01/2018
6472096,00/00/0000,RS Umum Bhakti Nugraha,RSU,D,"dr. Lanny Sudjati, Sp. An",Jl. Basuki Rachmat 50 Samarinda,Organisasi Sosial,Kota Samarinda,75121,0541-741363,0541-736868,13/01/2018
3175408,09/04/2015,RS Umum Firdaus,RSU,C,"dr. Rianayanti Asmira Rasam, MARS",Komp. Bea Cukai Jl. Siak J5/14,Perusahaan,Kota Jakarta Utara,14140,4407322,4400063,13/01/2018
1671333,13/01/2018,RS Pelabuhan Palembang,RSU,D,Drg. DUROR EN NASIK,Jl. Mayor Memet Sastra Wirya No.1 Boom Baru,Perusahaan,Kota Palembang,30115,"(0711)-711843,",(0711)-717100,13/01/2018
3201252,20/12/2017,RS Harapan Sehati,RSU,C,"dr. Febrina Ichsanti, MARS",Jl. Raya Tegar Beriman Kp. Pondok Manggis RT. 01 RW. 04 Kel. Bojong Baru Kec. Bo,Perusahaan,Bogor,16922,02187972380,02187972985,12/01/2018
1303023,25/12/2009,"RS Umum Daerah Arosuka,Solok",RSU,C,"dr. Maryeti Marwazi, MARS","Jl. Lintas Sumatera Aro Suka Solok, Kab.Solok",Pemkab,Solok,27365,0755-31160,0755-31160,11/01/2018
5201010,16/01/2013,RS Umum Daerah Patut Patuh Patju,RSU,C,"Drg. Arbain Ishak, MM",Jl. H. Lalu Anggrat BA No. 2 Gerung,Pemkab,Lombok Barat,83363,0370-681321,0370-681341,10/01/2018
3323024,09/01/2018,RS Umum Ngesti Waluyo,RSU,C,"dr.Lilik Setyawan, MPH","Jl. Pahlawan Parakan,Temanggung",Organisasi Protestan,Temanggung,56254,0293-596008,0293-596410,09/01/2018
