kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
1105078,28/02/2018,RS Umum Graha Bunda,RSU,C,dr. Reynanta. Sp.OG,"Jl. Medan - Banda Aceh Bukit Pala, Idi Rayeuk - Aceh Timur",Organisasi Sosial,Aceh Timur,24454,0646-21221,0646-21221,26/02/2018
3506059,00/00/0000,RS Umum Muhammadiyah Siti Khodijah,RSU,D,dr.Mohammad Irfan Hanafi,JL. Dr. Soetomo 322 Sukorejo Kec. Gurah Kab. Kediri,Swasta/Lainnya,Kediri,64181,0354-545481,0354-548838,26/02/2018
1109028,18/02/2014,RS Umum Mufid,RSU,Belum ditetapkan,dr. Putri Ilham Sari,Jl.Prof.A.Majid IbrahimNo.62-66 Blok Sawah,Perusahaan,Pidie,24111,0653--7829540,0653-7829541,26/02/2018
1505028,15/06/2012,RS Umum Daerah Sungai Gelam,RSU,D,Dr. H. Arminsyah,Jl. Ketaling KM. 21 Sungai Gelam,Pemkab,Muaro Jambi,37214,081366798879,-,26/02/2018
1110102,12/08/2015,RS Umum Telaga Bunda,RSU,D,dr. Nila Epita,"Jl. Peutua Banta 7, Gampong Bireuen Meunasah Blang",Organisasi Sosial,Bireuen,24251,0644-324433,0644-324837,26/02/2018
8103002,18/09/2012,RS Umum Daerah Banda,RSU,Belum ditetapkan,"La Ahmadi Bin Abd Rahman, S. Kep","JL.KUJALI no.163A  Banda,Kabupaten Maluku Tengah",Pemkab,Maluku Tengah,97593,0910-21062,0910-21062,26/02/2018
7110002,03/11/2014,RS Umum Daerah Bolaang Mongondow Selatan,RSU,D,"dr. Sry S .Pakaya, MM.Kes",Jl. Raya Molibagu,Pemkab,Bolaang Mongondow Selatan,95774,0434-2629444,0434-2629444,26/02/2018
1110103,08/01/2014,RS Umum Avicenna,RSU,D,dr. Armiya,Jln. Kuala Raja No.1 Bireuen Lhok Awe. Kecamatan Kota Juang,Swasta/Lainnya,Bireuen,24251,(0644)-22887,(0644)-22887,26/02/2018
1108017,14/07/2014,RS Umum Ibnu Sina,RSU,D,dr. Maulana Mufti,"Jl. Banda Aceh-Medan Km 25,5 Kecamatan Indrapuri, Kabupaten Aceh Besar, Provinsi",Swasta/Lainnya,Aceh Besar,23363,0651-8070469,0651-8070469,26/02/2018
3401052,21/02/2017,RS Umum Daerah Nyi Ageng Serang,RSU,D,"dr. SANDRAWATI SAID, M.Kes.","Jl Sentolo - Muntilan KM 0,3",Pemkab,Kulon Progo,55664,02742890180,02742890180,26/02/2018
9236003,07/08/2015,RS Umum Daerah Pratama Waghete,RSU,D,dr. DJANUARIUS MOTE,Jl. Poros Waghete,Pemkab,Deiyai,-,081240132709--,-,26/02/2018
1110104,01/06/2016,RS Umum Jeumpa Hospital,RSU,C,dr. Firthadian Ariemitra,"Jl. B.Aceh - Medan, Km 220 No 102 Dsn.Teratai, Desa Geulanggang Baro, Kecamatan",Swasta/Lainnya,Bireuen,24251,0644-324150,0644-324150,26/02/2018
3401053,19/08/2015,RS Umum Pura Raharja Medika,RSU,D,"dr. Rita Ivana Ariyani, MMR","Jl Raya Brosot No.18 Bangeran, Lendah,Kulon Progo",Swasta/Lainnya,Kulon Progo,-,087738167116,-,26/02/2018
7504012,09/08/2010,RS Umum Daerah Tombulilato,RSU,D,dr. Milyadi Ma'sum,Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70,Pemkab,Bone Bolango,96585,08114309488,-,25/02/2018
1173003,09/07/2012,RS Umum Ummi Langsa,RSU,D,dr. said muhammad facriansyah,Jl. Prof. Majid Ibrahim No.10 A Kota Langsa,Swasta/Lainnya,Kota Langsa,24415,0641-22886,0641-20885,25/02/2018
1105034,22/01/2016,RS Umum Pertamina Rantau,RSU,C,"dr. Neni Herawaty,MKKK",Jl. Cepu No 1 Komplek Pertamina Rantau Aceh Tamiang,BUMN,Aceh Tamiang,24474,0641---350185,0641--350185,24/02/2018
5307021,01/01/2015,RS Bergerak Kab.Alor,RSU,D,dr. Lodywik Anjassius Ata Alopada,"Jln. MASANG, RT 08 RW 04 KEL. WELAI TIMUR, KEC. TELUK MUTIARA, KAB. ALOR",Pemkab,Alor,85111,085337214787,-,24/02/2018
3528028,01/10/2017,RS Umum Daerah Waru Pamekasan,RSU,D,"dr. H. HENDARTO, M.Si",Jl.Waru Pasean Pamekasan,Pemkab,Pamekasan,69353,0324-510501,-,24/02/2018
3172495,07/08/2012,RS Umum Omni Medical Center,RSU,B,"dr. Roswin Rosnim Djaafar, MARS",Jl. Pulomas Barat VI No. 20.,Organisasi Sosial,Kota Jakarta Timur,13210,021-29779999,021-29779911,23/02/2018
