kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3173532,28/04/2018,RS Khusus THT Bedah KL Proklamasi,RSK THT,B,"dr. Hably Warganegara, Sp.THT-KL, MARS","Jl. Proklamasi No. 43, Menteng - Jakarta Pusat",Swasta/Lainnya,Kota Jakarta Pusat,10320,021-3900002,021-3900947,09/08/2018
3201024,09/01/2012,RS Paru Dr. M. Goenawan Partowidigdo,RSTP,A,"dr. Wuwuh Utami Ningtyas, M.Kes","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",Kemkes,Bogor,16750,0251-8253630,0251-8257662,09/08/2018
3201050,02/12/2012,RS Umum Daerah Ciawi,RSU,B,"drg. Hesti Iswandari, M.Kes",Jl. Raya Puncak 479 Ciawi Bogor,Pemkab,Bogor,16720,0251-8240797,0251-8242937,09/08/2018
3212016,12/12/2015,RS Umum Daerah Kab. Indramayu,RSU,B,"dr. Hj. LISFAYENI, MM",Jl. Murah Nara No. 7 Sindang Indramayu,Pemkab,Indramayu,45222,0234-272655,0234-275330,09/08/2018
3271035,28/11/2012,RS Umum Dr Muhamad Hassan Toto,RSU,C,"Letkol Kes dr. Ngudiarto, SpPD","Jl. Sardjio No. 1, Semplak Kec. Kemang",TNI AU,Bogor,0251,7535976,7533913,09/08/2018
3273420,23/02/2013,RS Umum Al-Islam Bandung,RSU,B,"dr. H. Muhammad Iqbal, Sp,PD",Jl. Soekarno. Hatta 644 Bandung,Swasta/Lainnya,Kota Bandung,40295,(022)7562046,(022)7563233,09/08/2018
3312010,13/03/2013,RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,RSU,B,"dr. Setyarini, M. Kes","Jl. Jend A Yani No. 40,Giriwono, Wonogiri, Jateng",Pemkab,Wonogiri,57613,0273-321008,0273-321042,09/08/2018
3313011,26/10/2013,RS Umum Daerah Karanganyar,RSU,C,"dr. Wahyu Purwadi Rahmat, M.Kes",Jl. Laksda Yos Sudarso Karanganyar,Pemkab,Karanganyar,57716,0271-495673,0271-495673-109,09/08/2018
3512012,09/02/2013,RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon,RSU,C,"dr. Tony Wahyudi, M.Kes","Jl. Anggrek No. 68, Kel. Patokan, Kec. Situbondo, Kab. Situbondo",Pemkab,Situbondo,68312,0338-671028,0338-671028,09/08/2018
3525021,03/04/2012,RS Semen Gresik,RSU,C,"dr. Muchdor, Sp.B., FINA.CS.","Jl. R A Kartini No. 280 Kel. Tlogopatut Kec. Gresik, Kab. Gresik",Swasta/Lainnya,Gresik,61111,031-3987840,031-3987842,09/08/2018
3525043,09/08/2018,RS Ibu dan Anak Nyai Ageng Pinatih Gresik,RSIA,C,Drg.Achmad Zayadi,Jl. KH Abdul Karim 76-78 Gresik,Swasta/Lainnya,Gresik,61114,(031)3981167,(031)3981172,09/08/2018
3525076,05/12/2012,RS Petrokimia Gresik,RSU,C,Dr. CANDRA FERDIAN HANDRIYANTO,"Jl. Jend. A. Yani No. 69 Kel. Ngipik, Kec. Ngipik, Kab. Gresik",Swasta/Lainnya,Gresik,61119,(031)3978658,(031)3981232,09/08/2018
3525087,23/12/2009,RS Denisa,RSU,D,dr. Bambang Prihadi Sp.OG(K),Jl. Dr. Wahidin Sudirohusodo No.736,Swasta/Lainnya,Gresik,61121,031-3950552,031-3958599,09/08/2018
3577015,31/05/2012,RS Umum Daerah Dr. Soedono Madiun,RSU,B,"dr.BANGUN TRAPSILA PURWAKA, Sp OG(K), M","Jl. Dr. Soetomo 59, Madiun",Pemprop,Kota Madiun,63116,0351-454657,0351-458054,09/08/2018
3578603,05/06/2012,RS Gotong Royong,RSU,D,"Dr, Suwarni",Jl. Medokan Semampir Indah No. 97 Surabaya,Organisasi Sosial,Kota Surabaya,60119,5939693,5991592,09/08/2018
3311228,30/06/2016,RS Umum Universitas Sebelas Maret,RSU,C,"Prof. Dr. Zainal Arifin Adnan, dr., SpPD",Jl. Ahmad Yani 200 Makamhaji Kartasura Sukoharjo,Kementerian Lain,Sukoharjo,57161,+62271-6775000,+62271-7461665,09/08/2018
7317020,00/00/0000,RS Umum Inco Sorowako,RSU,C,Dr. Kristiawan Basuki Rahmat M.Kes,"Jl. Diponegoro No. 1 Sorowako, Kec. Nuha Kab.Luwu Timur",Perusahaan,Luwu Timur,92984,021-5249612,-,09/08/2018
7371096,08/08/2018,RS Khusus Daerah Dadi,RS Jiwa/ RSKO,A,"dr. Arman Bausat, Sp.B.Sp.OT(K)Spine",Jl. Lanto Dg. Pasewang No. 34 Makassar,Pemprop,Kota Makassar,90131,0411-873120,0411-872167,09/08/2018
7371191,09/08/2018,RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,RSIA,C,"DR. dr. H. Nasrudin A.M, Sp.OG, MARS",Jl. RA. Kartini No. 15-17 Makassar,BUMN,Kota Makassar,90111,(0411)-3624554,(0411)-3627119,09/08/2018
