kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
2071057,17/05/2016,RS Ibu dan Anak Frisdhy Angel,RSIA,C,"Dr. Muhammad Zaini, MARS",Jl. Raden Patah Blok B No. 1-3 Lubuk Baja Kota,Perusahaan,Kota Batam,29342,"(0788)-424901,",(0788)-425134,22/10/2018
2071059,26/09/2016,RS Umum Soedarsono Darmosoewito,RSU,C,"dr. Bertha Toha, M.A.R.S","Jl. Hang Kesturi KM 4,5 Kabil Batam",Organisasi Sosial,Kota Batam,29431,0778-711960,0778-711961,22/10/2018
5305025,25/01/2018,RS Umum Leona,RSU,C,drg. Rizky Anugrah Dewati,Jl. Eltari Kelurahan Meubeli Kecamatan Kota Kefamenanu,Perusahaan,Timor Tengah Utara,85617,03882430113,-,22/10/2018
3302232,18/01/2018,RS Hermina Purwokerto,RSU,C,dr. Darmawan Basukesti,"Jl. Yos Sudarso RT 003 RW 001 Karanglewas Lor Kec.Purwokerto Barat, Kab. Banyuma",Perusahaan,Banyumas,53126,0281-7772525,0281-626472,22/10/2018
1471011,13/10/2013,RS Umum Daerah  Arifin Achmad,RSU,B,"dr. H. NUZELLY HUSNEDI, MARS","Jl Diponegoro No. 2, Pekanbaru",Pemprop,Kota Pekanbaru,28133,0761-21618,0761-20253,20/10/2018
1507010,00/00/0000,RS Umum Daerah KH. Daud Arif,RSU,C,dr.H.Elfry Syahril,"Jl. Syarif Hidayatullah, No. 14 Kuala Tungkal",Pemkab,Tanjung Jabung Barat,36514,0742-21621,0742-322873,20/10/2018
2071056,31/01/2013,RS Umum Camatha Sahidya,RSU,C,"DR. dr. Ibrahim, SH, MSc(PH), MKN, MPd.K","Jl. Jend. A. Yani No.8, PanbiL - Kec. Sei Beduk, Kota Batam",Perusahaan,Kota Batam,29433,0778-371002,0778-371001,20/10/2018
3302015,01/01/2017,RS Umum Daerah Banyumas,RSU,B,"dr. AR.SISWANTO BUDIWIYOTO, M.Kes",Jl. Rumah Sakit No.1 Banyumas,Pemkab,Banyumas,53192,0281-796182,0281-796182,20/10/2018
3302224,25/09/2017,RS Umum Siaga Medika Banyumas,RSU,C,dr. Panji Anggara,Jl. Pramuka No. 55 Banyumas,Organisasi Sosial,Banyumas,53192,0281-796645,0281-796647,20/10/2018
3374080,30/01/2015,RS Umum Roemani,RSU,C,"Prof.DR.dr.H.RIFKI MUSLIM,Sp.B,Sp.U","Jl. Wonodri 2 No. 22,Semarang",Organisasi Islam,Kota Semarang,50242,024-8444623,024-8415752,20/10/2018
3376082,15/10/2018,RS Umum Islam Harapan Anda,RSU,B,"Dr. Shahabiyah, MMR","Jl. Ababil No.42,Tegal",Organisasi Islam,Kota Tegal,52131,0283-358244,0283-324558,20/10/2018
3573055,00/00/0000,RS Umum Panti Waluya Sawahan Malang,RSU,B,"dr. Maria Tri Irama RDP, M.Kes",Jl. Nusakambangan No.56 Kota Malang,Swasta/Lainnya,Kota Malang,65117,0341-362017,0341-354068,20/10/2018
6106016,30/01/2013,RS Umum Daerah Dr. Agoesdjam Ketapang,RSU,C,dr. RUSDY EFFENDY,Jl. Panjaitan No.51 Ketapang,Pemkab,Ketapang,78851,0534-3037239,0534-3037239,20/10/2018
7604012,30/06/2015,RS Umum Daerah Kabupaten Mamuju,RSU,C,"dr. TITIN HAYATI, MARS",Jl. Kurungan Bassi Mamuju,Pemkab,Mamuju,91511,(0426)-21107,(0426)-21107,20/10/2018
8107021,13/08/2018,RS Umum Daerah Bula,RSU,C,"dr. JUFRI, Sp.B",Jl. Wailola No.11-12 Bula Kab. Seram BagianTimur,Pemkab,Seram Bagian Timur,97555,(0915)-21312,(0915)-21312,20/10/2018
1671094,15/11/2017,RS Umum Sriwijaya,RSU,C,dr.Ryan Aquario,"Jl. Jenderal Sudirman No. 502 Km.4,5, Palembang",Perusahaan,Kota Palembang,30138,0711-419680,0711-420432,20/10/2018
3578235,10/06/2011,RS Bunda,RSU,D,dr. Ivan Hardian,Jl. Raya Kandangan 23-24 Surabaya,Swasta/Lainnya,Kota Surabaya,60199,031-7442220,031-7442133,20/10/2018
1203055,14/02/2013,RS Umum Daerah Sibuhuan,RSU,C,dr. Elni Rubianti Daulay,Jl KH. Dewantara Sibuhuan Kec. Barumun,Pemkab,Padang Lawas,22763,0636(421623),0636(421623),19/10/2018
1673031,19/10/2018,RS Umum Daerah Basemah Kota Pagar Alam,RSU,D,dr. Dian Netha Inggriani,Jl. AIS Nasution No.3,Pemkot,Kota Pagar Alam,31512,0730-621036,0730-621798,19/10/2018
