kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3309015,20/01/2017,RS Umum Daerah Pandan Arang Boyolali,RSU,C,dr. SITI NUR ROKHMAH HIDAYATI,Jl. Kantil No. 14 Boyolali,Pemkab,Boyolali,57316,0276-321065,0276-321435,07/03/2018
1213046,11/01/2014,RS Umum Rachmad Insani,RSU,C,Dr. R. Suwelen,Jl Perniagaan No.36 Kel.Stabat Baru Kec.Stabat Kabupaten Langkat,Perusahaan,Langkat,20811,061-8910833,061-8910833,07/03/2018
1209077,12/03/2016,RS Umum Daerah Tuan Rondahaim Pematang Raya,RSU,C,dr. Lydia Saragih,Komplek Perkantoran SKPD PEMKAB Simalungun,Pemkab,Simalungun,21162,0622-331170,0622-331115,07/03/2018
1213059,11/02/2017,RS Umum Putri Bidadari,RSU,C,dr. Maas Lubis AAAK,Stabat Tanjung Pura KM 45,Swasta/Lainnya,Langkat,-,082276920000,061-8826004,07/03/2018
3215167,05/06/2017,RS Umum Amanda Mitra Keluarga,RSU,D,"drg. Agustina Syahroel.,MARS.",Jl. Raya Buahaseum  Desa Karya Mukti  Kec. Lemahabang Wadas Kab. Karawang,Perusahaan,Karawang,41383,0267-511321,0267-8620645,07/03/2018
3525091,03/04/2014,RS Umum Wali Songo I,RSU,D,dr. Alfiatin Fitria,Jl. Raya Balongpanggang - Mojokerto Km 4 Kec. Balongpanggang,Perusahaan,Gresik,61173,031-7922661---2,031-7922009,06/03/2018
3525100,11/07/2017,RS Ibu dan Anak Amalia,RSIA,C,dr. Rizki Septi Amalia,"Jl. Raya Deandles Golokan RT 01 RW 02, Sidayu Gresik",Swasta/Lainnya,Gresik,61153,03199112451,-,06/03/2018
3205022,02/06/2014,RS Umum Daerah Pameungpeuk Prov. Jabar,RSU,D,"dr. Lulu Fahrizah Balqis,SpPK.,MKes",Jl. Raya Miramareu No 99 Desa Sirnabakti Kec. Pameungpeuk,Pemprop,Garut,44175,0262-521199,0262-521133,05/03/2018
8208001,15/02/2017,RS Umum Daerah Bobong,RSU,Belum ditetapkan,Dr Alit Darma Asmara,"Jl. Lintas Selatan, Desa Ratahaya, Kecamata Taliabu Barat",Pemkab,Pulau Taliabu,97794,081331659610,-,05/03/2018
1210010,29/11/2017,RS Umum Daerah Sidikalang,RSU,C,"dr. Henry Manik, M.Kes","Jl Rumah Sakit No 19, Sidikalang",Pemkab,Dairi,22212,0627-21096,0627-21096,03/03/2018
3305120,16/05/2017,RS Umum Daerah Prembun,RSU,C,"dr. H. Suprayitno, MM.",Jl Slamet Riyadi No 53 Prembun Kebumen,Pemkab,Kebumen,54394,0287-6651146,0287-6651146,03/03/2018
3275013,02/03/2017,RS Umum Daerah dr. Chasbullah Abdulmadjid,RSU,B,"dr. Kusnanto Saidi, MARS",Jl. Pramuka No. 55 Bekasi,Pemkot,Kota Bekasi,17144,021-8841005,021-8853731,02/03/2018
3376012,04/02/2013,RS Umum Daerah Kardinah,RSU,B,"dr. Abdal Hakim Tohari, Sp.RM, MMR","Jl. KS Tubun No.2, Kota Tegal",Pemkot,Kota Tegal,52124,0283-350377,0283-353131,02/03/2018
1107015,28/02/2014,RS Umum Montella,RSU,D,"Syarifah Mery Mirna, S.Si.Apt",Jl. Beringin Jaya Dusun Cot Gampong Samping Mesjid Agung Meulaboh-Aceh Barat,Swasta/Lainnya,Aceh Barat,23616,0655-7551974,0655-7551974,02/03/2018
1803035,12/09/2017,RS Umum Daerah Bandar Negara Husada,RSU,C,"dr. Djohan Lius, MKes",Kompleks Pemprov Lampung Kota Baru Jati Agung Kabupaten Lampung Selatan 35365,Pemprop,Lampung Selatan,35365,07215617667,-,02/03/2018
7404034,21/03/2016,RS Umum Daerah H.M.Djafar Harun,RSU,C,"dr.Syarif Nur Ramly, Sp.OG, M.Kes","Jl. Trans Sulawesi Lasusua, Kolaka",Pemkab,Kolaka Utara,93553,-,-,01/03/2018
7605013,26/07/2010,RS Umum Daerah Mamuju Utara,RSU,D,"drg. MUNAWIR H. USMAN, S.KG",Jl. Bukit Husada - No. 10 Ako Pasangakayu,Pemkab,Mamuju Utara,91571,-,-,01/03/2018
1609011,19/10/2011,RS Umum Daerah Martapura,RSU,D,dr.Dedy Damhudy,Jl. Adiwiyata Simpang Lengot Kota Baru Kecamatan Martapura,Pemkab,Ogan Komering Ulu Timur,32181,(0735)-481004,-,01/03/2018
3329102,12/12/2015,RS Umum Daerah Bumiayu,RSU,D,dr. Ali Budiarto,Jl. KH. Ahmad Dahlan KM.01 Bumiayu,Pemkab,Brebes,52273,(0289)-432347,(0289)-430014,01/03/2018
