kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3374353,00/00/0000,RS Ibu dan Anak Kusuma Pradja,RSIA,C,Dr. Sutarwo,"Jl. Bugangan Raya No.3 - 5,Semarang",Swasta/Lainnya,Kota Semarang,024,3546355,3553895,06/03/2013
3373092,25/01/2013,RS Bersalin Mutiara Bunda  Salatiga,RSIA,C,Dr. Srie Bengwani,jl. Merak no.8,Perorangan,Kota Salatiga,50722,0298-329500,0298---328873,06/03/2013
3373091,06/03/2012,RS Umum Sejahtera Bhakti,RSU,D,dr.Singgeh Setyasworo,Jl.Damar 136 Kv. Magersari Tegalrejo,Swasta/Lainnya,Kota Salatiga,50733,0298316153,0298328899,04/03/2013
3171621,07/08/2012,RSU Gandaria,RSU,C,"dr. H.J. Roeslani Sapeni, SpTHT","Jl. Gandaria Tengah 11 Kby Baru,Jaksel",Swasta/Lainnya,Jakarta Selatan,12130,"7203311,7250718","7248175,7222038",01/03/2013
3171665,01/03/2013,RS Umum Medistra,RSU,B,"Dr. Susilawati B,MHA","Jl. Gatot Subroto Kav  59,",Swasta/Lainnya,Jakarta Selatan,-,021-5210200,021-5210184,01/03/2013
3172137,00/00/0000,RS Ibu dan Anak Sayyidah,RSIA,C,Dr. Woro Murdiastuti,"Jl. Taman malaka Selatan No.6 Pondok Kelapa, Jaktim",Swasta/Lainnya,Jakarta Timur,13450,86902950,8649886,01/03/2013
3327043,22/02/2013,RS Umum Islam Al-Ikhlas,RSU,D,dr. Hj. Kunapsiah,Jl. Kolonel Soegiono NO. 13 Taman,Organisasi Islam,Pemalang,52361,0284-325318,0284-325318,22/02/2013
7404023,00/00/0000,RS  Antam Nikel Pomalaa,RSU,Belum ditetapkan,"Dr. Hakim Nur Mampa,MS(OM)",Jl. R.Suprapto Pomalaa Kab.Kolaka,BUMN,KOLAKA,-,0405-21171,0405-310833,18/02/2013
3201235,14/02/2013,RS Umum dr. Sismadi,RSU,C,"Dr. Untung Sugiharto, MARS","Jl. Raya Narogong Km.20, Cileungsi Bogor",Swasta/Lainnya,Bogor,16820,82484065,82496708,15/02/2013
1277015,15/03/2010,RS TNI Tk. IV 01.07.03,RSU,D,Letnan Satu David Purba,"Jl. Sudirman No.1 Kelurahan : Losung Batu, Kecamatan : Padang Sidempuan.",TNI AD,Kota Padang Sidempuan,22724,0634-27391,0634-21902,29/01/2013
3504045,22/12/2012,RS Umum Islam Orpeha,RSU,C,"Dr. H. Laitupa AM, Sp.Pd",Jl. KH. R. Abdul Fatah Batangsaren Kec. Kauman Kab. Tulungagung,Swasta/Lainnya,Tulungagung,66261,0355-323186,327691,22/12/2012
1211125,27/11/2012,RS Umum Flora,RSU,Belum ditetapkan,"Dr. Fadli Armanto, MM.Kes.",Jl Letjen Jamin Ginting no. 81 Kabanjahe,Swasta/Lainnya,Karo,21105,(0628)-20-625,(0628)-324-999,12/12/2012
1271031,00/00/0000,RS Bantuan Sibolga,RSU,Belum ditetapkan,LETTU.CKTN DR VICTORIO,"Jl Anggrek No.6,Sibolga",TNI AD,Tapanuli Tengah,-,0631-21356,-,25/11/2012
9205026,00/00/0000,RS Lanu Manuhua,RSU,Belum ditetapkan,Drg. Budi Pranoto,Kompleks Angkasa Trikora Biak,TNI AU,Biak Numfor,-,-,-,25/11/2012
3172747,18/04/2012,RS Umum Admira,RSU,C,"dr. Chairulsjah Sjahriddin, SpOG, MARS",Jl. Kayu Putih Raya No.1,Swasta/Lainnya,Jakarta Timur,13210,021-47883195,021-47883199,10/10/2012
2003056,00/00/0000,RS Umum Lanud Ranai,RSU,Belum ditetapkan,Dr Aplin Ismianto,Natuna Kab.Kepulauan Riau,TNI AU,Natuna,0771,-,-,24/09/2012
3578774,25/07/2012,RS Ibu dan Anak Nur Ummi Numbi,RSIA,C,dr. Numbi Mediatmapratia,Jl. Manukan Tengah 51 J/ 4-6,Perusahaan,Kota Surabaya,60217,031-7415313,-,14/09/2012
3171691,00/00/0000,RS Gigi dan Mulut Univ.Prof.Moestopo,RSK Gigi dan Mulut,B,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,"Jl. Bintaro Permai Raya,Jaksel",Organisasi Sosial,Jakarta Selatan,-,-,-,13/09/2012
3509112,02/12/2005,RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember,RSK Gigi dan Mulut,B,"Prof.drg. Dwi Prijatmoko, Ph.D.",Jl. Kalimantan No. 37 Jember,Kementerian Lain,Jember,0331,(0331)-325401,(0331)-325401,13/09/2012
