kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7171013,18/07/2018,RSUP Prof. Dr. R. D. Kandou,RSU,A,"Dr.dr. JIMMY PANELEWEN, Sp.B-KBD","Jl. Raya Tanawangko No.56, Manado",Kemkes,Kota Manado,955234,0431-838203,0431-838204,18/07/2018
7271127,10/01/2017,RS Bhayangkara Palu,RSU,C,"dr. I MADE WIJAYA PUTRA, Sp.PD",Jl. DR. Suharso Lrg III No. 2 Palu,POLRI,Kota Palu,94111,0451-429714,0451-457192,18/07/2018
3510104,18/07/2018,RS Umum PKU Muhammadiyah Rogojampi,RSU,D,"dr. Handri Irawan, MMRS","Jalan Diponegoro Nomor 20 Rogojampi, Kab. Banyuwangi",Swasta/Lainnya,Banyuwangi,68462,(0333)631149,(0333)636642,18/07/2018
3374273,28/06/2018,RS Ibu dan Anak Anugerah,RSIA,C,"dr. Jhony Abimanyu, MM","Jl. Kalisari Baru No.5-7,Semarang",Swasta/Lainnya,Kota Semarang,50245,024-8313543,024-8313568,17/07/2018
6171033,23/10/2014,RS Umum St. Antonius Pontianak,RSU,B,"Dr. Gede Sandjaya, Sp. OT ( K )",Jl. KH. Wahid Hasyim No. 249 Pontianak,Organisasi Sosial,Kota Pontianak,78112,0561-732101,0561-742242,17/07/2018
7173051,10/04/2013,RS  Gunung Maria,RSU,C,dr SIMON F. M. PATI SH MARS,Jl. Sejahtera No. 282 Tomohon,Organisasi Katholik,Kota Tomohon,95442,0431-351008,0431-352414,17/07/2018
5271099,11/08/2015,RS Ibu dan Anak Permata Hati,RSIA,C,"dr. H. BASIRUN, MMRS",JL. MAJAPAHIT NO. 10C MATARAM,Perusahaan,Kota Mataram,83115,0370-631999,0370632999,17/07/2018
3302026,21/04/2014,RS Umum Daerah Prof Dr. Margono Soekarjo Purwoker,RSU,B,"Dr. Haryadi Ibnu Junaedi, Sp. B",Jl. Dr Gumbreg No. 1 Purwokerto,Pemprop,Banyumas,53146,0281-632708,0281-631015,16/07/2018
3372041,25/05/2010,RS Umum Brayat Minulya,RSU,C,"dr.C Sri Gunawan,MKes",Jl. Dr. Setiabudi No. 106 Surakarta,Organisasi Sosial,Kota Surakarta,57139,0271-716646,0271-727309,16/07/2018
7172036,00/00/0000,RS Umum Bitung,RSU,C,dr. Piitter H. Lumingkewas,Jl. S.H Sarundajang Kel. Manembo-nembo Tengah Kec. Matuari,Pemprop,Kota Bitung,95545,0438-38066,0438-38066,16/07/2018
3526030,12/07/2018,RS Bersalin Aisyiyah,RS Bersalin,Belum ditetapkan,drg.Elly Rudianah,Jl. Letnan Ramli No 21 Sak Sak,Organisasi Sosial,Bangkalan,69111,082302229161,-,16/07/2018
1609012,23/02/2015,RS Islam At-Taqwa Gumawang,RSU,D,dr. Fahrizal,"Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya",Swasta/Lainnya,Ogan Komering Ulu Timur,32382,0735-452010,0735-452010,14/07/2018
9211010,14/04/2011,RS Umum Daerah Mulia,RSU,D,Dr. Bearly Felix Lokopessy,"Jl. Papua, Pruleme, Distrik Mulia Kabupaten Puncak Jaya",Pemkab,Puncak Jaya,98900,081344541945,-,14/07/2018
7101037,31/01/2014,RS Kinapit,RSU,Belum ditetapkan,dr. Frans Paliliewu,Jl. S. Parman No.201,Perusahaan,Kota Kotamobagu,95711,0434-21192,0434-21144,14/07/2018
1671346,10/06/2017,RS Ibu dan Anak Kader Bangsa Palembang,RSIA,C,"dr.Fika Minata Wathan,M.Kes",Jl. KI. Merogan NO. 446 RT. 08 RW. 02 Kertapati Palembang 30258,ORGANISASI SOSIAL,Kota Palembang,30258,0711516888,-,14/07/2018
3578768,14/02/2012,RS Ibu dan Anak Lombok Dua Dua Lontar,RSIA,C,dr. Yussi Winarto,Jl. Lontar No.109 Surabaya,Perusahaan,Kota Surabaya,60000,(031)-7526071,(031)-7534190,13/07/2018
6172002,19/10/2016,RS Ibu dan Anak Wempe Singkawang,RSIA,C,"dr. Liau Songkono, SpOG","Jln. Gunung Sari No. 10 Kelurahan Pasiran, Kecamatan Singkawang Barat, Kota Sing",Swasta/Lainnya,Kota Singkawang,79123,0562---4644000,0,13/07/2018
2171062,25/06/2018,RS Keluarga Husada Batam,RSU,C,"dr.Dindin H.Hadim,Sp.PD, FINASIM,MARS",Jl. Tengku Sulung Odessa Blok C1 No. 12-16 Kelurahan Belian Kecamatan Batam Kota,Perusahaan,Kota Batam,29464,0778-4804597,-,13/07/2018
7371432,11/07/2018,RS Ibu Dan Anak Sayang Bunda,RSIA,C,"dr. Darma Syanty,Sp.OG.,M.Kes",Hertasning No. 52 Kel. Tidung Kec. Rappocini Makassar,Swasta/Lainnya,Kota Makassar,90222,04114671332,-,13/07/2018
