kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7172025,06/06/2015,RS AL Bitung,RSU,III,"letkol Laut (K) dr. I Putu Sukayasa, Sp.",Jl. Yos Sudarso No. 26 Bitung,TNI AL,Kota Bitung,95511,0438-21264,0438-35983,20/02/2018
7371373,00/00/0000,RS Grestelina,RSU,B,Dr. H.J.HADIKUSUMA,Jl. Hertasning Raya No.52 Makassar,Organisasi Sosial,Kota Makassar,90231,448855,448854,20/02/2018
7171094,18/03/2016,RS Islam Sitti Maryam,RSU,C,"dr. Any Rachman, MARS",Jl. Pogidon Raya No.110 Tuminting Manado,Organisasi Sosial,Kota Manado,95239,851577,877293,20/02/2018
7106018,28/01/2016,RS Umum Daerah Maria Walanda Maramis,RSU,C,dr. Alain Beyah,Jl. Prof. Arnold Mononutu - Kel.Sarongsong II - Airmadidi,Pemkab,Minahasa Utara,95371,0431-892811,0431-892811,20/02/2018
7104038,10/07/2015,RS Umum Daerah Talaud,RSU,C,"dr. Susanti O. Essing, M.Kes",Jl. Raya Mala Kec. Melonguane,Pemkab,Kepulauan Talaud,95885,082344564313,-,20/02/2018
3505035,03/01/2012,RS Umum Ananda,RSU,D,dr. Tanti Sri Gita Ramdani,Jl. Mastrip No. 14 Srengat Kab. Blitar,Swasta/Lainnya,Blitar,66152,0342-553472,0342-553472,20/02/2018
7171097,27/03/2012,RS Tingkat IV Lanud Sam Ratulangi Manado,RSU,IV,"dr. Ahmad Fauzi,M.Biomed, Sp.THT-KL","Jl. A.A. Maramis, Kel. Lapangan Manado",TNI AU,Kota Manado,95252,811077-ext-124,-,20/02/2018
7105030,31/03/2017,RS Umum Daerah Amurang,RSU,Belum ditetapkan,DR. ERWIN R.R. SCHOUTEN,Desa Teeptrans Jl. Trans Sulawesi Kecamatan Amurang Barat,Pemkab,Minahasa Selatan,95955,085399598381,-,20/02/2018
5171220,12/10/2017,RS Umum Daerah Bali Mandara Provinsi Bali,RSU,B,"dr. Gede Bagus Darmayasa, M.Repro",Jl. By Pass Ngurah Rai No 548 Denpasar,Pemprop,Kota Denpasar,80227,03614990966,-,20/02/2018
1209076,31/03/2015,RS Umum Daerah Perdagangan,RSU,C,"dr. Maslina H. Sipayung, MSi.","Jl Radjadmin Purba, SH. Perdagangan",Pemkab,Simalungun,21184,-,-,19/02/2018
1216011,13/02/2018,RS Umum Daerah Salak,RSU,C,dr. Elysa Barus,"Jl Raja David, Kab.Pakpak Bharat",Pemkab,Pakpak Bharat,22272,0627-7433004,0627-7433004,19/02/2018
1272010,28/02/2015,RS Umum Daerah Dr. Tengku Mansyur,RSU,C,"dr. Nurhidayah, M.Kes",Jl Mayjen Sutoyo No. 39 Tanjung Balai,Pemkot,Kota Tanjung Balai,21312,0623-92089,0623-92089,19/02/2018
3175064,17/11/2011,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,RS Penyakit Infeksi,A,"dr.Rita Rogayah, SpP (K), MARS",Jl. Baru Sunter Permai Raya Jakarta Utara,Kemkes,Kota Jakarta Utara,14340,(021)-6506559,(021)-6401411,19/02/2018
3276124,02/06/2014,RS Umum Daerah Kota Depok,RSU,C,Drg. Asloe,Jl. Raya Muchtar No. 99 Sawangan,Pemkot,Kota Depok,16435,0251-8602514,0251-8602134,19/02/2018
3307035,28/09/2017,RS Ibu dan Anak Adina,RSIA,C,"dr. Sudarni, M.Kes","Jl. Pasukan Ronggolawe No.24, Wonosobo",Organisasi Sosial,Wonosobo,56311,322468,325371,19/02/2018
3308014,00/00/0000,RS Umum Daerah Muntilan Kab. Magelang,RSU,C,"dr. M. Syukri, MPH",Jl. Kartini No.13 Muntilan,Pemkab,Magelang,56411,0293-587004,0293-587017,19/02/2018
7371026,27/01/2015,RS Umum Daerah Labuang Baji,RSU,B,"dr.H. Andi Mappatoba, M.B.A., DTAS",Jl. Dr. Ratulangi No.81 Makassar,Pemprop,Kota Makassar,90132,0411-872120,0411-830454,19/02/2018
7472016,31/10/2014,RS Umum Daerah Kota Bau Bau,RSU,C,"dr. Hj. M.A. ATY SANGA, M.Kes",Jl. Drs. H. La Ode Manarfa,Pemkot,Kota Bau-Bau,90123,0402-2825357,0402-2825356,19/02/2018
3273540,31/07/2013,RS Khusus Gigi dan Mulut Kota Bandung,RSK Gigi dan Mulut,C,"drg Lucyanti Puspita sari, M.Kes",Jl. LL RE Martadinata 45 Bandung,Pemkot,Kota Bandung,40113,022-4234058,022-4234058,19/02/2018
