kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3171424,13/06/2014,RS Khusus Mata Aini Prof. dr. Isak Salim,RSK Mata,B,"Dr. Fatiah Elli, SpM","Jl. HR Rasuna Said,Jaksel",Organisasi Sosial,Jakarta Selatan,12920,5256228,5224288,10/09/2016
7373031,25/11/2014,RS Bantuan 07.08.05 Palopo,RSU,D,Lettu Ckm Sayuti Sinoa,Jl. Samiun No. 01 Kota Palopo,TNI AD,Kota Palopo,91922,0471-21032,0471-22331,07/09/2016
3174527,30/08/2016,RS Gigi dan Mulut FKG Universitas Trisakti,RSK Gigi dan Mulut,A,"drg. Marta Juslily, MBA",Jl. kyai Tapa no 260 Grogol Jakarta Barat,Perusahaan,Jakarta Barat,11440,021-5672731-ext,021-56962790,30/08/2016
3312307,00/00/0000,RS Bersalin Fitri Candra,RS Bersalin,C,dr. Dian Famastuti,"Jl. Brigjjend Katamso, Klampisan, Selogiri Wonogiri 57652",Swasta/Lainnya,Wonogiri,57652,(0273)5328899,-,24/08/2016
3573250,22/02/2012,RS Ibu dan Anak Puri Bunda,RSIA,C,dr. Ajeng Rahayuning Kusumastiti,Jl. Simpang Sulfat Utara 60 A Malang,Swasta/Lainnya,Kota Malang,65124,(0341)480047,(0341)485990,23/08/2016
3201241,04/11/2013,RS Umum Ummi,RSU,C,"Dr. Hassan Hussein G. Shahab, Sp.AN",Jl. Empang II No. 2 Bogor Selatan Kota Bogor,Perusahaan,Kota Bogor,16132,0251-8341600,0251---8341606,23/08/2016
3276135,31/12/2013,RS Umum Simpangan Depok,RSU,D,Dr.M.Bima Arrynugrah,"Jl. Raya Bogor Km.36,Sukamaju Sukmajaya Depok",Perusahaan,Kota Depok,16415,021-8741549,021-8741574,16/08/2016
1276075,17/12/2012,RS Umum Bidadari,RSU,C,dr. Esti Aditya Dewi,Jl Perintis Kemerdekaan No. 174,Perusahaan,Kota Binjai,20744,+62-62-8830003,061-8826004,16/08/2016
3201196,17/04/2013,RS Umum Bunda Margonda,RSU,C,"Dr.Imelda Rahmawati,MARS",Jl. Margonda Raya KM 3 RT.02/03 no.128,Swasta/Lainnya,Kota Depok,16424,78890551,78889958,15/08/2016
6404045,15/07/2015,RS Ibu Anak Cahaya Sangatta,RSIA,C,dr. Regina Tirza Maindoka,Jl. Yos Sudarso III No. 77 Teluk Lingga Sangatta,Swasta/Lainnya,Kutai Timur,75611,085100502490,0549---23928,12/08/2016
1371462,01/08/2016,RS Umum Naili DBS,RSU,C,"Dr. Susi Rahmawati,MARS",JL.RATULANGI NO.24 RT.001 RW.008 KELURAHAN KAMPUNG JAO KECAMATAN PADANG BARAT,Swasta/Lainnya,Kota Padang,-,0751-8951900,0751-8951902,09/08/2016
3208035,01/08/2015,RS Umum Sekar Kamulyan,RSU,C,drg.Retno Budi Utami,Jl. Rumah Sakit No. 28 Kec.  Cigugur Kab. Kuningan,Organisasi Sosial,Kuningan,0232,873206,875516,01/08/2016
7471007,11/07/2016,RS Umum Aliyah II,RSU,D,"dr. YENI HARYANI, M.Kes, Sp.A",Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara,Perusahaan,Kota Kendari,93111,082188792225,-,28/07/2016
3504069,14/02/2012,RS Umum Satiti Prima Husada,RSU,D,dr. I Komang Gede Arwana,"Ds. Balesono, Kec. Ngunut Kab. Tulungagung",Swasta/Lainnya,Tulungagung,66292,(0355)-591637,(0355)-591749,21/07/2016
3329056,06/03/2014,RS Umum Muhammadiyah Siti Aminah,RSU,D,"dr. H. M. Chanifudin, MH. Kes",Jl. P. Diponegoro Desa Jatisawit Kecamatan Bumiayu Kabupaten Brebes,Organisasi Islam,Brebes,52273,(0289)432209,(0289)430683,14/07/2016
3529026,07/05/2013,RS Ibu dan Anak Esto Ebhu,RSIA,C,"Dr. H. Moh. Ibnu Hajar, Sp. OG",Jl.Dr Cipto no 38. Kolor Kab. Sumenep,Swasta/Lainnya,Sumenep,69417,081234888838,0328663883,13/07/2016
8171110,13/10/2013,RS Al Fatah,RSU,C,dr. Andi Tasrif Azis,Jl. Sultan Babullah 2 Ambon,Organisasi Islam,Kota Ambon,97126,(0911)-354407,(0911)-343428,30/06/2016
2071045,00/00/0000,RS Ibu dan Anak Permata Hati,RSK Anak,Belum ditetapkan,Dr dezarino SpOg,"Jl. Bunga Raya No.3A/3B,Batam",Organisasi Sosial,Kota Batam,-,0778457222,-,28/06/2016
3402075,22/01/2013,RS Umum Permata Husada,RSU,D,Dr.I Putu Cahya Legawa,Jl Pleret-Kotagede Km. 4  Kauman Pleret,Organisasi Sosial,Bantul,55791,0274-441313,0274-441212,28/06/2016
