kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
7109002,10/05/2017,RS Umum Daerah Mitra Sehat,RSU,A,"dr. Stanley Rori, SpPD","JL. Raya Ratahan - Liwutung, Desa Towuntu Timur, Kecamatan Pasan Kabupaten Minah",Pemkab,Minahasa Tenggara,95695,-,-,06/08/2018
1671348,23/10/2017,RS Ibu dan Anak Mama,RSIA,Belum Ditetapkan,"dr.Hariya Romiza,Sp.OG",Jl Lembing Blok F No  15 Komplek Kampus,Perusahaan,Kota Palembang,30137,0711-357351,0711-5730051,06/08/2018
1871026,08/11/2012,RS Tk IV 02.07.04,RSU,C,"Mayor Ckm dr. Teguh Ismanto,Sp. An","Jl. Dr. A.Rivai No.7, Bandar Lampung",TNI AD,Kota Bandar Lampung,35151,082177052096,0721-783045,06/08/2018
7204021,04/08/2018,RS Umum Daerah Kolonedale,RSU,C,"dr. I MADE PUJAWAN, M.Kes",Jl. W Monginsidi 2 Kolonedale,Pemkab,Morowali Utara,94671,0465-21010,0465-21010,05/08/2018
1275794,29/01/2013,RS Umum Haji Medan,RSU,B,"drg. WAHID KHUSYAIRI, MM",Jl RS Haji Medan Estate,Pemprop,Deli Serdang,20237,061-6619520,061-6619519,04/08/2018
3175031,01/03/2013,RS Umum Akademik Atma Jaya,RSU,B,"dr. Meta Dewi Thedja, M. Biomed., Ph. D",Jl. Pluit Raya Jakarta Utara No. 02,Organisasi Katholik,Kota Jakarta Utara,14440,-,6606122,03/08/2018
3578042,08/02/1979,RS Umum Katholik Surabaya,RSU,B,dr. Sugiharto Tanto MARS,"Jl. Diponegoro 51,Surabaya",Organisasi Katholik,Kota Surabaya,60008,031-5677562,031-5674748,03/08/2018
3602045,04/11/2017,RS Umum Daerah Malingping,RSU,C,"dr. Danang Hamsah Nugroho, M.Kes.","Jl. Raya Saketi Km.1, Malingping Kab.Lebak",Pemprop,Lebak,42391,(0252)-508194,(0252)-509309,03/08/2018
3172748,01/06/2012,RS Ibu dan Anak Bunda Aliyah,RSAB,B,"dr. Yanuar Jak, SpOG, MARS,PhD",Jl. Pahlawan Revolusi No. 100 Pondok Bamabu,Perusahaan,Kota Jakarta Timur,13430,021-86602525,02186600712,03/08/2018
3526032,02/08/2018,RS Khusus Bedah Al Ishaqiy,RSK Bedah,Belum ditetapkan,dr. Sigit Priyatno,Jl. RE Martadinata No. 34 Bangkalan,Swasta/Lainnya,Bangkalan,69116,0313090319,-,03/08/2018
6101033,20/01/2016,RS Umum Daerah Pemangkat,RSU,C,"dr. Achmad Hardin, Sp.PD",Jalan. Abdul Kadir Kasim No. 20 Pemangkat,Pemkab,Sambas,79453,0562-241040,0562-241203,02/08/2018
8171096,00/00/0000,RS Umum Bakti Rahayu,RSU,D,dr. Wayan Suastana,Jl. Ahmad Yani (Belakang RRI) Ambon,Organisasi Sosial,Kota Ambon,97127,0911---342-746,0911---311-741,02/08/2018
9230002,21/06/2012,RS Umum Daerah Tiom,RSU,Belum ditetapkan,dr. NATANIEL IMANUEL HADI,Jl. Abua - Tiom Kab. Lanny Jaya,Pemkab,Lanny Jaya,99553,082136023031,-,02/08/2018
3216408,09/12/2013,RS Umum Harapan Mulia,RSU,C,dr. Arbain,Jl. Raya Cibarusah No. 5 Kebon Kopi Cibarusah Bekasi Barat,Swasta/Lainnya,Bekasi,17340,021-89952340,89952460,02/08/2018
3216104,06/11/2011,RS Umum Karya Medika,RSU,C,Dr. YonitaS. S. Nainggolan,Jl. Imam Bonjol No. 9B,Organisasi Sosial,Bekasi,17844,0218900190/191,02189107753,01/08/2018
5271043,03/03/2016,RS Umum Khatolik Saint Antonius  Ampenan,RSU,D,dr. Antonius Darmono,Jl. Koperasi 61 Ampenan Utara,Organisasi Katholik,Kota Mataram,83111,0370-636767,0370-6172531,01/08/2018
1275147,14/03/2013,RS Umum Full Bethesda,RSU,C,dr. Indra Riris Delima Siregar M.Km,"Jl Binjai Km.10,8/Jl. Sama No.71",Organisasi Sosial,Deli Serdang,20352,061-8457573,061-8457573,01/08/2018
3216340,31/03/2010,RS Umum Medirossa Cikarang,RSU,C,dr.Suripto Hasan,"Jl. Industri Tegal Gede No.09, Cikarang Selatan Bekasi",Organisasi Sosial,Bekasi,17550,021-89833216,021-8934979,01/08/2018
3216399,21/02/2013,RS Ibu dan Anak Mitra Medika,RSIA,C,"dr. Deses Eka Karya ,MARS",Jl. Desa Jatiwangi Cikedokan Kp. Kamurang,Swasta/Lainnya,Bekasi,17250,021-98213879,021-89983575,01/08/2018
