kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3508055,29/11/2017,RS Djatiroro,RSU,C,DR. DYAH AYU RETNO PALUPI,"Jl. PB. Sudirman 81  RT 03 RW 01, Dsn. Krajan Desa Kaliboto Lor Kec. Jatiroto, K",Swasta/Lainnya,Lumajang,67355,0334-321004,0334-322378,04/07/2018
6105027,22/10/2012,RS Bergerak Balai Karangan,RSU,Belum Ditetapkan,dr. Fanny Rifaldhy Sinyo,"Jl. Lintas Sekayam No. 1, Kec. Sekayam Kab. Sanggau",Pemkab,Sanggau,78556,0564-31020,-,04/07/2018
1275929,07/02/2018,RS Ibu Dan Anak Artha Mahinrus,RSIA,C,"dr.Roro Jenny SatyoPutri, MARS",Jl. Pasar III No. 151  Kel. Tegal Rejo Kec. Medan Perjuangan,Perusahaan,Kota Medan,20237,061-80088892,061-80086404,04/07/2018
3317027,23/05/2018,RS Bhina Bhakti Husada,RSU,C,"dr. Ella Nurlaila, MM",Jl. Pemuda KM. 4,Perusahaan,Rembang,59219,02956980777,02956980603,03/07/2018
3508053,09/09/2017,RS Wijaya Kusuma,RSU,D,Dr. H.Koeswandono.M.Kes,Jl. A. Yani No.149 Lumajang,TNI AD,Lumajang,67316,0334-89410,0334-891325,03/07/2018
7309044,21/12/2013,RS AU dr. Dody Sardjoto,RSU,C,"dr. Heru Wishnu, Sp.An",Jl. By Pass Bandar Udara Internasional Sultan Hasanuddin,TNI AU,Maros,90511,0411-8954384,0411-8954384,03/07/2018
3201247,01/02/2016,RS EMC Sentul,RSU,B,"Dr. Hardjanto, Sp. B, MARS","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",Perusahaan,Bogor,16810,021-29672977,02129672978,03/07/2018
1971005,29/06/2018,RS Ibu dan Anak Dzakirah,RSIA,C,"dr. H. Idil Fitri, Sp.OG",Jl. Depati Hamzah Kelurahan Bacang Kecamatan Bukit Intan,Perusahaan,Kota Pangkal Pinang,33148,0717-432849,0717-432849,03/07/2018
6271012,00/00/0000,RS Umum Daerah Dr Doris Sylvanus Palangka Raya,RSU,B,"(Plt.) dr. Suyuti Syamsul, MPPM",Jl. Tambun Bungai No.4 Palangkaraya,Pemprop,Kota Palangka Raya,73111,(0536)3224695,(0536)3229194,02/07/2018
9231002,28/02/2018,RSUD Lukas Enembe Kabupaten Memberamo Tengah,RSU,D Pratama,"dr. Semuel Tandi Salla,M.Kes",Jl. Erry Wunungga Nomor 1 Distrik Kobakma,Pemkab,Mamberamo Tengah,-,082198147799,-,02/07/2018
3375075,20/04/2018,RS Umum Mitra Bunda,RSU,D,"dr. Wedo Tri Hardjanto, Sp.OG",Jl. Jendral Sudirman 16A Kota Pekalongan,Perusahaan,Kota Pekalongan,51111,02854498888,02854415666,02/07/2018
3578780,29/11/2012,RS Orthopedi dan Traumatologi Surabaya,RS O,C,"dr. Gwendolin Mustika Dewi, MARS","EMERALD MANSION TX 10 CITRALAND, SURABAYA",Perusahaan,Kota Surabaya,60213,031---57431299,-,30/06/2018
1275321,26/12/2013,RS Umum Siti Hajar,RSU,C,dr. Royyan Ashri,"Jl Letjend Jamin Ginting No.2, Medan",Perusahaan,Kota Medan,20154,8213187,8213187,29/06/2018
3274031,11/07/2017,RS Ibu dan Anak Panti Abdi Dharma,RSIA,C,"Dr. Adeline Tjahjanto, MARS",Jl. Pulasaren No.07 Cirebon 45114,Organisasi Katholik,Kota Cirebon,45114,0231-203873,0231-208694,28/06/2018
3212042,01/02/2012,RS Umum Bhayangkara Indramayu,RSU,C,"AKBP drg.IWAN SYAH,Sp.Ort",Jl. Raya Pantura Km.73-75 Losarang - Indramayu,POLRI,Indramayu,45253,0234-507878,0234-507877,28/06/2018
5103032,25/11/2015,RS Umum Daerah Kab. Badung Mangusada,RSU,B,"dr. I Nyoman Gunarta, MPH.","Jl. Raya Kapal Mengwi, Badung",Pemkab,Badung,80351,0361-9006812-13,0361-4427218,28/06/2018
1275100,15/01/2014,RS Umum Methodis Susanna Wesley,RSU,C,"dr. Henry Simbolon, M.Kes",Jl Harmonika Baru Pasar I Padang Bulan Selayang II Medan,Organisasi Sosial,Kota Medan,20132,061-8222264,061-8222263,28/06/2018
3318111,21/12/2015,RS Umum Sebening Kasih,RSU,D,dr. Indah Restiyanti,Jl. Raya Tayu - Pati Km. 3 No. 99A Pakis Tayu Pati,Swasta/Lainnya,Pati,59155,(0295)-4150645,(0295)-4546012,28/06/2018
9212011,22/03/2011,RS Umum Daerah Kabupaten Mimika,RSU,C,"dr. Evelyn S.M. Pasaribu, MM.Kes",Jl. Yos Sudarso Kab. Mimika,Pemkab,Mimika,99910,0901-3125201,-,26/06/2018
