kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3171012,13/07/2017,RSUP Fatmawati,RSU,A,"Dr. Mochammad Syafak Hanung, Sp.A, MPH.","Jl. RS Fatmawati Cilandak,Jaksel",Kemkes,Kota Jakarta Selatan,12430,021-7501524,021-7690123,15/08/2018
3275094,17/10/2013,RS Umum Mitra Keluarga Bekasi Barat,RSU,B,"dr. Arina Yuli Roswiyati, MS","Jl. Jend. Ahmad Yani - Kayuringin Jaya, Bekasi",Swasta/Lainnya,Kota Bekasi,17144,021-8853333,021-8842550,15/08/2018
3304021,11/03/2013,RS Umum Emmanuel,RSU,C,"Dr. Samuel Zacharias, S.Th, MA, Sp.B,MM",Jl. Raya Purwareja Klampok - Banjarnegara,Organisasi Protestan,Banjarnegara,53474,0286-479030,0286-479032,15/08/2018
1110101,20/06/2012,RS Umum Bireuen Medical Center,RSU,D,dr. Lili Yuliani Ridwan,"Bireuen, Aceh",Organisasi Sosial,Bireuen,24251,0644-323055,0644---323155,15/08/2018
3510010,08/02/2017,RS Umum Daerah Blambangan,RSU,B,"dr. H.Taufiq Hidayat, Sp.And,.M.Kes.",Jl. Letkol Istiqlah No. 49 Banyuwangi,Pemkab,Banyuwangi,68415,0333-421118,0333-421072,15/08/2018
3571042,00/00/0000,RS Baptis Kediri,RSU,B,"dr. Andreas Andoko, M.Kes.,M.Th",Jl. Brigjen Pol IBH Pranoto No. 1-7 Kota Kediri,Organisasi Protestan,Kota Kediri,64102,"684172,-682170",681173,15/08/2018
3671146,31/10/2015,RS Umum Bhakti Asih,RSU,C,"drg.H.Dadang Sukandar,MARS","Jl. Raden saleh No.10 Karang Tengah, Tangerang",Swasta/Lainnya,Kota Tangerang,15157,7305662/7305663,7310477,15/08/2018
7402010,15/08/2018,RS Umum Daerah Raha,RSU,C,"dr. Agus Susanto Daud Lindu, Sp.An",Jl. Ahmad yani raha no 10 Raha,Pemkab,Muna,93612,0403-21220,0403-21328,15/08/2018
8271031,21/10/2009,RS Umum Dharma Ibu Ternate,RSU,D,"Dr. Sutomo Raharjo, Sp.A","Jl. Pahlawan Revolusi No.5, Ternate",Organisasi Sosial,Kota Ternate,97721,0921-3121951,0921-3127922,15/08/2018
5108064,04/01/2013,RS Umum Parama Sidhi,RSU,C,dr. Ni Made Asminingsih,"Jl. Ahmad Yani No.171 A Baktiseraga, Singaraja",Swasta/Lainnya,Buleleng,81161,(0362)-32701,(0362)-29787,15/08/2018
1801018,28/02/2018,RSU Puri Husadatama,RSU,D Pratama,dr. Rizki Bastari,desa Simpang Pematang kecamatan Simpang Pematang,Swasta/Lainnya,Mesuji,34698,07267758104,07267758104,15/08/2018
3671082,24/08/2011,RS Islam Sari Asih Ar-rahmah,RSU,C,"dr. Adi Nugroho, SpAn",Jl. K.S Tubun No.44 Koang Jaya Kec. Karawaci,Organisasi Islam,Kota Tangerang,15112,021-55736677,021-5580200,15/08/2018
7371402,04/07/2013,RS Siloam Makassar,RSU,B,"dr. Chenny Muljawan, MARS",Jl. Metro Tanjung Bunga Kav. 9,Swasta/Lainnya,Kota Makassar,90134,0411-3662900,0411-81175433,15/08/2018
7271131,12/05/2014,RS Bersalin Care She,RS Bersalin,C,"dr. DJEMI, Sp.OG, MARS",Jl. MT Haryono 24 Palu,Swasta/Lainnya,Kota Palu,94112,(0451)-427291,(0451)-427292,15/08/2018
3273542,28/04/2015,RS Umum Santosa Hospital Bandung Kopo,RSU,B,"dr. Tammy J. Sjarif, SH., MH.KES",Jl. K.H. Wahid Hasyim (Kopo) No. 461-463 Bandung,Swasta/Lainnya,Kota Bandung,40227,022-54280333,022-54280365,15/08/2018
1806039,20/07/2018,RS Medika Insani,RSU,D,dr Lolin Rara Masela,Jl. Sumber Jaya No. 667 Desa Tanjung Baru Kecamatan Bukit Kemuning Kabupaten Lam,Swasta/Lainnya,Lampung Utara,34556,072492292,072492292,15/08/2018
1802038,03/04/2017,RS Umum Mitra Husada,RSU,C,dr. ELVANI,"Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu",Swasta/Lainnya,Pringsewu,35373,0729-23792,0729-23836,14/08/2018
1901016,06/07/2012,RS Umum Daerah Depati Bahrin,RSU,C,dr. Jasminar,"Jl. Jend Sudirman No.195, Kel.Parit Padang Kec.Sungailiat Propinsi Kepulauan Ban",Pemkab,Bangka,33215,(0717)92489,(0717)92489,14/08/2018
1901020,28/11/2016,RS  Jiwa Sungai Liat,RS Jiwa/ RSKO,B,"Dr. H. Heru Effendi,Sp.KJ",Jl. Jend Sudirman No. 345 Kel. Parit Padang Kec. Sungai Liat,Pemprop,Bangka,32215,(0717)92068,(0717)92528,14/08/2018
