kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
8101015,31/03/2014,RS Umum Karel Sadsuitubun,RSU,C,"dr. KATRINJE NOTANUBUN,M.Kes",Jl. Merdeka Raya no.3 Ohoijang Langgur,Pemkab,Maluku Tenggara,97611,091621612/21613,0916-21614,14/10/2018
3277020,13/10/2018,RS Umum Daerah Cibabat,RSU,B,"dr. TRIAS NUGRAHADI, Sp.KN",Jl. Jend. H. Amir Machmud No. 140 Kel. Cibabat Kec. Cimahi Utara,Pemkot,Kota Cimahi,40513,(022)-6652025,(022)-6649112,13/10/2018
3274111,29/08/2018,RS Umum Muhammadiyah,RSU,D,dr. M. Dipa Daulatala,Jl. Dr. Wahidin Sudirohusodo No.79 Cirebon,Organisasi Islam,Kota Cirebon,45122,202463/247406,202476,13/10/2018
3671076,23/05/2014,RS An-Nisa,RSU,C,"dr. Ediansyah,MARS.MM",Jl. Gatot Subroto No 96 Km 3 Kel. Uwung Jaya Kec. Cibodas Tangerang,Swasta/Lainnya,Kota Tangerang,15138,021-5525564,021-55791563,13/10/2018
5302012,21/06/1996,RS Kristen Lindimara,RSU,D,dr.Alhairani K.L.Manu Mesa,"Jl. Prof.DR WZ. Johannes No.6,Waingapu",Organisasi Sosial,Sumba Timur,87113,0387-61064,0387-61742,13/10/2018
6202013,18/10/2013,RS Umum Daerah Dr Murjani Sampit,RSU,B,"dr. Denny Muda Perdana, Sp. Rad",Jl. H M Arsyad No. 65 Sampit,Pemkab,Kotawaringin Timur,74322,0531-21010,0531-21782,13/10/2018
7308041,04/12/2013,RS Umum Daerah Tenriawaru Bone,RSU,B,"dr. Hj. NURMINAH A.YUSUF, MARS",Jl. DR. Wahidin Sudirohusodo Watampone,Pemkab,Bone,92733,0481-21069,0481-26634,13/10/2018
3275039,01/10/2013,RS Umum Masmitra,RSU,C,"Dr. Mira Puspitasari, MARS","Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi",Swasta/Lainnya,Kota Bekasi,17431,02184971766,0218483047,13/10/2018
6474033,22/03/2012,RS Amalia,RSU,D,"dr.Hj. Yuniarti Arbain M. Kes, (MARS)",Jl. R. Soeprapto No. 22 Bontang - Kalimantan Timur,Swasta/Lainnya,Kota Bontang,75311,0548-25050,0548-23275,13/10/2018
7471002,29/11/2016,RS Hati Mulia,RSU,D,"dr. SUHARTINI, Sp.OG",JL D.I. PANJAITAN NO 243,Perorangan,Kota Kendari,93117,08114009554,-,13/10/2018
6208013,10/10/2012,RS Umum Daerah Hanau,RSU,D,dr. GIL DA SILVA,"Jl. Sampit - Pangkalan Bun km.142 Pembuang Hulu kec.Hanau, Kabupaten Seruyan",Pemkab,Seruyan,74271,0532---2074975,0,13/10/2018
3274135,25/02/2013,RS Umum Sumber Hurip,RSU,D,dr. Ati Setyowati,Jl. Raden Dewi Sartika No 15 Kel. Tukmudal Kec. Sumber Kab. Cirebon,Swasta/Lainnya,Cirebon,45611,(0231)8302689,(0231)8302655,13/10/2018
1201016,04/03/2013,RS Umum Daerah Gunungsitoli,RSU,C,"dr. Julianus Dawolo, M.Kes",Jl dr. Ciptomangunkusumo No 15 Gunungsitoli,Pemkab,Nias,22813,(0639)21474,(0639)21474,12/10/2018
1275265,31/07/2009,RS Umum Sundari,RSU,C,dr Zulkarnain Hutasuhut,"Jl Jend. T.B.Simatupang No.31,Medan",Organisasi Sosial,Kota Medan,20127,061.8452536,061.8452536,12/10/2018
1401011,31/01/2005,RS Umum Daerah Teluk Kuantan,RSU,C,"DR H. Fahdiansyah, Sp. OG",Jl Kesehatan No. 1 Sinambek,Pemkab,Kuantan Singingi,29562,0760-2524289,0760-561857,12/10/2018
1606032,03/06/2009,RS Umum Daerah Bayung Lincir,RSU,D,"dr. Diyanti Novitasari, Mars","Jl Raya Palembang-Jambi KM 200 Kec, Bayung Lencir",Pemkab,Musi Banyuasin,30756,08117423443,-,12/10/2018
1703016,01/05/1997,RS Umum Daerah Arga Makmur,RSU,C,"Dr. Jasmen Silitonga, M.Kes., SpKK",Jl. Siti Khadijah No. 08 Arga Makmur Kabupaten Bengkulu Utara,Pemkab,Bengkulu Utara,38611,0737-521118,0737-521118,12/10/2018
3172516,03/02/2016,RS Umum Kartika Pulo Mas,RSU,C,"dr. Atmadhilla Rafitasari, B.Med.Sci.MAR",Jl. Pulo Mas Timur K No 2 Jakarta Timur,Organisasi Sosial,Kota Jakarta Timur,13210,021-4703333,021-4723402,12/10/2018
3173025,09/03/2017,RS Umum PAD Gatot Soebroto,RSU,A,"Dr. dr. Terawan Agus P, Sp.Rad (K) RI",Jl. Dr. Abdul  Rahman Saleh No. 24  Jakarta Pusat,TNI AD,Kota Jakarta Pusat,10410,021-3441008,021-3440693,12/10/2018
