kode_rs,tanggal_registrasi,nama_rs,jenis_rs,kelas_rs,direktur,alamat,penyelenggara,kabupaten/kota,kode_pos,telepon,fax,tanggal_update
3171802,23/11/2017,RS Khusus Bedah Halimun,RSK Bedah,C,-,Jl. Halimun Raya No. 9 Guntur - Setiabudi Jakarta Selatan,Perusahaan,Kota Jakarta Selatan,-,021-8311361,-,00/00/0000
7302017,28/12/2017,RS Ibu dan Anak Yasira,RSIA,C,-,Jl. Kusuma Bangsa No. 3,Swasta/Lainnya,Bulukumba,-,082393005000,-,00/00/0000
1213061,04/01/2018,Rumah Sakit Umum Surya,RSU,D,-,Jalan KH Zainul Arifn No 8 Kelurahan Stabat Baru Kecamatan Stabat,Swasta/Lainnya,Langkat,-,061-8910208,-,00/00/0000
1212182,06/03/2018,RS Umum Noor,RSU,D,-,Jl Sei Mencirim No. 53 Medan Krio Deli Serdang,Swasta/Lainnya,Deli Serdang,-,0821-6538-4448,-,00/00/0000
3275064,19/01/2018,RS Mustika Medika Bekasi,RSU,D,-,Jalan Kelapa Dua no 110 RT 07 RW 08 Kelurahan Padurenan Kecamatan Mustikajaya Ko,Perusahaan,Kota Bekasi,-,02182622530,-,00/00/0000
1174023,09/10/2017,RS Ibu dan Anak ABBY,RSIA,C,dr. Andi Mahato Lase,Jl. T. Chik Ditiro Nomor 28 Lancang Garam,Swasta/Lainnya,Kota Lhokseumawe,-,0645-6500284,-,00/00/0000
6202025,02/02/2018,RS Kelas D Pratama Parenggean,RSU,D Pratama,-,"Jl. Lesa RT.01 RW.01 Desa Bajarau, Parenggean 74355",Pemkab,Kotawaringin Timur,-,0531-2051151,-,00/00/0000
1309023,10/01/2018,RS Islam Ibnu Sina Panti Yarsi,RSU,D,-,Jl. Lintas Medan Bukittinggi Kampung Cengkeh No. 86 Panti,Swasta/Lainnya,Pasaman,-,0753-335066,-,00/00/0000
3673011,27/02/2018,RS Mata Achmad Wardi BWI-DD,RSK Mata,C,-,Jl. Raya Taktakan KM 01,Swasta/Lainnya,Kota Serang,-,081383830313,-,00/00/0000
1372014,21/02/2018,RS Ibu Dan Anak Ananda,RSAB,C,-,Jl. Prof. M. Yamin Pandan Ujung Kec. Tanjung Harapan Kel. PPA,Swasta/Lainnya,Kota Solok,-,0755-22274,-,00/00/0000
5271103,15/03/2018,RS Mata Nusa Tenggara Barat,RSK Mata,C,dr. Handomi,Jln. Harimau No.1 Mataram,Pemprop,Kota Mataram,-,0370-642016,-,00/00/0000
3501019,01/04/2018,RS Umum Medical Mandiri Pacitan,RSU,D,-,Jl. Suruhan Sirnoboyo Kec. Pacitan Kab. Pacitan Jawa Timur,Perusahaan,Pacitan,-,0357883989,-,00/00/0000
7403126,11/04/2018,RS Umum Setia Bunda,RSU,D,-,Jl. Jenderal Sudirman Kel. Ambeikairi Kec. Unaaha Kab. Konawe,Swasta/Lainnya,Konawe,-,082333300600,-,00/00/0000
5107018,23/04/2018,RS Pratama Kubu,RSU,D Pratama,-,"Dusun Labuan Sari, Desa Tianyar Barat, Kecamatan Kubu, Kabupaten Karangasem, Pro",Pemkab,Karangasem,-,085337749208,-,00/00/0000
3507114,23/04/2018,RS Singhasari Medika,RSU,D,-,Jl. Raya Klampok RT 01 RW 01 Desa Klampok Kecamatan Singosari Kabupaten Malang,Perorangan,Malang,-,03413042570,-,00/00/0000
1212183,08/05/2018,RS Umum Kasih Insani,RSU,C,-,Jl. Besar Namorambe No. 10 -16,Perusahaan,Deli Serdang,-,42672588---4207,-,00/00/0000
3201253,07/05/2018,RS Ibu dan Anak Melania,RSIA,D,-,Jl. Raya Bogor KM 43 Kelurahan Pabuaran Kecamatan Cibinong Kabupaten Bogor,Organisasi Katholik,Bogor,-,021-8752192,-,00/00/0000
5271104,15/05/2018,RS Metro Medika,RSU,D,-,JL. Jenderal Sudirman No. 8A Rembiga,Swasta/Lainnya,Kota Mataram,-,081917998947,-,00/00/0000
3201254,16/05/2018,Bogor Senior Hospital,RSU,D,-,Jl. Raya Tajur No. 168 Muarasari Bogor,Swasta/Lainnya,Bogor,-,0251-7556777,-,00/00/0000
